,Option Code,LAST,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theta,Vega,Volume.1,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,BID,ASK,Unnamed: 22,Unnamed: 23,Exp,Strike
14,SPY201002C240,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,0,-0.04,0.0,--,96.8,96.52,97.0,,,2 OCT 20,240.0
15,SPY201002C245,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,10,-0.04,0.0,--,91.8,91.52,92.0,,,2 OCT 20,245.0
16,SPY201002C250,79.79,-6.88,20,100.00%,0.00%,<empty>,0.0,0.0,0.0,20,20,-0.04,0.0,--,86.8,86.52,87.0,,,2 OCT 20,250.0
17,SPY201002C255,77.74,<empty>,1,100.00%,0.00%,<empty>,0.0,0.0,0.0,1,2,-0.04,0.0,--,81.8,81.52,82.0,,,2 OCT 20,255.0
18,SPY201002C260,67.3,-6.47,2,100.00%,0.00%,<empty>,0.0,0.0,0.0,2,15,-0.04,0.0,--,76.8,76.52,77.0,,,2 OCT 20,260.0
19,SPY201002C265,74.3,+3.27,1,100.00%,0.00%,<empty>,0.0,0.0,0.0,1,5,-0.04,0.0,--,71.8,71.52,72.0,,,2 OCT 20,265.0
20,SPY201002C270,66.6,+12.91,2,100.00%,0.00%,<empty>,0.0,0.0,0.0,2,11,-0.055,0.0,--,66.8,66.54,66.95,,,2 OCT 20,270.0
21,SPY201002C275,62.12,+4.10,5,100.00%,0.00%,<empty>,0.0,0.0,0.0,5,26,-0.05,0.0,--,61.8,61.53,61.97,,,2 OCT 20,275.0
22,SPY201002C280,57.1,+3.64,5,100.00%,0.00%,<empty>,0.0,0.0,0.0,5,8,-0.055,0.0,--,56.8,56.54,56.95,,,2 OCT 20,280.0
23,SPY201002C285,38.71,-10.10,1,100.00%,0.00%,<empty>,0.0,0.0,0.0,1,9,-0.05,0.0,--,51.8,51.54,51.96,,,2 OCT 20,285.0
24,SPY201002C286,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,0,-0.04,0.0,--,50.8,50.54,50.98,,,2 OCT 20,286.0
25,SPY201002C287,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,46,-0.045,0.0,--,49.8,49.54,49.97,,,2 OCT 20,287.0
26,SPY201002C288,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,0,-0.04,0.0,--,48.8,48.54,48.98,,,2 OCT 20,288.0
27,SPY201002C289,37.12,<empty>,1,100.00%,0.00%,<empty>,0.0,0.0,0.0,1,1,-0.04,0.0,--,47.8,47.54,47.98,,,2 OCT 20,289.0
28,SPY201002C290,47.09,+2.37,4,100.00%,0.00%,<empty>,0.0,0.0,0.0,4,111,-0.055,0.0,--,46.8,46.54,46.95,,,2 OCT 20,290.0
29,SPY201002C291,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,0,-0.04,0.0,--,45.8,45.54,45.98,,,2 OCT 20,291.0
30,SPY201002C292,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,0,-0.045,0.0,--,44.8,44.53,44.98,,,2 OCT 20,292.0
31,SPY201002C293,40.7,<empty>,1,100.00%,0.00%,<empty>,0.0,0.0,0.0,1,1,-0.04,0.0,--,43.8,43.54,43.98,,,2 OCT 20,293.0
32,SPY201002C294,43.08,0,0,100.00%,0.00%,<empty>,0.0,0.0,0.0,0,1,-0.04,0.0,--,42.8,42.54,42.98,,,2 OCT 20,294.0
33,SPY201002C295,35.8,<empty>,10,100.00%,0.00%,<empty>,0.0,0.0,0.0,10,16,-0.04,0.0,--,41.8,41.54,41.98,,,2 OCT 20,295.0
34,SPY201002C296,40.51,<empty>,4,100.00%,0.00%,<empty>,0.0,0.0,0.0,4,0,-0.05,0.0,--,40.8,40.53,40.97,,,2 OCT 20,296.0
35,SPY201002C297,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,0,-0.045,0.0,--,39.8,39.53,39.98,,,2 OCT 20,297.0
36,SPY201002C298,36.21,+5.66,3,100.00%,0.00%,<empty>,0.0,0.0,0.0,3,1,-0.04,0.0,--,38.8,38.54,38.98,,,2 OCT 20,298.0
37,SPY201002C299,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,0,-0.04,0.0,--,37.8,37.53,37.99,,,2 OCT 20,299.0
38,SPY201002C300,36.9,-.38,5,100.00%,0.00%,<empty>,0.0,0.0,0.0,5,515,-0.04,0.0,--,36.8,36.54,36.98,,,2 OCT 20,300.0
39,SPY201002C301,24.14,-10.37,2,100.00%,0.00%,<empty>,0.0,0.0,0.0,2,49,-0.045,0.0,--,35.8,35.53,35.98,,,2 OCT 20,301.0
40,SPY201002C302,30.18,+7.09,2,100.00%,0.00%,<empty>,0.0,0.0,0.0,2,0,-0.045,0.0,--,34.8,34.54,34.97,,,2 OCT 20,302.0
41,SPY201002C303,30.9,+8.46,1,100.00%,0.00%,<empty>,0.0,0.0,0.0,1,25,-0.045,0.0,--,33.8,33.53,33.98,,,2 OCT 20,303.0
42,SPY201002C304,21.74,+1.88,8,100.00%,0.00%,<empty>,0.0,0.0,0.0,8,8,-0.04,0.0,--,32.8,32.54,32.98,,,2 OCT 20,304.0
43,SPY201002C305,32.69,+1.91,1,100.00%,0.00%,<empty>,0.0,0.0,0.0,1,28,-0.045,0.0,--,31.8,31.54,31.97,,,2 OCT 20,305.0
44,SPY201002C306,31.2,+5.44,1,100.00%,0.00%,<empty>,0.0,0.0,0.0,1,29,-0.045,0.0,--,30.8,30.53,30.98,,,2 OCT 20,306.0
45,SPY201002C307,25.92,-.83,1,100.00%,0.00%,<empty>,0.0,0.0,0.0,1,7,-0.045,0.0,--,29.8,29.54,29.97,,,2 OCT 20,307.0
46,SPY201002C308,16.7,-6.65,6,100.00%,0.00%,<empty>,0.0,0.0,0.0,6,17,-0.04,0.0,--,28.8,28.54,28.98,,,2 OCT 20,308.0
47,SPY201002C309,27.23,-.91,2,100.00%,0.00%,<empty>,0.0,0.0,0.0,2,24,-0.04,0.0,--,27.8,27.54,27.98,,,2 OCT 20,309.0
48,SPY201002C310,26.95,+.89,"3,517",100.00%,0.00%,<empty>,0.0,0.0,0.0,"3,517","8,139",-0.04,0.0,--,26.8,26.54,26.98,,,2 OCT 20,310.0
49,SPY201002C311,24.04,+8.08,6,100.00%,0.00%,<empty>,0.0,0.0,0.0,6,17,-0.04,0.0,--,25.8,25.54,25.98,,,2 OCT 20,311.0
50,SPY201002C312,24.14,+1.67,3,100.00%,0.00%,<empty>,0.0,0.0,0.0,3,109,-0.04,0.0,--,24.8,24.54,24.98,,,2 OCT 20,312.0
51,SPY201002C313,22.28,+1.28,4,100.00%,0.00%,<empty>,0.0,0.0,0.0,4,106,-0.035,0.0,--,23.8,23.54,23.99,,,2 OCT 20,313.0
52,SPY201002C314,23.31,-.09,2,100.00%,0.00%,<empty>,0.0,0.0,0.0,2,455,-0.035,0.0,--,22.8,22.54,22.99,,,2 OCT 20,314.0
53,SPY201002C315,21.95,+2.93,51,100.00%,0.00%,<empty>,0.0,0.0,0.0,51,348,-0.025,0.0,--,21.8,21.71,21.84,,,2 OCT 20,315.0
54,SPY201002C316,20.41,+.63,20,100.00%,0.00%,<empty>,0.0,0.0,0.0,20,388,-0.02,0.0,--,20.8,20.71,20.85,,,2 OCT 20,316.0
55,SPY201002C317,19.59,+.27,28,100.00%,0.00%,<empty>,0.0,0.0,0.0,28,"1,279",-0.02,0.0,--,19.8,19.71,19.85,,,2 OCT 20,317.0
56,SPY201002C318,18.14,-.08,42,100.00%,0.00%,<empty>,0.0,0.0,0.0,42,459,-0.015,0.0,--,18.8,18.72,18.85,,,2 OCT 20,318.0
57,SPY201002C319,17.2,+2.29,7,100.00%,0.00%,<empty>,0.0,0.0,0.0,7,749,-0.025,0.0,--,17.8,17.55,18.0,,,2 OCT 20,319.0
58,SPY201002C320,16.98,+2.95,113,100.00%,0.00%,<empty>,0.0,0.0,0.0,113,"1,808",-0.005,0.0,--,16.8,16.73,16.86,,,2 OCT 20,320.0
59,SPY201002C321,15.1,+2.14,17,100.00%,0.00%,<empty>,0.0,0.0,0.0,17,"1,062",-0.005,0.0,--,15.8,15.73,15.86,,,2 OCT 20,321.0
60,SPY201002C322,15.16,+3.01,29,94.76%,5.24%,10.23%,0.0,-0.01,0.01,29,"1,560",0.01,0.01,36.12%,14.8,14.75,14.87,,,2 OCT 20,322.0
61,SPY201002C323,14.12,+1.24,95,94.26%,5.74%,11.20%,0.0,-0.02,0.01,95,"3,041",0.015,0.01,34.52%,13.8,13.75,13.88,,,2 OCT 20,323.0
62,SPY201002C324,13.46,+3.12,219,93.72%,6.28%,12.23%,0.0,-0.02,0.01,219,"1,930",0.02,0.02,32.84%,12.8,12.76,12.88,,,2 OCT 20,324.0
63,SPY201002C325,11.99,+2.59,424,92.71%,7.29%,14.18%,0.0,-0.03,0.02,424,"3,393",0.035,0.02,31.74%,11.8,11.78,11.89,,,2 OCT 20,325.0
64,SPY201002C326,11.5,+2.95,236,91.68%,8.32%,16.16%,0.01,-0.05,0.02,236,"1,907",0.05,0.02,30.38%,10.8,10.79,10.91,,,2 OCT 20,326.0
65,SPY201002C327,10.45,+2.73,233,90.15%,9.85%,19.10%,0.01,-0.08,0.03,233,"4,394",0.08,0.03,29.39%,9.8,9.82,9.94,,,2 OCT 20,327.0
66,SPY201002C328,9.47,+2.76,"2,524",88.11%,11.89%,23.02%,0.01,-0.13,0.04,"2,524","5,402",0.13,0.03,28.64%,8.8,8.88,8.98,,,2 OCT 20,328.0
67,SPY201002C329,8.09,+2.20,781,86.14%,13.86%,26.77%,0.01,-0.16,0.04,781,"4,795",0.175,0.04,27.36%,7.8,7.92,8.03,,,2 OCT 20,329.0
68,SPY201002C330,7.21,+1.81,"1,685",83.37%,16.63%,32.07%,0.01,-0.21,0.05,"1,685","17,529",0.255,0.04,26.47%,6.8,7.01,7.1,,,2 OCT 20,330.0
69,SPY201002C331,6.64,+2.11,"1,173",80.05%,19.95%,38.36%,0.01,-0.27,0.06,"1,173","3,739",0.36,0.05,25.58%,5.8,6.11,6.21,,,2 OCT 20,331.0
70,SPY201002C332,5.55,+1.69,"1,090",76.05%,23.95%,45.91%,0.01,-0.34,0.07,"1,090","3,969",0.5,0.06,24.74%,4.8,5.25,5.35,,,2 OCT 20,332.0
71,SPY201002C333,4.54,+1.29,"2,388",71.23%,28.77%,54.95%,0.01,-0.4,0.08,"2,388","17,082",0.69,0.06,24.03%,3.8,4.45,4.53,,,2 OCT 20,333.0
72,SPY201002C334,4.1,+1.36,"2,586",65.65%,34.35%,65.35%,0.01,-0.46,0.09,"2,586","9,416",0.935,0.07,23.39%,2.8,3.7,3.77,,,2 OCT 20,334.0
73,SPY201002C335,3.01,+.79,"12,746",59.43%,40.57%,76.79%,0.01,-0.5,0.09,"12,746","16,262",1.225,0.07,22.60%,1.8,3.0,3.05,,,2 OCT 20,335.0
74,SPY201002C336,2.43,+.65,"29,359",52.49%,47.51%,89.45%,0.01,-0.53,0.1,"29,359","14,904",1.6,0.08,22.02%,0.8,2.38,2.42,,,2 OCT 20,336.0
75,SPY201002C337,1.82,+.46,"56,504",45.11%,54.89%,96.69%,0.01,-0.53,0.1,"56,504","13,690",1.845,0.08,21.41%,0.0,1.83,1.86,,,2 OCT 20,337.0
76,SPY201002C338,1.38,+.32,"53,756",37.54%,62.46%,80.10%,0.01,-0.5,0.09,"53,756","16,423",1.375,0.07,20.86%,0.0,1.37,1.38,,,2 OCT 20,338.0
77,SPY201002C339,0.99,+.20,"40,907",30.13%,69.87%,64.01%,0.01,-0.45,0.09,"40,907","13,811",0.99,0.07,20.38%,0.0,0.98,1.0,,,2 OCT 20,339.0
78,SPY201002C340,0.68,+.10,"89,944",23.07%,76.93%,48.82%,0.0,-0.37,0.08,"89,944","16,568",0.675,0.06,19.79%,0.0,0.67,0.68,,,2 OCT 20,340.0
79,SPY201002C341,0.46,+.03,"29,609",17.39%,82.61%,36.65%,0.0,-0.3,0.07,"29,609","9,458",0.47,0.05,19.76%,0.0,0.46,0.48,,,2 OCT 20,341.0
80,SPY201002C342,0.3,-.01,"24,875",12.51%,87.49%,26.26%,0.0,-0.22,0.05,"24,875","8,268",0.31,0.04,19.57%,0.0,0.3,0.32,,,2 OCT 20,342.0
81,SPY201002C343,0.19,-.03,"18,323",8.58%,91.42%,17.96%,0.0,-0.15,0.04,"18,323","17,944",0.195,0.03,19.35%,0.0,0.19,0.2,,,2 OCT 20,343.0
82,SPY201002C344,0.14,-.02,"23,613",5.87%,94.13%,12.23%,0.0,-0.11,0.03,"23,613","24,070",0.125,0.02,19.40%,0.0,0.12,0.13,,,2 OCT 20,344.0
83,SPY201002C345,0.08,-.04,"11,376",3.80%,96.20%,7.89%,0.0,-0.07,0.02,"11,376","12,694",0.075,0.02,19.33%,0.0,0.07,0.08,,,2 OCT 20,345.0
84,SPY201002C346,0.04,-.04,"7,036",2.41%,97.59%,4.99%,0.0,-0.04,0.01,"7,036","6,927",0.045,0.01,19.34%,0.0,0.04,0.05,,,2 OCT 20,346.0
85,SPY201002C347,0.03,-.03,"9,089",1.85%,98.15%,3.82%,0.0,-0.03,0.01,"9,089","4,174",0.035,0.01,20.19%,0.0,0.03,0.04,,,2 OCT 20,347.0
86,SPY201002C348,0.03,-.02,"3,511",1.34%,98.66%,2.77%,0.0,-0.02,0.01,"3,511","5,482",0.025,0.01,20.79%,0.0,0.02,0.03,,,2 OCT 20,348.0
87,SPY201002C349,0.02,-.01,"2,662",0.82%,99.18%,1.69%,0.0,-0.01,0.01,"2,662","3,469",0.015,0.0,20.80%,0.0,0.01,0.02,,,2 OCT 20,349.0
88,SPY201002C350,0.01,-.03,"3,373",0.77%,99.23%,1.59%,0.0,-0.01,0.01,"3,373","7,766",0.015,0.0,22.21%,0.0,0.01,0.02,,,2 OCT 20,350.0
89,SPY201002C351,0.01,-.02,985,0.30%,99.70%,0.62%,0.0,0.0,0.0,985,"3,033",0.005,0.0,20.99%,0.0,0.0,0.01,,,2 OCT 20,351.0
90,SPY201002C352,0.01,-.01,649,0.29%,99.71%,0.59%,0.0,0.0,0.0,649,"1,280",0.005,0.0,22.25%,0.0,0.0,0.01,,,2 OCT 20,352.0
91,SPY201002C353,0.01,-.01,558,0.27%,99.73%,0.55%,0.0,0.0,0.0,558,"1,098",0.005,0.0,23.50%,0.0,0.0,0.01,,,2 OCT 20,353.0
92,SPY201002C354,0.01,-.01,301,0.26%,99.74%,0.53%,0.0,0.0,0.0,301,"1,751",0.005,0.0,24.73%,0.0,0.0,0.01,,,2 OCT 20,354.0
93,SPY201002C355,0.01,0,229,0.25%,99.75%,0.50%,0.0,0.0,0.0,229,"2,165",0.005,0.0,25.96%,0.0,0.0,0.01,,,2 OCT 20,355.0
94,SPY201002C356,0.01,0,32,0.23%,99.77%,0.48%,0.0,0.0,0.0,32,"1,560",0.005,0.0,27.18%,0.0,0.0,0.01,,,2 OCT 20,356.0
95,SPY201002C357,0.01,0,10,0.22%,99.78%,0.46%,0.0,0.0,0.0,10,"1,686",0.005,0.0,28.39%,0.0,0.0,0.01,,,2 OCT 20,357.0
96,SPY201002C358,0.01,0,2,0.22%,99.78%,0.44%,0.0,0.0,0.0,2,953,0.005,0.0,29.60%,0.0,0.0,0.01,,,2 OCT 20,358.0
97,SPY201002C359,0.01,-.01,7,0.21%,99.79%,0.42%,0.0,0.0,0.0,7,697,0.005,0.0,30.79%,0.0,0.0,0.01,,,2 OCT 20,359.0
98,SPY201002C360,0.01,0,8,0.20%,99.80%,0.41%,0.0,0.0,0.0,8,"3,613",0.005,0.0,31.98%,0.0,0.0,0.01,,,2 OCT 20,360.0
99,SPY201002C361,0.01,0,2,0.19%,99.81%,0.39%,0.0,0.0,0.0,2,"1,488",0.005,0.0,33.16%,0.0,0.0,0.01,,,2 OCT 20,361.0
100,SPY201002C362,0.01,0,3,0.19%,99.81%,0.38%,0.0,0.0,0.0,3,973,0.005,0.0,34.33%,0.0,0.0,0.01,,,2 OCT 20,362.0
101,SPY201002C363,0.01,0,384,0.18%,99.82%,0.37%,0.0,0.0,0.0,384,"2,509",0.005,0.0,35.50%,0.0,0.0,0.01,,,2 OCT 20,363.0
102,SPY201002C364,0.01,0,14,0.17%,99.83%,0.35%,0.0,0.0,0.0,14,"1,047",0.005,0.0,36.66%,0.0,0.0,0.01,,,2 OCT 20,364.0
103,SPY201002C365,0.02,+.01,2,0.17%,99.83%,0.34%,0.0,0.0,0.0,2,"1,017",0.005,0.0,37.81%,0.0,0.0,0.01,,,2 OCT 20,365.0
104,SPY201002C366,0.01,0,4,0.16%,99.84%,0.33%,0.0,0.0,0.0,4,633,0.005,0.0,38.96%,0.0,0.0,0.01,,,2 OCT 20,366.0
105,SPY201002C367,0.03,+.01,1,0.16%,99.84%,0.32%,0.0,0.0,0.0,1,697,0.005,0.0,40.10%,0.0,0.0,0.01,,,2 OCT 20,367.0
106,SPY201002C368,0.01,0,3,0.15%,99.85%,0.31%,0.0,0.0,0.0,3,424,0.005,0.0,41.23%,0.0,0.0,0.01,,,2 OCT 20,368.0
107,SPY201002C369,0.01,0,1,0.15%,99.85%,0.31%,0.0,0.0,0.0,1,530,0.005,0.0,42.36%,0.0,0.0,0.01,,,2 OCT 20,369.0
108,SPY201002C370,0.01,0,2,0.15%,99.85%,0.30%,0.0,0.0,0.0,2,"1,761",0.005,0.0,43.49%,0.0,0.0,0.01,,,2 OCT 20,370.0
109,SPY201002C371,0.01,0,2,0.14%,99.86%,0.29%,0.0,0.0,0.0,2,733,0.005,0.0,44.60%,0.0,0.0,0.01,,,2 OCT 20,371.0
110,SPY201002C372,0.01,-.03,7,0.14%,99.86%,0.28%,0.0,0.0,0.0,7,224,0.005,0.0,45.72%,0.0,0.0,0.01,,,2 OCT 20,372.0
111,SPY201002C373,0.01,-.06,40,0.14%,99.86%,0.27%,0.0,0.0,0.0,40,83,0.005,0.0,46.82%,0.0,0.0,0.01,,,2 OCT 20,373.0
112,SPY201002C374,0.01,-.02,1,0.13%,99.87%,0.27%,0.0,0.0,0.0,1,52,0.005,0.0,47.92%,0.0,0.0,0.01,,,2 OCT 20,374.0
113,SPY201002C375,0.01,-.01,1,0.13%,99.87%,0.26%,0.0,0.0,0.0,1,"1,278",0.005,0.0,49.02%,0.0,0.0,0.01,,,2 OCT 20,375.0
114,SPY201002C376,0.01,-.02,25,0.13%,99.87%,0.26%,0.0,0.0,0.0,25,183,0.005,0.0,50.11%,0.0,0.0,0.01,,,2 OCT 20,376.0
115,SPY201002C377,0.01,-.02,15,0.12%,99.88%,0.25%,0.0,0.0,0.0,15,545,0.005,0.0,51.20%,0.0,0.0,0.01,,,2 OCT 20,377.0
116,SPY201002C378,0.01,-.01,1,0.12%,99.88%,0.24%,0.0,0.0,0.0,1,261,0.005,0.0,52.28%,0.0,0.0,0.01,,,2 OCT 20,378.0
117,SPY201002C379,0.01,0,1,0.12%,99.88%,0.24%,0.0,0.0,0.0,1,203,0.005,0.0,53.35%,0.0,0.0,0.01,,,2 OCT 20,379.0
118,SPY201002C380,0.01,-.01,5,0.12%,99.88%,0.23%,0.0,0.0,0.0,5,"1,000",0.005,0.0,54.43%,0.0,0.0,0.01,,,2 OCT 20,380.0
119,SPY201002C381,0.01,0,1,0.11%,99.89%,0.23%,0.0,0.0,0.0,1,225,0.005,0.0,55.49%,0.0,0.0,0.01,,,2 OCT 20,381.0
120,SPY201002C382,0.01,0,53,0.11%,99.89%,0.22%,0.0,0.0,0.0,53,118,0.005,0.0,56.55%,0.0,0.0,0.01,,,2 OCT 20,382.0
121,SPY201002C383,0.01,0,760,0.11%,99.89%,0.22%,0.0,0.0,0.0,760,"1,420",0.005,0.0,57.61%,0.0,0.0,0.01,,,2 OCT 20,383.0
122,SPY201002C384,0.08,-.08,1,0.11%,99.89%,0.22%,0.0,0.0,0.0,1,19,0.005,0.0,58.67%,0.0,0.0,0.01,,,2 OCT 20,384.0
123,SPY201002C385,0.01,0,0,0.10%,99.90%,0.21%,0.0,0.0,0.0,0,539,0.005,0.0,59.72%,0.0,0.0,0.01,,,2 OCT 20,385.0
124,SPY201002C386,0.01,0,1,0.10%,99.90%,0.21%,0.0,0.0,0.0,1,6,0.005,0.0,60.76%,0.0,0.0,0.01,,,2 OCT 20,386.0
125,SPY201002C387,0.07,-.06,1,0.10%,99.90%,0.20%,0.0,0.0,0.0,1,3,0.005,0.0,61.80%,0.0,0.0,0.01,,,2 OCT 20,387.0
126,SPY201002C388,0.02,-.01,10,0.10%,99.90%,0.20%,0.0,0.0,0.0,10,708,0.005,0.0,62.84%,0.0,0.0,0.01,,,2 OCT 20,388.0
127,SPY201002C389,0.04,-.08,1,0.10%,99.90%,0.20%,0.0,0.0,0.0,1,2,0.005,0.0,63.86%,0.0,0.0,0.01,,,2 OCT 20,389.0
128,SPY201002C390,0.01,0,20,0.10%,99.90%,0.19%,0.0,0.0,0.0,20,910,0.005,0.0,64.89%,0.0,0.0,0.01,,,2 OCT 20,390.0
129,SPY201002C391,0.01,-.01,4,0.09%,99.91%,0.19%,0.0,0.0,0.0,4,9,0.005,0.0,65.92%,0.0,0.0,0.01,,,2 OCT 20,391.0
130,SPY201002C392,0.06,+.01,8,0.09%,99.91%,0.19%,0.0,0.0,0.0,8,681,0.005,0.0,66.94%,0.0,0.0,0.01,,,2 OCT 20,392.0
131,SPY201002C395,0.01,0,2,0.09%,99.91%,0.18%,0.0,0.0,0.0,2,466,0.005,0.0,69.97%,0.0,0.0,0.01,,,2 OCT 20,395.0
132,SPY201002C400,0.01,0,1,0.08%,99.92%,0.17%,0.0,0.0,0.0,1,"2,608",0.005,0.0,74.96%,0.0,0.0,0.01,,,2 OCT 20,400.0
133,SPY201002C405,0.01,-.01,26,0.08%,99.92%,0.15%,0.0,0.0,0.0,26,"1,067",0.005,0.0,79.85%,0.0,0.0,0.01,,,2 OCT 20,405.0
134,SPY201002C410,0.01,-.02,1,0.07%,99.93%,0.14%,0.0,0.0,0.0,1,614,0.005,0.0,84.65%,0.0,0.0,0.01,,,2 OCT 20,410.0
135,SPY201002C415,0.02,+.01,1,0.07%,99.93%,0.14%,0.0,0.0,0.0,1,50,0.005,0.0,89.37%,0.0,0.0,0.01,,,2 OCT 20,415.0
136,SPY201002C420,0.01,-.01,5,0.06%,99.94%,0.13%,0.0,0.0,0.0,5,705,0.005,0.0,94.02%,0.0,0.0,0.01,,,2 OCT 20,420.0
137,SPY201002C425,0.01,0,1,0.06%,99.94%,0.12%,0.0,0.0,0.0,1,47,0.005,0.0,98.59%,0.0,0.0,0.01,,,2 OCT 20,425.0
138,SPY201005C170,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,0,-0.04,0.0,--,166.8,166.51,167.01,,,5 OCT 20,170.0
139,SPY201005C175,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,0,-0.04,0.0,--,161.8,161.51,162.01,,,5 OCT 20,175.0
140,SPY201005C180,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,0,-0.04,0.0,--,156.8,156.51,157.01,,,5 OCT 20,180.0
141,SPY201005C185,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,0,-0.04,0.0,--,151.8,151.51,152.01,,,5 OCT 20,185.0
142,SPY201005C190,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,0,-0.04,0.0,--,146.8,146.51,147.01,,,5 OCT 20,190.0
143,SPY201005C195,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,0,-0.04,0.0,--,141.8,141.51,142.01,,,5 OCT 20,195.0
144,SPY201005C200,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,0,-0.04,0.0,--,136.8,136.51,137.01,,,5 OCT 20,200.0
145,SPY201005C205,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,0,-0.04,0.0,--,131.8,131.51,132.01,,,5 OCT 20,205.0
146,SPY201005C210,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,0,-0.04,0.0,--,126.8,126.51,127.01,,,5 OCT 20,210.0
147,SPY201005C215,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,10,-0.04,0.0,--,121.8,121.51,122.01,,,5 OCT 20,215.0
148,SPY201005C220,0.0,0,<empty>,100.00%,0.00%,<empty>,0.0,0.0,0.0,<empty>,10,-0.04,0.0,--,116.8,116.52,117.0,,,5 OCT 20,220.0
