Strike,BID,ASK,LAST,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theta,Vega,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,expire_days,expire_price,target
332,0.02,0.03,0.02,-0.06,65,0.97,99.03,1.94,0.0,-0.02,0.01,1621,0.025,0.0,31.22,0.0,1,353.43,0
333,0.02,0.03,0.02,-0.07,25,1.02,98.98,2.02,0.0,-0.02,0.01,1065,0.025,0.0,29.7,0.0,1,353.43,0
334,0.03,0.04,0.03,-0.07,966,1.38,98.62,2.75,0.0,-0.03,0.01,2644,0.035,0.0,29.45,0.0,1,353.43,0
335,0.03,0.04,0.03,-0.08,208,1.44,98.56,2.88,0.0,-0.03,0.01,2979,0.035,0.0,27.86,0.0,1,353.43,0
336,0.03,0.04,0.04,-0.08,295,1.52,98.48,3.03,0.0,-0.03,0.01,3060,0.035,0.01,26.27,0.0,1,353.43,0
337,0.04,0.05,0.04,-0.1,237,1.94,98.06,3.87,0.0,-0.04,0.01,4040,0.045,0.01,25.59,0.0,1,353.43,0
338,0.04,0.05,0.05,-0.12,432,2.05,97.95,4.09,0.0,-0.04,0.01,3535,0.045,0.01,23.94,0.0,1,353.43,0
339,0.05,0.06,0.06,-0.13,1294,2.54,97.46,5.05,0.0,-0.05,0.01,4530,0.055,0.01,22.99,0.0,1,353.43,0
340,0.06,0.07,0.07,-0.14,3894,3.06,96.94,6.1,0.0,-0.06,0.02,7621,0.065,0.01,21.88,0.0,1,353.43,0
341,0.08,0.09,0.09,-0.17,2281,3.99,96.01,7.96,0.0,-0.08,0.02,6191,0.085,0.02,21.13,0.0,1,353.43,0
342,0.1,0.11,0.12,-0.21,2051,4.99,95.01,9.95,0.0,-0.09,0.03,6328,0.105,0.02,20.09,0.0,1,353.43,0
343,0.13,0.14,0.15,-0.23,2650,6.41,93.59,12.78,0.0,-0.12,0.03,9438,0.135,0.02,19.15,0.0,1,353.43,0
344,0.17,0.18,0.19,-0.27,12767,8.31,91.69,16.58,0.0,-0.14,0.04,10293,0.175,0.03,18.21,0.0,1,353.43,0
345,0.25,0.26,0.26,-0.32,6627,11.57,88.43,23.07,0.0,-0.2,0.05,16908,0.255,0.04,17.8,0.0,1,353.43,0
346,0.34,0.35,0.35,-0.37,6373,15.32,84.68,30.53,0.0,-0.24,0.06,13954,0.345,0.05,17.0,0.0,1,353.43,0
347,0.47,0.48,0.45,-0.43,7816,20.36,79.64,40.58,0.0,-0.3,0.07,11153,0.475,0.07,16.29,0.0,1,353.43,0
348,0.58,0.6,0.58,-0.53,11103,25.79,74.21,51.42,0.0,-0.33,0.08,10069,0.59,0.08,14.82,0.0,1,353.43,0
349,0.86,0.87,0.86,-0.53,27452,34.61,65.39,68.97,-0.01,-0.39,0.1,11766,0.865,0.1,14.54,0.0,1,353.43,0
350,1.07,1.09,1.07,-0.79,35369,44.06,55.94,87.81,-0.01,-0.38,0.1,14578,1.08,0.12,12.76,0.0,1,353.43,0
165,0.0,0.01,0.03,-0.01,1,0.05,99.95,0.11,0.0,0.0,0.0,4672,0.005,0.0,213.12,0.0,3,334.87,0
170,0.0,0.01,0.09,0.0,2,0.05,99.95,0.11,0.0,0.0,0.0,5655,0.005,0.0,205.04,0.0,3,334.87,0
175,0.0,0.01,0.01,-0.01,3640,0.06,99.94,0.11,0.0,0.0,0.0,4046,0.005,0.0,197.19,0.0,3,334.87,0
185,0.0,0.01,0.02,0.01,62,0.06,99.94,0.11,0.0,0.0,0.0,139,0.005,0.0,182.12,0.0,3,334.87,0
190,0.0,0.01,0.06,-0.02,2,0.06,99.94,0.11,0.0,0.0,0.0,72,0.005,0.0,174.89,0.0,3,334.87,0
195,0.0,0.01,0.05,-0.04,1,0.06,99.94,0.11,0.0,0.0,0.0,53,0.005,0.0,167.83,0.0,3,334.87,0
200,0.0,0.01,0.01,0.0,1,0.06,99.94,0.11,0.0,0.0,0.0,217,0.005,0.0,160.94,0.0,3,334.87,0
210,0.0,0.01,0.01,0.0,1,0.06,99.94,0.12,0.0,0.0,0.0,102,0.005,0.0,147.66,0.0,3,334.87,0
215,0.0,0.01,0.01,-0.01,1,0.06,99.94,0.12,0.0,0.0,0.0,1063,0.005,0.0,141.24,0.0,3,334.87,0
220,0.0,0.01,0.02,0.01,1,0.06,99.94,0.12,0.0,0.0,0.0,1552,0.005,0.0,134.95,0.0,3,334.87,0
225,0.0,0.01,0.01,0.0,44,0.06,99.94,0.13,0.0,0.0,0.0,73,0.005,0.0,128.8,0.0,3,334.87,0
230,0.0,0.01,0.01,0.0,30,0.07,99.93,0.13,0.0,0.0,0.0,78,0.005,0.0,122.77,0.0,3,334.87,0
235,0.0,0.01,0.01,-0.01,10,0.07,99.93,0.13,0.0,0.0,0.0,59,0.005,0.0,116.87,0.0,3,334.87,0
240,0.0,0.01,0.01,-0.01,100,0.07,99.93,0.14,0.0,0.0,0.0,316,0.005,0.0,111.08,0.0,3,334.87,0
245,0.0,0.01,0.01,0.0,34,0.07,99.93,0.14,0.0,0.0,0.0,259,0.005,0.0,105.39,0.0,3,334.87,0
250,0.0,0.01,0.01,-0.01,11,0.07,99.93,0.14,0.0,0.0,0.0,1142,0.005,0.0,99.81,0.0,3,334.87,0
255,0.0,0.01,0.02,-0.02,93,0.08,99.92,0.15,0.0,0.0,0.0,569,0.005,0.0,94.32,0.0,3,334.87,0
270,0.0,0.01,0.01,0.0,1,0.08,99.92,0.17,0.0,0.0,0.0,4639,0.005,0.0,78.39,0.0,3,334.87,0
280,0.0,0.01,0.02,0.01,11,0.09,99.91,0.18,0.0,0.0,0.0,2592,0.005,0.0,68.17,0.0,3,334.87,0
290,0.01,0.02,0.01,-0.02,1,0.27,99.73,0.53,0.0,-0.01,0.0,25605,0.015,0.0,64.2,0.0,3,334.87,0
291,0.01,0.02,0.02,-0.03,40,0.27,99.73,0.53,0.0,-0.01,0.0,761,0.015,0.0,63.15,0.0,3,334.87,0
292,0.01,0.02,0.01,-0.01,3,0.27,99.73,0.54,0.0,-0.01,0.0,23329,0.015,0.0,62.1,0.0,3,334.87,0
298,0.01,0.02,0.02,-0.01,4,0.29,99.71,0.57,0.0,-0.01,0.0,4392,0.015,0.0,55.53,0.0,3,334.87,0
299,0.01,0.02,0.01,-0.02,58,0.3,99.7,0.59,0.0,-0.01,0.0,2728,0.015,0.0,54.62,0.0,3,334.87,0
300,0.01,0.02,0.01,-0.02,52,0.3,99.7,0.6,0.0,-0.01,0.0,4350,0.015,0.0,53.62,0.0,3,334.87,0
301,0.01,0.02,0.02,-0.01,16,0.31,99.69,0.62,0.0,-0.01,0.0,741,0.015,0.0,52.65,0.0,3,334.87,0
305,0.02,0.03,0.03,-0.01,1,0.49,99.51,0.97,0.0,-0.02,0.0,11281,0.025,0.0,50.88,0.0,3,334.87,0
306,0.02,0.03,0.02,-0.02,36,0.5,99.5,1.0,0.0,-0.02,0.0,2125,0.025,0.0,49.9,0.0,3,334.87,0
307,0.02,0.03,0.02,-0.02,1,0.51,99.49,1.01,0.0,-0.02,0.0,758,0.025,0.0,48.83,0.0,3,334.87,0
308,0.02,0.03,0.02,-0.02,2,0.52,99.48,1.03,0.0,-0.02,0.0,1511,0.025,0.0,47.76,0.0,3,334.87,0
309,0.02,0.03,0.03,-0.01,2,0.53,99.47,1.06,0.0,-0.02,0.0,517,0.025,0.0,46.7,0.0,3,334.87,0
310,0.02,0.03,0.03,-0.01,71,0.55,99.45,1.09,0.0,-0.02,0.01,10805,0.025,0.0,45.69,0.0,3,334.87,0
311,0.02,0.03,0.04,-0.03,1,0.54,99.46,1.08,0.0,-0.02,0.01,669,0.025,0.0,44.46,0.0,3,334.87,0
313,0.03,0.04,0.04,-0.01,1,0.74,99.26,1.47,0.0,-0.03,0.01,508,0.035,0.0,43.99,0.0,3,334.87,0
315,0.03,0.04,0.03,-0.03,444,0.78,99.22,1.55,0.0,-0.03,0.01,13661,0.035,0.0,41.82,0.0,3,334.87,0
316,0.03,0.04,0.04,-0.02,20,0.8,99.2,1.58,0.0,-0.03,0.01,6171,0.035,0.0,40.72,0.0,3,334.87,0
317,0.04,0.05,0.04,-0.02,5,0.99,99.01,1.97,0.0,-0.03,0.01,1504,0.045,0.0,40.86,0.0,3,334.87,0
318,0.04,0.05,0.04,-0.03,87,1.02,98.98,2.02,0.0,-0.03,0.01,21274,0.045,0.0,39.73,0.0,3,334.87,0
319,0.04,0.05,0.05,-0.02,1,1.04,98.96,2.06,0.0,-0.03,0.01,1311,0.045,0.0,38.6,0.0,3,334.87,0
320,0.05,0.06,0.05,-0.04,48,1.25,98.75,2.47,0.0,-0.04,0.01,13291,0.055,0.0,38.46,0.0,3,334.87,0
321,0.05,0.06,0.06,-0.02,4,1.28,98.72,2.54,0.0,-0.04,0.01,1838,0.055,0.0,37.31,0.0,3,334.87,0
322,0.05,0.06,0.06,-0.04,103,1.31,98.69,2.6,0.0,-0.04,0.01,1844,0.055,0.0,36.15,0.0,3,334.87,0
323,0.05,0.06,0.06,-0.01,13,1.34,98.66,2.67,0.0,-0.04,0.01,7947,0.055,0.0,35.0,0.0,3,334.87,0
324,0.06,0.07,0.07,-0.04,118,1.57,98.43,3.12,0.0,-0.04,0.01,2210,0.065,0.0,34.63,0.0,3,334.87,0
325,0.06,0.07,0.07,-0.05,31,1.62,98.38,3.21,0.0,-0.04,0.01,11828,0.065,0.0,33.46,0.0,3,334.87,0
326,0.07,0.08,0.07,-0.02,16,1.86,98.14,3.69,0.0,-0.05,0.02,1362,0.075,0.0,32.96,0.0,3,334.87,0
327,0.08,0.09,0.08,-0.06,14,2.1,97.9,4.18,0.0,-0.06,0.02,2337,0.085,0.0,32.36,0.0,3,334.87,0
328,0.08,0.09,0.08,-0.04,20,2.17,97.83,4.31,0.0,-0.05,0.02,2133,0.085,0.0,31.14,0.0,3,334.87,0
329,0.09,0.1,0.09,-0.04,68,2.43,97.57,4.84,0.0,-0.06,0.02,2385,0.095,0.0,30.45,0.0,3,334.87,0
330,0.1,0.11,0.1,-0.08,892,2.71,97.29,5.39,0.0,-0.07,0.02,55454,0.105,0.01,29.69,0.0,3,334.87,0
331,0.11,0.12,0.13,-0.06,10,3.0,97.0,5.97,0.0,-0.07,0.02,6196,0.115,0.01,28.87,0.0,3,334.87,0
332,0.12,0.13,0.13,-0.08,53,3.31,96.69,6.58,0.0,-0.07,0.03,3715,0.125,0.01,28.0,0.0,3,334.87,0
333,0.13,0.14,0.13,-0.13,176,3.63,96.37,7.23,0.0,-0.08,0.03,6669,0.135,0.01,27.07,0.0,3,334.87,0
334,0.15,0.16,0.16,-0.13,159,4.17,95.83,8.3,0.0,-0.09,0.03,4776,0.155,0.01,26.43,0.0,3,334.87,0
335,0.17,0.18,0.18,-0.15,16153,4.74,95.26,9.43,0.0,-0.1,0.03,17299,0.175,0.01,25.68,0.0,3,334.87,0
336,0.19,0.2,0.2,-0.15,127,5.34,94.66,10.62,0.0,-0.1,0.04,6477,0.195,0.01,24.85,0.0,3,334.87,1
337,0.23,0.24,0.25,-0.16,124,6.34,93.66,12.62,0.0,-0.12,0.04,7458,0.235,0.01,24.4,0.0,3,334.87,1
338,0.25,0.27,0.25,-0.21,409,7.12,92.88,14.17,0.0,-0.13,0.05,6893,0.26,0.02,23.48,0.0,3,334.87,1
339,0.3,0.31,0.33,-0.2,937,8.32,91.68,16.55,0.0,-0.14,0.05,12507,0.305,0.02,22.86,0.0,3,334.87,1
340,0.35,0.36,0.37,-0.23,23345,9.67,90.33,19.24,0.0,-0.16,0.06,22719,0.355,0.02,22.17,0.0,3,334.87,1
341,0.41,0.42,0.45,-0.25,687,11.27,88.73,22.41,0.0,-0.18,0.07,12288,0.415,0.02,21.48,0.0,3,334.87,1
342,0.48,0.49,0.51,-0.29,1764,13.13,86.87,26.12,0.0,-0.19,0.08,9494,0.485,0.03,20.76,0.0,3,334.87,1
343,0.57,0.58,0.6,-0.3,1372,15.42,84.58,30.68,-0.01,-0.21,0.09,7078,0.575,0.03,20.11,0.0,3,334.87,1
344,0.68,0.69,0.74,-0.31,1607,18.15,81.85,36.1,-0.01,-0.23,0.1,7785,0.685,0.04,19.48,0.0,3,334.87,1
345,0.84,0.85,0.84,-0.4,12956,21.67,78.33,43.11,-0.01,-0.26,0.11,13519,0.845,0.04,19.09,0.0,3,334.87,1
346,1.0,1.01,0.97,-0.47,2139,25.38,74.62,50.48,-0.01,-0.28,0.12,6071,1.005,0.05,18.41,0.0,3,334.87,1
347,1.14,1.15,1.2,-0.47,3851,29.24,70.76,58.15,-0.01,-0.28,0.12,8899,1.145,0.05,17.31,0.0,3,334.87,1
348,1.36,1.37,1.36,-0.55,3042,34.24,65.76,68.1,-0.01,-0.29,0.13,7104,1.365,0.06,16.57,0.0,3,334.87,1
349,1.65,1.66,1.77,-0.53,4810,40.13,59.87,79.8,-0.02,-0.3,0.14,6494,1.655,0.07,15.98,0.0,3,334.87,1
350,2.09,2.11,2.1,-0.58,13423,46.88,53.12,93.16,-0.02,-0.31,0.15,8281,2.1,0.07,16.05,0.0,3,334.87,1
180,0.0,0.01,0.04,-0.02,30,0.06,99.94,0.11,0.0,0.0,0.0,33,0.005,0.0,134.03,0.0,7,332.88,0
185,0.0,0.01,0.04,0.0,1,0.06,99.94,0.11,0.0,0.0,0.0,502,0.005,0.0,128.78,0.0,7,332.88,0
190,0.0,0.01,0.01,0.0,14,0.06,99.94,0.11,0.0,0.0,0.0,317,0.005,0.0,123.66,0.0,7,332.88,0
195,0.0,0.01,0.02,-0.05,50,0.06,99.94,0.11,0.0,0.0,0.0,103,0.005,0.0,118.67,0.0,7,332.88,0
200,0.0,0.01,0.01,-0.01,100,0.06,99.94,0.11,0.0,0.0,0.0,102,0.005,0.0,113.81,0.0,7,332.88,0
205,0.0,0.01,0.02,0.0,50,0.06,99.94,0.12,0.0,0.0,0.0,301,0.005,0.0,109.05,0.0,7,332.88,0
210,0.0,0.01,0.01,-0.11,7681,0.06,99.94,0.12,0.0,0.0,0.0,7762,0.005,0.0,104.41,0.0,7,332.88,0
215,0.0,0.01,0.01,0.0,32,0.06,99.94,0.12,0.0,0.0,0.0,73,0.005,0.0,99.87,0.0,7,332.88,0
220,0.0,0.01,0.01,-0.01,30,0.06,99.94,0.12,0.0,0.0,0.0,302,0.005,0.0,95.43,0.0,7,332.88,0
225,0.0,0.01,0.01,-0.01,24,0.06,99.94,0.13,0.0,0.0,0.0,294,0.005,0.0,91.08,0.0,7,332.88,0
235,0.0,0.01,0.05,-0.04,3,0.07,99.93,0.13,0.0,0.0,0.0,35,0.005,0.0,82.64,0.0,7,332.88,0
250,0.0,0.01,0.01,-0.1,10,0.07,99.93,0.14,0.0,0.0,0.0,65,0.005,0.0,70.57,0.0,7,332.88,0
255,0.0,0.01,0.02,-0.03,4,0.08,99.92,0.15,0.0,0.0,0.0,464,0.005,0.0,66.7,0.0,7,332.88,0
260,0.0,0.01,0.03,-0.01,1,0.08,99.92,0.15,0.0,0.0,0.0,275,0.005,0.0,62.88,0.0,7,332.88,0
275,0.01,0.02,0.01,-0.02,2,0.23,99.77,0.45,0.0,-0.01,0.0,234,0.015,0.0,56.94,0.0,7,332.88,0
285,0.02,0.03,0.08,-0.03,610,0.38,99.62,0.75,0.0,-0.01,0.0,331,0.025,0.0,51.65,0.0,7,332.88,0
295,0.02,0.03,0.02,-0.03,9,0.43,99.57,0.85,0.0,-0.01,0.01,426,0.025,0.0,43.8,0.0,7,332.88,0
300,0.03,0.04,0.03,-0.03,99,0.6,99.4,1.2,0.0,-0.02,0.01,1418,0.035,0.0,41.4,0.0,7,332.88,0
302,0.03,0.04,0.04,-0.01,18,0.61,99.39,1.22,0.0,-0.02,0.01,441,0.035,0.0,39.74,0.0,7,332.88,0
305,0.04,0.05,0.06,0.01,2,0.8,99.2,1.58,0.0,-0.02,0.01,538,0.045,0.0,38.53,0.0,7,332.88,0
307,0.04,0.05,0.05,-0.02,2,0.82,99.18,1.62,0.0,-0.02,0.01,747,0.045,0.0,36.88,0.0,7,332.88,0
309,0.05,0.06,0.05,-0.03,1,1.0,99.0,1.98,0.0,-0.02,0.01,132,0.055,0.0,36.18,0.0,7,332.88,0
313,0.06,0.07,0.06,-0.04,3,1.22,98.78,2.43,0.0,-0.03,0.01,53,0.065,0.0,33.62,0.0,7,332.88,0
314,0.06,0.07,0.07,-0.05,20,1.25,98.75,2.48,0.0,-0.03,0.02,109,0.065,0.0,32.8,0.0,7,332.88,0
315,0.06,0.07,0.08,-0.02,731,1.27,98.73,2.53,0.0,-0.03,0.02,442,0.065,0.0,31.97,0.0,7,332.88,0
316,0.07,0.08,0.08,-0.06,1,1.45,98.55,2.88,0.0,-0.03,0.02,554,0.075,0.0,31.74,0.0,7,332.88,0
318,0.08,0.09,0.1,-0.03,8,1.66,98.34,3.3,0.0,-0.03,0.02,528,0.085,0.0,30.57,0.0,7,332.88,0
320,0.09,0.1,0.1,0.0,72,1.89,98.11,3.76,0.0,-0.04,0.02,2327,0.095,0.0,29.33,0.0,7,332.88,0
321,0.09,0.1,0.11,-0.04,23,1.95,98.05,3.86,0.0,-0.04,0.02,497,0.095,0.0,28.49,0.0,7,332.88,0
322,0.1,0.11,0.11,-0.04,78,2.15,97.85,4.27,0.0,-0.04,0.02,916,0.105,0.0,28.04,0.0,7,332.88,0
323,0.11,0.12,0.13,-0.03,3,2.36,97.64,4.69,0.0,-0.04,0.03,710,0.115,0.0,27.55,0.0,7,332.88,0
325,0.13,0.14,0.15,-0.06,4,2.8,97.2,5.57,0.0,-0.05,0.03,1023,0.135,0.0,26.45,0.0,7,332.88,0
326,0.14,0.15,0.18,-0.04,110,3.04,96.96,6.03,0.0,-0.05,0.03,274,0.145,0.0,25.86,0.0,7,332.88,0
328,0.17,0.18,0.18,-0.02,7,3.69,96.31,7.32,0.0,-0.06,0.04,684,0.175,0.01,24.83,0.0,7,332.88,0
329,0.19,0.2,0.2,-0.06,4,4.11,95.89,8.16,0.0,-0.06,0.04,426,0.195,0.01,24.37,0.0,7,332.88,0
330,0.21,0.22,0.22,-0.11,165,4.54,95.46,9.02,0.0,-0.07,0.05,13690,0.215,0.01,23.85,0.0,7,332.88,0
331,0.23,0.24,0.26,0.01,2,5.0,95.0,9.92,0.0,-0.07,0.05,391,0.235,0.01,23.28,0.0,7,332.88,0
332,0.25,0.26,0.25,-0.15,9,5.47,94.53,10.86,0.0,-0.07,0.05,900,0.255,0.01,22.66,0.0,7,332.88,0
333,0.29,0.3,0.3,-0.12,11,6.26,93.74,12.43,0.0,-0.08,0.06,579,0.295,0.01,22.34,0.0,7,332.88,0
334,0.32,0.33,0.31,-0.17,95,6.93,93.07,13.76,-0.01,-0.09,0.07,662,0.325,0.01,21.77,0.0,7,332.88,1
335,0.36,0.37,0.39,-0.15,33,7.77,92.23,15.43,-0.01,-0.09,0.07,2647,0.365,0.01,21.29,0.0,7,332.88,1
336,0.4,0.41,0.44,-0.01,93,8.65,91.35,17.19,-0.01,-0.1,0.08,910,0.405,0.01,20.74,0.0,7,332.88,1
337,0.45,0.46,0.42,-0.23,64,9.71,90.29,19.29,-0.01,-0.11,0.09,797,0.455,0.02,20.23,0.0,7,332.88,1
338,0.51,0.52,0.49,-0.22,108,10.95,89.05,21.75,-0.01,-0.11,0.09,1263,0.515,0.02,19.74,0.0,7,332.88,1
339,0.56,0.58,0.59,-0.2,265,12.18,87.82,24.2,-0.01,-0.12,0.1,1253,0.57,0.02,19.12,0.0,7,332.88,1
340,0.65,0.66,0.62,-0.26,605,13.87,86.13,27.55,-0.01,-0.13,0.11,1819,0.655,0.02,18.7,0.0,7,332.88,1
341,0.71,0.72,0.76,-0.25,526,15.34,84.66,30.47,-0.01,-0.13,0.12,1842,0.715,0.02,17.96,0.0,7,332.88,1
342,0.83,0.85,0.8,-0.31,535,17.65,82.35,35.06,-0.01,-0.14,0.13,1133,0.84,0.03,17.63,0.0,7,332.88,1
343,0.97,0.98,0.97,-0.3,761,20.16,79.84,40.03,-0.02,-0.16,0.14,1133,0.975,0.03,17.24,0.0,7,332.88,1
344,1.11,1.12,1.12,-0.32,891,22.83,77.17,45.34,-0.02,-0.16,0.15,5671,1.115,0.03,16.74,0.0,7,332.88,1
345,1.23,1.24,1.3,-0.35,30196,25.51,74.49,50.67,-0.02,-0.17,0.16,2645,1.235,0.04,15.98,0.0,7,332.88,1
346,1.47,1.49,1.42,-0.49,292,29.39,70.61,58.35,-0.02,-0.18,0.18,1286,1.48,0.04,15.8,0.0,7,332.88,1
347,1.63,1.66,1.62,-0.55,299,32.91,67.09,65.35,-0.02,-0.18,0.19,971,1.645,0.05,15.0,0.0,7,332.88,1
348,1.97,1.99,1.98,-0.52,762,37.64,62.36,74.72,-0.03,-0.19,0.2,1488,1.98,0.05,14.91,0.0,7,332.88,1
349,2.2,2.22,2.21,-0.59,558,42.18,57.82,83.74,-0.03,-0.18,0.2,898,2.21,0.05,14.06,0.0,7,332.88,1
350,2.66,2.68,2.6,-0.66,3197,47.63,52.37,94.51,-0.04,-0.19,0.21,1799,2.67,0.05,14.11,0.0,7,332.88,1
195,0.0,0.01,0.01,-0.03,2,0.06,99.94,0.11,0.0,0.0,0.0,61,0.005,0.0,111.89,0.0,8,336.61,0
200,0.0,0.01,0.01,-0.03,1,0.06,99.94,0.11,0.0,0.0,0.0,4,0.005,0.0,107.3,0.0,8,336.61,0
205,0.0,0.01,0.01,0.0,1200,0.06,99.94,0.12,0.0,0.0,0.0,1200,0.005,0.0,102.82,0.0,8,336.61,0
210,0.0,0.01,0.09,0.0,39,0.06,99.94,0.12,0.0,0.0,0.0,25,0.005,0.0,98.44,0.0,8,336.61,0
215,0.0,0.01,0.11,0.0,20,0.06,99.94,0.12,0.0,0.0,0.0,258,0.005,0.0,94.16,0.0,8,336.61,0
240,0.0,0.01,0.02,-0.02,2,0.07,99.93,0.14,0.0,0.0,0.0,60,0.005,0.0,74.05,0.0,8,336.61,0
