Stock quote and option quote for SPY on 9/1/20 11:25:55

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
350.51,Y,+1.20,350.51,Z,350.52,Q,2 x 14,"19,223,846",350.21,351.40,349.24

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
100,1.56%,81.89,1.366,Q,6/19/20,351.30,218.26,"947,430,000",1.008

Theo parameters
Theo date,Theo stock price,Theo volatility
12/30/20, 0.00$, 0.00%

2 SEP 20  (1)  100 (Weeklys)
Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,BID,BX,ASK,AX,,,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,,
SPY200902C215,0, ,0,<empty>,98.60%,1.40%,2.70%,.01,0,-.20,.01,<empty>,0,.21,.00,286.69%,135.51,135.56,I,135.88,W,,,2 SEP 20,215,0,B,.01,W,SPY200902P215,0, ,0,<empty>,0.06%,99.94%,0.12%,.00,0,.00,.00,<empty>,6,.005,.00,199.74%,0,,
SPY200902C220,0, ,0,<empty>,98.69%,1.31%,2.54%,.01,0,-.18,.01,<empty>,0,.19,.00,271.01%,130.51,130.54,I,130.86,Z,,,2 SEP 20,220,0,B,.01,W,SPY200902P220,.02,C,-.01,100,0.06%,99.94%,0.12%,.00,0,.00,.00,100,265,.005,.00,190.85%,0,,
SPY200902C225,119.62,X,<empty>,2,98.47%,1.53%,2.96%,.01,0,-.22,.01,2,1,.225,.00,264.99%,125.51,125.58,W,125.89,I,,,2 SEP 20,225,0,B,.01,W,SPY200902P225,.02,I,0,2,0.06%,99.94%,0.13%,.00,0,.00,.00,2,561,.005,.00,182.15%,0,,
SPY200902C230,0, ,0,<empty>,99.19%,0.81%,1.59%,.01,0,-.10,.00,<empty>,0,.10,.00,228.92%,120.51,120.46,Q,120.76,Q,,,2 SEP 20,230,0,B,.01,W,SPY200902P230,.01,X,-.01,400,0.07%,99.93%,0.13%,.00,0,.00,.00,400,321,.005,.00,173.63%,0,,
SPY200902C235,0, ,0,<empty>,98.67%,1.33%,2.59%,.01,0,-.18,.01,<empty>,0,.18,.00,234.59%,115.51,115.54,Q,115.84,Q,,,2 SEP 20,235,0,B,.01,W,SPY200902P235,.01,Q,-.01,1,0.07%,99.93%,0.13%,.00,0,.00,.00,1,103,.005,.00,165.28%,0,,
SPY200902C240,0, ,0,<empty>,99.05%,0.95%,1.86%,.01,0,-.11,.00,<empty>,0,.115,.00,211.28%,110.51,110.48,Q,110.77,Q,,,2 SEP 20,240,0,M,.01,W,SPY200902P240,.04,E,-.01,20,0.07%,99.93%,0.14%,.00,0,.00,.00,20,"40,418",.005,.00,157.08%,0,,
SPY200902C245,0, ,0,<empty>,98.54%,1.46%,2.83%,.01,0,-.18,.01,<empty>,0,.19,.00,214.05%,105.51,105.55,Q,105.85,Q,,,2 SEP 20,245,0,M,.01,W,SPY200902P245,.01,Q,-.05,1,0.07%,99.93%,0.14%,.00,0,.00,.00,1,11,.005,.00,149.04%,0,,
SPY200902C250,0, ,0,<empty>,98.38%,1.62%,3.15%,.01,0,-.20,.01,<empty>,0,.21,.00,206.06%,100.51,100.58,I,100.86,I,,,2 SEP 20,250,0,B,.01,W,SPY200902P250,.01,E,0,0,0.07%,99.93%,0.14%,.00,0,.00,.00,0,"40,503",.005,.00,141.15%,0,,
SPY200902C255,0, ,0,<empty>,99.35%,0.65%,1.28%,.01,0,-.06,.00,<empty>,0,.065,.00,168.93%,95.51,95.42,Z,95.73,Q,,,2 SEP 20,255,0,M,.01,W,SPY200902P255,.01,P,-.04,1,0.08%,99.92%,0.15%,.00,0,.00,.00,1,23,.005,.00,133.39%,0,,
SPY200902C260,0, ,0,<empty>,98.93%,1.07%,2.09%,.01,0,-.11,.01,<empty>,0,.115,.00,170.66%,90.51,90.48,Q,90.77,Q,,,2 SEP 20,260,0,M,.01,W,SPY200902P260,.01,X,0,92,0.08%,99.92%,0.15%,.00,0,.00,.00,92,129,.005,.00,125.76%,0,,
SPY200902C265,0, ,0,<empty>,99.01%,0.99%,1.94%,.01,0,-.10,.01,<empty>,0,.10,.00,158.13%,85.51,85.46,Q,85.76,Q,,,2 SEP 20,265,0,J,.01,W,SPY200902P265,.01,I,0,0,0.08%,99.92%,0.16%,.00,0,.00,.00,0,398,.005,.00,118.25%,0,,
SPY200902C270,78.78,C,+16.64,20,99.06%,0.94%,1.86%,.01,0,-.09,.01,20,40,.09,.00,146.82%,80.51,80.40,W,80.80,W,,,2 SEP 20,270,0,M,.01,W,SPY200902P270,.02,X,0,"1,171",0.08%,99.92%,0.17%,.00,0,.00,.00,"1,171","1,567",.005,.00,110.86%,0,,
SPY200902C275,0, ,0,<empty>,98.93%,1.07%,2.10%,.01,0,-.10,.01,<empty>,0,.10,.00,139.31%,75.51,75.46,Q,75.76,Q,,,2 SEP 20,275,0,M,.01,W,SPY200902P275,.02,X,0,15,0.09%,99.91%,0.17%,.00,0,.00,.00,15,233,.005,.00,103.58%,0,,
SPY200902C280,44.03,M,<empty>,2,98.97%,1.03%,2.02%,.02,0,-.09,.01,2,2,.09,.00,128.36%,70.51,70.40,W,70.80,W,,,2 SEP 20,280,0,J,.01,W,SPY200902P280,.01,M,0,0,0.09%,99.91%,0.18%,.00,0,.00,.00,0,"1,758",.005,.00,96.41%,0,,
SPY200902C285,0, ,0,<empty>,97.92%,2.08%,4.09%,.02,0,-.20,.01,<empty>,0,.21,.00,133.99%,65.51,65.63,Q,65.81,Q,,,2 SEP 20,285,0,X,.01,W,SPY200902P285,.01,N,0,0,0.10%,99.90%,0.19%,.00,0,.00,.00,0,"9,581",.005,.00,89.33%,0,,
SPY200902C290,60.20,I,+2.37,2,97.97%,2.03%,3.99%,.02,0,-.18,.01,2,36,.19,.00,122.33%,60.51,60.59,I,60.81,I,,,2 SEP 20,290,0,A,.01,W,SPY200902P290,.01,W,0,0,0.10%,99.90%,0.21%,.00,0,.00,.00,0,"3,622",.005,.00,82.35%,0,,
SPY200902C295,37.52,I,+7.38,1,97.81%,2.19%,4.31%,.02,0,-.19,.01,1,2,.195,.00,113.18%,55.51,55.62,Z,55.79,Z,,,2 SEP 20,295,0,A,.01,W,SPY200902P295,.01,C,0,0,0.11%,99.89%,0.22%,.00,0,.00,.00,0,"1,277",.005,.00,75.45%,0,,
SPY200902C297,0, ,0,<empty>,97.76%,2.24%,4.41%,.02,0,-.18,.01,<empty>,0,.195,.00,109.34%,53.51,53.57,Z,53.84,Z,,,2 SEP 20,297,0,M,.01,W,SPY200902P297,.01,C,0,0,0.11%,99.89%,0.23%,.00,0,.00,.00,0,"1,331",.005,.00,72.71%,0,,
SPY200902C298,0, ,0,<empty>,100.00%,0.00%,0.00%,.02,<empty>,.00,.00,<empty>,0,-.015,.00,--,52.51,52.43,Z,52.56,I,,,2 SEP 20,298,0,J,.01,W,SPY200902P298,.04,P,0,2,0.12%,99.88%,0.23%,.00,0,.00,.00,2,85,.005,.00,71.34%,0,,
SPY200902C299,51.49,I,0,0,100.00%,0.00%,0.00%,.02,<empty>,.00,.00,0,11,-.01,.00,--,51.51,51.44,Z,51.56,I,,,2 SEP 20,299,0,J,.01,W,SPY200902P299,.03,H,-.03,12,0.12%,99.88%,0.23%,.00,0,.00,.00,12,468,.005,.00,69.98%,0,,
SPY200902C300,48.36,C,+5.96,1,97.68%,2.32%,4.58%,.02,0,-.18,.01,1,453,.195,.00,103.62%,50.51,50.62,I,50.79,I,,,2 SEP 20,300,0,M,.01,W,SPY200902P300,.01,X,0,0,0.12%,99.88%,0.24%,.00,0,.00,.00,0,736,.005,.00,68.62%,0,,
SPY200902C301,37.28,C,+7.87,1,97.69%,2.31%,4.55%,.02,0,-.18,.01,1,2,.19,.00,101.31%,49.51,49.58,Q,49.82,Q,,,2 SEP 20,301,0,J,.01,W,SPY200902P301,.02,P,0,0,0.12%,99.88%,0.24%,.00,0,.00,.00,0,621,.005,.00,67.27%,0,,
SPY200902C302,31.37,E,<empty>,2,98.98%,1.02%,2.01%,.02,0,-.06,.01,2,33,.065,.00,85.61%,48.51,48.46,Z,48.69,Z,,,2 SEP 20,302,0,J,.01,W,SPY200902P302,.02,P,0,0,0.12%,99.88%,0.24%,.00,0,.00,.00,0,"5,163",.005,.00,65.91%,0,,
SPY200902C303,47.46,I,+.74,19,97.63%,2.37%,4.68%,.02,0,-.18,.01,19,41,.19,.00,97.52%,47.51,47.61,Q,47.79,Q,,,2 SEP 20,303,0,J,.01,W,SPY200902P303,.02,P,0,0,0.12%,99.88%,0.25%,.00,0,.00,.00,0,851,.005,.00,64.56%,0,,
SPY200902C304,46.41,E,+8.52,3,100.00%,0.00%,0.00%,.02,<empty>,.00,.00,3,20,-.03,.00,--,46.51,46.40,Z,46.56,I,,,2 SEP 20,304,0,J,.01,W,SPY200902P304,.07,W,+.02,131,0.13%,99.87%,0.25%,.00,0,.00,.00,131,376,.005,.00,63.22%,0,,
SPY200902C305,45.55,W,0,0,97.66%,2.34%,4.63%,.02,0,-.17,.01,0,24,.18,.00,92.96%,45.51,45.57,Q,45.81,Q,,,2 SEP 20,305,0,M,.01,W,SPY200902P305,.01,X,0,0,0.13%,99.87%,0.26%,.00,0,.00,.00,0,690,.005,.00,61.87%,0,,
SPY200902C306,25.33,C,+4.98,2,97.10%,2.90%,5.73%,.02,0,-.22,.01,2,4,.235,.00,95.06%,44.51,44.66,Q,44.83,Q,,,2 SEP 20,306,0,J,.01,W,SPY200902P306,.02,P,0,0,0.13%,99.87%,0.26%,.00,0,.00,.00,0,233,.005,.00,60.53%,0,,
SPY200902C307,43.28,J,0,0,97.63%,2.37%,4.67%,.02,0,-.17,.01,0,20,.175,.00,88.83%,43.51,43.59,Q,43.78,Q,,,2 SEP 20,307,0,J,.01,W,SPY200902P307,.02,Q,0,0,0.13%,99.87%,0.26%,.00,0,.00,.00,0,363,.005,.00,59.19%,0,,
SPY200902C308,0, ,0,<empty>,97.60%,2.40%,4.75%,.02,0,-.17,.01,<empty>,33,.175,.00,86.97%,42.51,42.59,Q,42.78,Q,,,2 SEP 20,308,0,J,.01,W,SPY200902P308,.02,Q,0,0,0.14%,99.86%,0.27%,.00,0,.00,.00,0,204,.005,.00,57.85%,0,,
SPY200902C309,41.24,M,0,0,99.86%,0.14%,0.28%,.02,0,-.01,.00,0,11,.005,.00,56.59%,41.51,41.45,Q,41.58,Q,,,2 SEP 20,309,0,J,.01,W,SPY200902P309,.01,W,-.01,1,0.14%,99.86%,0.27%,.00,0,.00,.00,1,255,.005,.00,56.51%,0,,
SPY200902C310,40.81,E,0,0,97.42%,2.58%,5.11%,.02,0,-.17,.01,0,15,.185,.00,83.95%,40.51,40.61,I,40.78,I,,,2 SEP 20,310,0,J,.01,W,SPY200902P310,.01,W,-.02,39,0.14%,99.86%,0.28%,.00,0,.00,.00,39,"2,503",.005,.00,55.18%,0,,
SPY200902C311,39.73,I,0,0,97.48%,2.52%,4.98%,.02,0,-.16,.01,0,1,.175,.00,81.35%,39.51,39.59,Q,39.78,Q,,,2 SEP 20,311,0,J,.01,W,SPY200902P311,.02,P,0,0,0.14%,99.86%,0.29%,.00,0,.00,.00,0,819,.005,.00,53.85%,0,,
SPY200902C312,19.66,A,<empty>,6,98.14%,1.86%,3.68%,.02,0,-.11,.01,6,11,.115,.00,74.51%,38.51,38.53,Q,38.72,Q,,,2 SEP 20,312,0,J,.01,W,SPY200902P312,.01,I,-.01,1,0.15%,99.85%,0.29%,.00,0,.00,.00,1,331,.005,.00,52.51%,0,,
SPY200902C313,37.73,C,0,0,98.23%,1.77%,3.51%,.02,0,-.10,.01,0,1,.105,.00,71.82%,37.51,37.50,Q,37.73,Q,,,2 SEP 20,313,0,J,.01,W,SPY200902P313,.01,C,0,4,0.15%,99.85%,0.30%,.00,0,.00,.00,4,758,.005,.00,51.19%,0,,
SPY200902C314,36.43,B,0,0,98.19%,1.81%,3.58%,.02,0,-.10,.01,0,11,.105,.00,70.07%,36.51,36.50,Q,36.73,Q,,,2 SEP 20,314,0,J,.01,W,SPY200902P314,.02,X,0,0,0.15%,99.85%,0.30%,.00,0,.00,.00,0,"2,780",.005,.00,49.86%,0,,
SPY200902C315,35.54,I,-.47,19,98.16%,1.84%,3.65%,.02,0,-.10,.01,19,67,.105,.00,68.32%,35.51,35.52,Q,35.71,Q,,,2 SEP 20,315,0,Q,.01,W,SPY200902P315,.02,A,0,3,0.16%,99.84%,0.31%,.00,0,.00,.00,3,636,.005,.00,48.54%,0,,
SPY200902C316,34.90,A,0,0,97.01%,2.99%,5.92%,.02,0,-.18,.02,0,143,.195,.00,73.36%,34.51,34.59,Q,34.82,Q,,,2 SEP 20,316,0,T,.01,W,SPY200902P316,.01,D,-.01,41,0.16%,99.84%,0.32%,.00,0,.00,.00,41,"5,308",.005,.00,47.22%,0,,
SPY200902C317,33.97,A,0,0,99.60%,0.40%,0.79%,.02,0,-.01,.00,0,62,.015,.00,50.84%,33.51,33.48,I,33.57,Q,,,2 SEP 20,317,0,Z,.01,W,SPY200902P317,.01,C,-.02,19,0.16%,99.84%,0.32%,.00,0,.00,.00,19,876,.005,.00,45.90%,0,,
SPY200902C318,30.43,D,+6.42,1,96.89%,3.11%,6.16%,.02,0,-.18,.02,1,23,.195,.00,69.59%,32.51,32.59,Q,32.82,Q,,,2 SEP 20,318,0,P,.01,W,SPY200902P318,.01,D,-.01,47,0.17%,99.83%,0.33%,.00,0,.00,.00,47,"1,074",.005,.00,44.58%,0,,
SPY200902C319,32.22,A,+.21,18,99.70%,0.30%,0.60%,.02,0,-.01,.00,18,178,.01,.00,46.10%,31.51,31.43,Z,31.61,Z,,,2 SEP 20,319,.01,P,.02,W,SPY200902P319,.01,P,-.01,143,0.42%,99.58%,0.83%,.00,0,-.01,.00,143,919,.015,.00,47.95%,0,,
SPY200902C320,30.59,C,0,0,96.75%,3.25%,6.44%,.02,0,-.18,.02,0,42,.195,.00,65.82%,30.51,30.63,I,30.78,I,,,2 SEP 20,320,.01,Z,.02,W,SPY200902P320,.01,A,-.03,38,0.44%,99.56%,0.87%,.00,0,-.01,.00,38,"3,014",.015,.00,46.66%,0,,
SPY200902C321,29.06,C,0,0,96.32%,3.68%,7.30%,.02,0,-.21,.02,0,185,.225,.00,65.56%,29.51,29.64,P,29.83,P,,,2 SEP 20,321,.01,W,.02,W,SPY200902P321,.03,W,0,0,0.45%,99.55%,0.90%,.00,0,-.01,.00,0,901,.015,.00,45.22%,0,,
SPY200902C322,28.28,I,0,0,96.11%,3.89%,7.71%,.02,0,-.21,.02,0,14,.235,.00,64.14%,28.51,28.63,Z,28.86,Z,,,2 SEP 20,322,.01,W,.02,W,SPY200902P322,.02,C,-.01,1,0.46%,99.54%,0.92%,.00,0,-.01,.00,1,529,.015,.00,43.78%,0,,
SPY200902C323,27.76,C,0,0,96.52%,3.48%,6.90%,.02,0,-.18,.02,0,49,.195,.00,60.15%,27.51,27.59,Q,27.82,Q,,,2 SEP 20,323,.01,W,.02,W,SPY200902P323,.02,I,-.02,10,0.48%,99.52%,0.95%,.00,0,-.01,.00,10,847,.015,.00,42.35%,0,,
SPY200902C324,26.48,X,0,0,96.23%,3.77%,7.47%,.02,0,-.19,.02,0,44,.21,.00,59.03%,26.51,26.62,P,26.82,P,,,2 SEP 20,324,.01,W,.02,W,SPY200902P324,.01,N,-.02,9,0.49%,99.51%,0.98%,.00,0,-.01,.00,9,"1,783",.015,.00,40.91%,0,,
SPY200902C325,25.94,E,+1.23,20,96.27%,3.73%,7.40%,.02,0,-.18,.02,20,186,.20,.01,56.61%,25.51,25.61,P,25.81,P,,,2 SEP 20,325,.01,W,.02,W,SPY200902P325,.02,M,-.02,5,0.51%,99.49%,1.01%,.00,0,-.01,.00,5,"1,421",.015,.00,39.48%,0,,
SPY200902C326,24.71,B,+.24,30,96.24%,3.76%,7.46%,.02,0,-.18,.02,30,516,.195,.01,54.45%,24.51,24.59,Q,24.82,Q,,,2 SEP 20,326,.01,W,.02,W,SPY200902P326,.01,C,-.04,3,0.52%,99.48%,1.04%,.00,0,-.01,.00,3,848,.015,.00,38.06%,0,,
SPY200902C327,23.27,C,0,0,96.42%,3.58%,7.11%,.02,0,-.16,.02,0,688,.175,.01,51.53%,23.51,23.60,Q,23.77,I,,,2 SEP 20,327,.01,W,.02,W,SPY200902P327,.01,C,-.04,3,0.54%,99.46%,1.08%,.00,0,-.02,.00,3,543,.015,.00,36.65%,0,,
SPY200902C328,22.02,J,0,0,99.17%,0.83%,1.66%,.02,0,-.02,.01,0,75,.025,.00,37.25%,22.51,22.49,I,22.58,I,,,2 SEP 20,328,.01,W,.02,W,SPY200902P328,.01,C,-.05,8,0.56%,99.44%,1.12%,.00,0,-.02,.00,8,962,.015,.00,35.22%,0,,
SPY200902C329,22.12,C,0,0,99.00%,1.00%,1.99%,.02,0,-.03,.01,0,67,.03,.00,36.56%,21.51,21.49,I,21.59,Q,,,2 SEP 20,329,.01,X,.02,D,SPY200902P329,.02,C,-.02,45,0.59%,99.41%,1.17%,.00,0,-.02,.00,45,980,.015,.00,33.79%,0,,
SPY200902C330,21.14,M,+.13,1,98.97%,1.03%,2.06%,.02,0,-.03,.01,1,245,.03,.00,35.02%,20.51,20.49,I,20.59,Q,,,2 SEP 20,330,.02,W,.03,W,SPY200902P330,.02,C,-.05,441,0.90%,99.10%,1.79%,.00,0,-.02,.01,441,"3,806",.025,.00,34.26%,0,,
SPY200902C331,20.19,I,+.48,9,97.10%,2.90%,5.77%,.02,0,-.10,.02,9,464,.11,.01,40.51%,19.51,19.50,I,19.74,Z,,,2 SEP 20,331,.02,W,.03,W,SPY200902P331,.02,C,-.02,24,0.93%,99.07%,1.86%,.00,0,-.02,.01,24,"2,171",.025,.00,32.74%,0,,
SPY200902C332,19.18,I,-.05,8,98.74%,1.26%,2.51%,.02,0,-.03,.01,8,645,.035,.00,32.58%,18.51,18.49,Q,18.60,Z,,,2 SEP 20,332,.02,W,.03,W,SPY200902P332,.02,C,-.06,65,0.97%,99.03%,1.94%,.00,0,-.02,.01,65,"1,621",.025,.00,31.22%,0,,
SPY200902C333,17.41,C,+.67,23,95.81%,4.19%,8.33%,.02,0,-.15,.02,23,406,.165,.01,39.71%,17.51,17.60,Q,17.75,Q,,,2 SEP 20,333,.02,X,.03,W,SPY200902P333,.02,C,-.07,25,1.02%,98.98%,2.02%,.00,0,-.02,.01,25,"1,065",.025,.00,29.70%,0,,
SPY200902C334,17.18,E,0,0,97.06%,2.94%,5.85%,.02,0,-.09,.02,0,510,.095,.01,34.27%,16.51,16.52,Z,16.69,Z,,,2 SEP 20,334,.03,Z,.04,W,SPY200902P334,.03,P,-.07,966,1.38%,98.62%,2.75%,.00,0,-.03,.01,966,"2,644",.035,.00,29.45%,0,,
SPY200902C335,16.02,P,+.31,96,97.84%,2.16%,4.31%,.02,0,-.06,.01,96,783,.06,.01,30.10%,15.51,15.50,I,15.64,Z,,,2 SEP 20,335,.03,W,.04,W,SPY200902P335,.03,I,-.08,208,1.44%,98.56%,2.88%,.00,0,-.03,.01,208,"2,979",.035,.00,27.86%,0,,
SPY200902C336,14.86,Q,+.10,50,96.80%,3.20%,6.37%,.02,0,-.09,.02,50,763,.095,.01,30.66%,14.51,14.55,Q,14.66,Q,,,2 SEP 20,336,.03,X,.04,W,SPY200902P336,.04,C,-.08,295,1.52%,98.48%,3.03%,.00,0,-.03,.01,295,"3,060",.035,.01,26.27%,0,,
SPY200902C337,13.50,N,+.79,33,93.75%,6.25%,12.43%,.02,0,-.20,.03,33,"1,162",.23,.01,34.34%,13.51,13.68,I,13.80,I,,,2 SEP 20,337,.04,X,.05,X,SPY200902P337,.04,N,-.10,237,1.94%,98.06%,3.87%,.00,0,-.04,.01,237,"4,040",.045,.01,25.59%,0,,
SPY200902C338,12.79,J,+.74,18,92.70%,7.30%,14.52%,.02,0,-.23,.03,18,"1,079",.27,.02,33.49%,12.51,12.71,Q,12.85,Q,,,2 SEP 20,338,.04,X,.05,W,SPY200902P338,.05,Q,-.12,432,2.05%,97.95%,4.09%,.00,0,-.04,.01,432,"3,535",.045,.01,23.94%,0,,
SPY200902C339,11.70,I,-.48,23,93.69%,6.31%,12.56%,.02,0,-.17,.03,23,863,.20,.02,29.30%,11.51,11.60,Q,11.82,I,,,2 SEP 20,339,.05,X,.06,W,SPY200902P339,.06,I,-.13,"1,294",2.54%,97.46%,5.05%,.00,0,-.05,.01,"1,294","4,530",.055,.01,22.99%,0,,
SPY200902C340,10.72,Z,+.81,404,96.78%,3.22%,6.42%,.02,0,-.06,.02,404,"1,901",.07,.01,22.15%,10.51,10.53,Q,10.63,Q,,,2 SEP 20,340,.06,X,.07,W,SPY200902P340,.07,N,-.14,"3,894",3.06%,96.94%,6.10%,.00,0,-.06,.02,"3,894","7,621",.065,.01,21.88%,0,,
SPY200902C341,10.33,C,+.82,24,96.54%,3.46%,6.89%,.02,0,-.06,.02,24,"3,219",.07,.01,20.37%,9.51,9.53,Z,9.63,I,,,2 SEP 20,341,.08,X,.09,W,SPY200902P341,.09,W,-.17,"2,281",3.99%,96.01%,7.96%,.00,0,-.08,.02,"2,281","6,191",.085,.02,21.13%,0,,
SPY200902C342,8.60,Z,+.49,251,94.86%,5.14%,10.25%,.02,0,-.10,.03,251,"1,547",.11,.02,20.27%,8.51,8.58,I,8.66,I,,,2 SEP 20,342,.10,W,.11,W,SPY200902P342,.12,A,-.21,"2,051",4.99%,95.01%,9.95%,.00,0,-.09,.03,"2,051","6,328",.105,.02,20.09%,0,,
SPY200902C343,8.22,M,+1.13,395,93.44%,6.56%,13.08%,.02,0,-.12,.03,395,"2,091",.14,.02,19.30%,7.51,7.61,I,7.69,I,,,2 SEP 20,343,.13,W,.14,X,SPY200902P343,.15,C,-.23,"2,650",6.41%,93.59%,12.78%,.00,0,-.12,.03,"2,650","9,438",.135,.02,19.15%,0,,
SPY200902C344,6.62,C,+.30,60,91.11%,8.89%,17.73%,.02,0,-.16,.04,60,"1,450",.195,.03,18.71%,6.51,6.66,I,6.75,Q,,,2 SEP 20,344,.17,X,.18,W,SPY200902P344,.19,E,-.27,"12,767",8.31%,91.69%,16.58%,.00,0,-.14,.04,"12,767","10,293",.175,.03,18.21%,0,,
SPY200902C345,5.76,Q,+.34,521,88.17%,11.83%,23.59%,.02,0,-.20,.05,521,"2,402",.265,.04,17.99%,5.51,5.74,I,5.81,Q,,,2 SEP 20,345,.25,W,.26,Z,SPY200902P345,.26,I,-.32,"6,627",11.57%,88.43%,23.07%,.00,0,-.20,.05,"6,627","16,908",.255,.04,17.80%,0,,
SPY200902C346,4.85,C,+.53,265,82.82%,17.18%,34.24%,.02,0,-.29,.07,265,"2,223",.43,.05,18.35%,4.51,4.90,C,4.98,C,,,2 SEP 20,346,.34,W,.35,P,SPY200902P346,.35,I,-.37,"6,373",15.32%,84.68%,30.53%,.00,0,-.24,.06,"6,373","13,954",.345,.05,17.00%,0,,
