Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,BID,BX,ASK,AX,,,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,,
SPY200803C205,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,<empty>,-1.54,.00,--,121.47,119.73,W,120.13,W,,,3 AUG 20,205,0,J,.01,W,SPY200803P205,.01,W,-.01,5,0.07%,99.93%,0.13%,.00,0,.00,.00,5,124,.005,.00,156.46%,0,,
SPY200803C210,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,<empty>,-1.54,.00,--,116.47,114.73,W,115.13,W,,,3 AUG 20,210,0,J,.01,W,SPY200803P210,.01,P,0,1,0.07%,99.93%,0.13%,.00,0,.00,.00,1,486,.005,.00,148.81%,0,,
SPY200803C215,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,<empty>,-1.54,.00,--,111.47,109.73,W,110.13,W,,,3 AUG 20,215,0,J,.01,W,SPY200803P215,.02,H,0,5,0.07%,99.93%,0.14%,.00,0,.00,.00,5,179,.005,.00,141.32%,0,,
SPY200803C220,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,<empty>,-1.53,.00,--,106.47,104.74,W,105.14,X,,,3 AUG 20,220,0,J,.01,W,SPY200803P220,.02,A,0,130,0.07%,99.93%,0.14%,.00,0,.00,.00,130,447,.005,.00,133.99%,0,,
SPY200803C225,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,<empty>,-1.54,.00,--,101.47,99.73,W,100.13,W,,,3 AUG 20,225,0,J,.01,W,SPY200803P225,.01,W,-.01,899,0.07%,99.93%,0.15%,.00,0,.00,.00,899,172,.005,.00,126.81%,0,,
SPY200803C230,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,<empty>,-1.545,.00,--,96.47,94.75,I,95.10,I,,,3 AUG 20,230,0,J,.01,W,SPY200803P230,.01,W,-.01,46,0.08%,99.92%,0.15%,.00,0,.00,.00,46,432,.005,.00,119.77%,0,,
SPY200803C235,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,<empty>,-1.535,.00,--,91.47,89.74,I,90.13,I,,,3 AUG 20,235,0,J,.01,W,SPY200803P235,.02,A,-.01,2,0.08%,99.92%,0.16%,.00,0,.00,.00,2,88,.005,.00,112.87%,0,,
SPY200803C240,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,<empty>,-1.545,.00,--,86.47,84.75,I,85.10,I,,,3 AUG 20,240,0,J,.01,W,SPY200803P240,.02,C,-.01,1,0.08%,99.92%,0.16%,.00,0,.00,.00,1,164,.005,.00,106.09%,0,,
SPY200803C245,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,<empty>,-1.545,.00,--,81.47,79.75,Q,80.10,Q,,,3 AUG 20,245,0,J,.01,W,SPY200803P245,.01,W,-.02,40,0.08%,99.92%,0.17%,.00,0,.00,.00,40,"1,335",.005,.00,99.43%,0,,
SPY200803C250,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,<empty>,-1.54,.00,--,76.47,74.75,Q,75.11,Q,,,3 AUG 20,250,0,J,.01,W,SPY200803P250,.01,X,0,10,0.09%,99.91%,0.18%,.00,0,.00,.00,10,255,.005,.00,92.89%,0,,
SPY200803C255,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,<empty>,-1.535,.00,--,71.47,69.76,Q,70.11,Q,,,3 AUG 20,255,.01,W,.02,W,SPY200803P255,.01,P,-.01,84,0.24%,99.76%,0.47%,.00,0,-.01,.00,84,647,.015,.00,95.13%,0,,
SPY200803C260,60.92,I,<empty>,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,0,-1.52,.00,--,66.47,64.76,Q,65.14,Q,,,3 AUG 20,260,.01,W,.02,W,SPY200803P260,.01,A,0,"1,938",0.25%,99.75%,0.50%,.00,0,-.01,.00,"1,938","1,047",.015,.00,88.24%,0,,
SPY200803C265,52.77,N,<empty>,5,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,5,0,-1.52,.00,--,61.47,59.76,Q,60.14,Q,,,3 AUG 20,265,.01,W,.02,W,SPY200803P265,.01,Z,-.01,"2,010",0.26%,99.74%,0.52%,.00,0,-.01,.00,"2,010",632,.015,.00,81.34%,0,,
SPY200803C270,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,<empty>,-1.535,.00,--,56.47,54.76,Q,55.11,Q,,,3 AUG 20,270,.01,W,.02,W,SPY200803P270,.02,Q,0,29,0.28%,99.72%,0.56%,.00,0,-.01,.00,29,"1,195",.015,.00,74.69%,0,,
SPY200803C275,42.22,P,+9.25,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,1,-1.525,.00,--,51.47,49.77,Q,50.12,Q,,,3 AUG 20,275,.02,P,.03,W,SPY200803P275,.03,I,+.01,33,0.46%,99.54%,0.90%,.00,0,-.02,.00,33,"2,346",.025,.00,71.65%,0,,
SPY200803C280,42.21,C,-.58,11,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,11,7,-1.52,.00,--,46.47,44.75,Q,45.15,Q,,,3 AUG 20,280,.02,W,.03,W,SPY200803P280,.02,E,0,264,0.49%,99.51%,0.96%,.00,0,-.02,.00,264,"2,439",.025,.00,64.70%,0,,
SPY200803C283,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,<empty>,-1.525,.00,--,43.47,41.77,Q,42.12,Q,,,3 AUG 20,283,.02,W,.03,W,SPY200803P283,.06,W,-.07,26,0.52%,99.48%,1.03%,.00,0,-.02,.00,26,22,.025,.00,60.82%,0,,
SPY200803C284,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,<empty>,-1.525,.00,--,42.47,40.77,Q,41.12,Q,,,3 AUG 20,284,.03,P,.04,W,SPY200803P284,.03,W,-.01,3,0.69%,99.31%,1.37%,.00,0,-.03,.00,3,122,.035,.00,61.67%,0,,
SPY200803C285,37.14,C,-.36,11,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,11,13,-1.525,.00,--,41.47,39.77,Q,40.12,Q,,,3 AUG 20,285,.03,P,.04,W,SPY200803P285,.03,W,0,52,0.70%,99.30%,1.38%,.00,0,-.03,.01,52,"1,506",.035,.00,60.20%,0,,
SPY200803C286,36.75,A,-3.53,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,5,-1.52,.00,--,40.47,38.77,Q,39.13,Q,,,3 AUG 20,286,.03,P,.04,W,SPY200803P286,.05,N,+.02,5,0.71%,99.29%,1.40%,.00,0,-.03,.01,5,291,.035,.00,58.78%,0,,
SPY200803C287,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,<empty>,-1.515,.00,--,39.47,37.78,Q,38.13,Q,,,3 AUG 20,287,.03,W,.04,W,SPY200803P287,.05,D,-.10,15,0.73%,99.27%,1.44%,.00,0,-.03,.01,15,555,.035,.00,57.47%,0,,
SPY200803C288,38.18,I,+4.00,25,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,25,1,-1.515,.00,--,38.47,36.78,Q,37.13,Q,,,3 AUG 20,288,.03,W,.04,W,SPY200803P288,.03,N,0,309,0.74%,99.26%,1.46%,.00,0,-.03,.01,309,160,.035,.00,56.09%,0,,
SPY200803C289,32.77,E,<empty>,3,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,3,0,-1.515,.00,--,37.47,35.78,Q,36.13,Q,,,3 AUG 20,289,.03,W,.04,W,SPY200803P289,.07,P,+.04,22,0.75%,99.25%,1.49%,.00,0,-.03,.01,22,366,.035,.00,54.71%,0,,
SPY200803C290,36.92,C,+4.10,10,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,10,22,-1.51,.00,--,36.47,34.76,Q,35.16,Q,,,3 AUG 20,290,.03,W,.04,W,SPY200803P290,.03,I,-.01,221,0.77%,99.23%,1.53%,.00,0,-.03,.01,221,"1,817",.035,.00,53.34%,0,,
SPY200803C291,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,<empty>,-1.515,.00,--,35.47,33.78,Q,34.13,Q,,,3 AUG 20,291,.03,W,.04,W,SPY200803P291,.04,Q,-.02,12,0.79%,99.21%,1.57%,.00,0,-.03,.01,12,149,.035,.00,52.02%,0,,
SPY200803C292,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,<empty>,-1.505,.00,--,34.47,32.77,Q,33.16,Q,,,3 AUG 20,292,.03,W,.04,W,SPY200803P292,.04,W,0,40,0.80%,99.20%,1.58%,.00,0,-.03,.01,40,"3,026",.035,.00,50.51%,0,,
SPY200803C293,31.58,C,+5.48,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,1,-1.515,.00,--,33.47,31.78,Q,32.13,Q,,,3 AUG 20,293,.04,W,.05,W,SPY200803P293,.05,I,0,9,1.00%,99.00%,1.97%,.00,0,-.04,.01,9,183,.045,.00,50.68%,0,,
SPY200803C294,29.25,C,+.04,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,1,-1.515,.00,--,32.47,30.78,Q,31.13,Q,,,3 AUG 20,294,.04,W,.05,W,SPY200803P294,.04,D,0,25,1.02%,98.98%,2.01%,.00,0,-.04,.01,25,506,.045,.00,49.26%,0,,
SPY200803C295,27.10,Q,+.23,2,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,2,33,-1.505,.00,--,31.47,29.79,Q,30.14,Q,,,3 AUG 20,295,.04,W,.05,W,SPY200803P295,.05,D,+.01,206,1.04%,98.96%,2.06%,.00,0,-.04,.01,206,"1,032",.045,.00,47.83%,0,,
SPY200803C296,25.74,M,-1.27,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,105,-1.505,.00,--,30.47,28.79,Q,29.14,Q,,,3 AUG 20,296,.04,W,.05,W,SPY200803P296,.05,W,0,106,1.07%,98.93%,2.12%,.00,0,-.04,.01,106,421,.045,.00,46.48%,0,,
SPY200803C297,26.66,C,+1.62,16,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,16,19,-1.505,.00,--,29.47,27.79,Q,28.14,Q,,,3 AUG 20,297,.04,W,.05,W,SPY200803P297,.05,M,-.01,171,1.10%,98.90%,2.18%,.00,0,-.04,.01,171,378,.045,.00,45.07%,0,,
SPY200803C298,26.08,C,+.21,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,19,-1.505,.00,--,28.47,26.79,Q,27.14,Q,,,3 AUG 20,298,.05,W,.06,W,SPY200803P298,.06,D,0,187,1.32%,98.68%,2.61%,.00,0,-.05,.01,187,562,.055,.00,44.83%,0,,
SPY200803C299,25.71,C,+1.28,3,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,3,24,-1.50,.00,--,27.47,25.79,Q,26.15,Q,,,3 AUG 20,299,.05,W,.06,W,SPY200803P299,.06,C,+.01,76,1.35%,98.65%,2.68%,.00,0,-.05,.01,76,"1,525",.055,.00,43.39%,0,,
SPY200803C300,24.75,Z,-.13,2,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,2,299,-1.495,.00,--,26.47,24.80,Q,25.15,Q,,,3 AUG 20,300,.05,W,.06,W,SPY200803P300,.05,E,0,"2,114",1.39%,98.61%,2.76%,.00,0,-.05,.01,"2,114","4,694",.055,.00,41.95%,0,,
SPY200803C301,23.48,C,+2.48,4,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,4,115,-1.495,.00,--,25.47,23.80,Q,24.15,Q,,,3 AUG 20,301,.06,W,.07,W,SPY200803P301,.07,C,+.01,140,1.63%,98.37%,3.22%,.00,0,-.05,.01,140,604,.065,.00,41.46%,0,,
SPY200803C302,21.44,M,-.67,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,98,-1.485,.00,--,24.47,22.81,Q,23.16,Q,,,3 AUG 20,302,.06,W,.07,W,SPY200803P302,.08,M,+.01,228,1.67%,98.33%,3.32%,.00,0,-.05,.01,228,502,.065,.00,39.99%,0,,
SPY200803C303,22.04,C,-1.08,22,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,22,40,-1.47,.00,--,23.47,21.81,Q,22.19,Q,,,3 AUG 20,303,.07,W,.08,W,SPY200803P303,.09,D,+.01,102,1.92%,98.08%,3.81%,.00,0,-.06,.01,102,"1,282",.075,.00,39.34%,0,,
SPY200803C304,21.12,W,+.14,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,72,-1.475,.00,--,22.47,20.82,Q,21.17,Q,,,3 AUG 20,304,.07,W,.09,W,SPY200803P304,.09,I,-.01,309,2.08%,97.92%,4.13%,.00,0,-.06,.01,309,673,.08,.00,38.21%,0,,
SPY200803C305,16.32,C,-1.18,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,166,-1.475,.00,--,21.47,19.82,Q,20.17,Q,,,3 AUG 20,305,.08,W,.09,W,SPY200803P305,.09,C,-.01,"3,122",2.25%,97.75%,4.47%,.00,0,-.07,.01,"3,122",941,.085,.00,37.04%,0,,
SPY200803C306,15.98,C,-.30,8,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,8,272,-1.45,.00,--,20.47,18.83,Q,19.21,Q,,,3 AUG 20,306,.09,W,.10,W,SPY200803P306,.11,A,0,266,2.53%,97.47%,5.02%,.00,0,-.07,.02,266,"1,364",.095,.01,36.15%,0,,
SPY200803C307,17.20,M,-.90,7,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,7,162,-1.44,.00,--,19.47,17.84,Q,18.22,Q,,,3 AUG 20,307,.10,W,.11,W,SPY200803P307,.10,P,-.03,"1,647",2.82%,97.18%,5.60%,.00,0,-.08,.02,"1,647",845,.105,.01,35.18%,0,,
SPY200803C308,15.92,E,-.24,15,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,15,143,-1.44,.00,--,18.47,16.86,Q,17.20,Q,,,3 AUG 20,308,.11,W,.12,W,SPY200803P308,.15,E,+.01,784,3.13%,96.87%,6.22%,.00,0,-.09,.02,784,"1,385",.115,.01,34.13%,0,,
SPY200803C309,15.30,A,+.26,6,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,6,91,-1.41,.00,--,17.47,15.87,Q,16.25,Q,,,3 AUG 20,309,.13,P,.14,W,SPY200803P309,.16,C,-.01,451,3.66%,96.34%,7.25%,.00,0,-.10,.02,451,"2,954",.135,.01,33.47%,0,,
SPY200803C310,14.39,I,-.74,33,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,33,315,-1.39,.00,--,16.47,14.89,Q,15.27,Q,,,3 AUG 20,310,.14,W,.15,W,SPY200803P310,.14,W,-.03,"4,478",4.01%,95.99%,7.95%,.00,0,-.10,.02,"4,478","3,365",.145,.01,32.26%,0,,
SPY200803C311,12.07,I,-2.21,11,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,11,431,-1.38,.00,--,15.47,13.92,Q,14.26,Q,,,3 AUG 20,311,.17,P,.18,W,SPY200803P311,.18,C,-.03,968,4.77%,95.23%,9.46%,.00,0,-.12,.03,968,"1,944",.175,.01,31.73%,0,,
SPY200803C312,11.99,M,-.33,8,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,8,455,-1.35,.00,--,14.47,12.95,Q,13.29,Q,,,3 AUG 20,312,.19,Q,.20,W,SPY200803P312,.20,W,-.05,"1,206",5.37%,94.63%,10.65%,.00,0,-.13,.03,"1,206","2,121",.195,.01,30.69%,0,,
SPY200803C313,12.28,E,-.47,14,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,14,474,-1.305,.00,--,13.47,11.99,Q,12.34,Q,,,3 AUG 20,313,.23,P,.24,W,SPY200803P313,.24,I,-.06,"1,532",6.39%,93.61%,12.66%,.00,0,-.15,.04,"1,532","1,329",.235,.01,30.12%,0,,
SPY200803C314,11.34,E,+.84,16,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,16,523,-1.27,.00,--,12.47,11.03,Q,11.37,Q,,,3 AUG 20,314,.27,P,.28,W,SPY200803P314,.27,C,-.10,"1,804",7.44%,92.56%,14.75%,.00,0,-.17,.04,"1,804",989,.275,.02,29.36%,0,,
SPY200803C315,9.50,Q,-1.05,216,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,216,433,-1.215,.00,--,11.47,10.09,Q,10.42,Q,,,3 AUG 20,315,.32,P,.33,W,SPY200803P315,.33,X,-.08,"13,152",8.72%,91.28%,17.28%,.00,0,-.20,.05,"13,152","10,426",.325,.02,28.64%,0,,
SPY200803C316,8.34,Q,-.95,238,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,238,458,-1.135,.00,--,10.47,9.22,Q,9.45,Q,,,3 AUG 20,316,.39,P,.40,W,SPY200803P316,.36,N,-.15,"1,727",10.40%,89.60%,20.60%,.00,0,-.23,.05,"1,727","1,626",.395,.02,28.12%,0,,
SPY200803C317,8.35,I,-.76,403,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,403,412,-1.055,.00,--,9.47,8.30,Q,8.53,Q,,,3 AUG 20,317,.47,P,.49,W,SPY200803P317,.47,C,-.14,"2,257",12.36%,87.64%,24.48%,.00,0,-.26,.06,"2,257","1,820",.48,.02,27.60%,0,,
SPY200803C318,6.67,A,-1.43,420,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,420,342,-.95,.00,--,8.47,7.41,Q,7.63,Q,,,3 AUG 20,318,.57,I,.59,Z,SPY200803P318,.55,B,-.15,"5,723",14.62%,85.38%,28.95%,.00,0,-.29,.07,"5,723","2,212",.58,.03,27.05%,0,,
SPY200803C319,5.82,M,-.85,"1,100",100.00%,0.00%,<empty>,.00,<empty>,.00,.00,"1,100",574,-.82,.00,--,7.47,6.54,Q,6.76,Q,,,3 AUG 20,319,.70,P,.72,W,SPY200803P319,.71,W,-.17,"3,495",17.36%,82.64%,34.37%,.00,0,-.33,.07,"3,495","1,854",.71,.03,26.62%,0,,
SPY200803C320,6.00,Q,0,"2,373",100.00%,0.00%,<empty>,.00,<empty>,.00,.00,"2,373","1,789",-.67,.00,--,6.47,5.70,Q,5.90,Q,,,3 AUG 20,320,.85,I,.86,C,SPY200803P320,.88,I,-.14,"19,988",20.38%,79.62%,40.34%,-.01,0,-.37,.08,"19,988","3,943",.855,.04,26.07%,0,,
SPY200803C321,5.04,Q,+.01,"4,094",100.00%,0.00%,<empty>,.00,<empty>,.00,.00,"4,094","2,161",-.505,.00,--,5.47,4.90,Q,5.03,I,,,3 AUG 20,321,1.04,P,1.08,W,SPY200803P321,.96,I,-.22,"6,115",24.15%,75.85%,47.76%,-.01,0,-.41,.09,"6,115","2,011",1.06,.04,25.87%,0,,
SPY200803C322,4.40,E,-.33,"8,399",100.00%,0.00%,<empty>,.00,<empty>,.00,.00,"8,399","1,345",-.27,.00,--,4.47,4.16,I,4.24,Q,,,3 AUG 20,322,1.27,P,1.31,W,SPY200803P322,1.31,J,-.10,"11,146",28.21%,71.79%,55.76%,-.01,0,-.45,.10,"11,146","2,939",1.29,.04,25.53%,0,,
SPY200803C323,3.44,C,-.56,"9,285",94.56%,5.44%,10.75%,.01,0,-.01,.03,"9,285","2,025",.015,.05,7.22%,3.47,3.45,I,3.52,Q,,,3 AUG 20,323,1.54,N,1.59,P,SPY200803P323,1.56,W,-.11,"6,893",32.71%,67.29%,64.62%,-.01,0,-.48,.11,"6,893","2,212",1.565,.05,25.25%,0,,
SPY200803C324,2.83,M,-.45,"9,289",77.77%,22.23%,43.87%,.02,0,-.14,.09,"9,289","1,973",.345,.10,10.64%,2.47,2.78,I,2.85,P,,,3 AUG 20,324,1.88,P,1.93,P,SPY200803P324,1.82,A,-.20,"5,418",37.67%,62.33%,74.36%,-.01,0,-.51,.11,"5,418","1,831",1.905,.05,25.14%,0,,
SPY200803C325,2.25,W,-.40,"11,241",65.43%,34.57%,68.15%,.02,0,-.22,.11,"11,241","5,835",.75,.11,11.89%,1.47,2.19,P,2.25,P,,,3 AUG 20,325,2.28,P,2.34,I,SPY200803P325,2.30,N,-.09,"4,153",42.91%,57.09%,84.63%,-.01,0,-.54,.12,"4,153","1,550",2.31,.05,25.16%,0,,
SPY200803C326,1.68,C,-.47,"4,621",54.20%,45.80%,90.16%,.01,0,-.26,.12,"4,621","3,218",1.225,.11,12.54%,.47,1.67,P,1.72,P,,,3 AUG 20,326,2.75,P,2.82,I,SPY200803P326,2.63,I,-.23,928,48.26%,51.74%,95.11%,-.01,0,-.56,.12,928,868,2.785,.05,25.32%,0,,
SPY200803C327,1.26,I,-.41,"4,235",43.68%,56.32%,88.75%,.01,0,-.27,.12,"4,235","3,271",1.255,.10,12.96%,0,1.23,P,1.28,P,,,3 AUG 20,327,3.31,P,3.38,I,SPY200803P327,3.33,Z,-.02,"1,266",53.54%,46.46%,94.33%,-.01,0,-.57,.12,"1,266",656,2.815,.05,25.76%,.53,,
SPY200803C328,.93,C,-.31,"3,016",34.04%,65.96%,69.04%,.01,0,-.25,.11,"3,016","3,010",.895,.09,13.21%,0,.87,W,.92,N,,,3 AUG 20,328,3.95,P,4.02,I,SPY200803P328,4.57,M,+.52,"2,238",58.49%,41.51%,84.21%,-.02,0,-.57,.12,"2,238",754,2.455,.05,26.44%,1.53,,
SPY200803C329,.65,Q,-.25,"4,985",25.53%,74.47%,51.71%,.01,0,-.22,.10,"4,985","6,751",.615,.08,13.37%,0,.60,W,.63,P,,,3 AUG 20,329,4.67,Z,4.80,Q,SPY200803P329,5.61,I,+.69,84,62.83%,37.17%,75.37%,-.02,0,-.58,.11,84,311,2.205,.05,27.68%,2.53,,
SPY200803C330,.41,A,-.23,"5,801",18.57%,81.43%,37.56%,.01,0,-.18,.08,"5,801","6,282",.415,.07,13.59%,0,.40,W,.43,I,,,3 AUG 20,330,5.37,Q,5.59,Q,SPY200803P330,6.58,A,+.95,18,66.84%,33.16%,67.21%,-.02,0,-.57,.11,18,244,1.95,.04,28.56%,3.53,,
SPY200803C331,.29,I,-.16,"2,507",13.27%,86.73%,26.81%,.00,0,-.14,.06,"2,507","3,699",.28,.05,13.91%,0,.27,Z,.29,Z,,,3 AUG 20,331,6.18,Q,6.50,Q,SPY200803P331,10.15,Q,+4.28,7,69.97%,30.03%,60.84%,-.02,0,-.58,.10,7,232,1.81,.04,30.20%,4.53,,
SPY200803C332,.19,C,-.12,"1,089",9.41%,90.59%,18.99%,.00,0,-.11,.05,"1,089","3,258",.19,.04,14.30%,0,.18,W,.20,W,,,3 AUG 20,332,7.08,Q,7.41,Q,SPY200803P332,8.21,E,+1.14,2,72.52%,27.48%,55.67%,-.02,0,-.58,.10,2,196,1.715,.04,32.08%,5.53,,
SPY200803C333,.14,A,-.06,"2,386",6.64%,93.36%,13.40%,.00,0,-.08,.04,"2,386","2,439",.13,.03,14.73%,0,.12,W,.14,W,,,3 AUG 20,333,8.02,Q,8.36,Q,SPY200803P333,9.20,E,+1.00,2,74.54%,25.46%,51.58%,-.02,0,-.60,.10,2,12,1.66,.03,34.20%,6.53,,
SPY200803C334,.06,P,-.04,290,4.71%,95.29%,9.50%,.00,0,-.06,.03,290,"3,120",.09,.02,15.21%,0,.08,W,.10,W,,,3 AUG 20,334,8.98,Q,9.32,Q,SPY200803P334,11.10,Q,+2.31,7,76.23%,23.77%,48.16%,-.02,0,-.61,.09,7,58,1.62,.03,36.37%,7.53,,
