Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,BID,BX,ASK,AX,,,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,,
SPY201002C220,105.81,I,<empty>,6,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,6,10,-.05,.00,--,116.80,116.51,Q,116.99,Q,,,2 OCT 20,220,0,J,.01,Z,SPY201002P220,.01,A,0,1,0.07%,99.93%,0.13%,.00,0,.00,.00,1,434,.005,.00,175.46%,0,,
SPY201002C225,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.05,.00,--,111.80,111.51,Q,111.99,Q,,,2 OCT 20,225,0,J,.01,Z,SPY201002P225,.01,P,0,21,0.07%,99.93%,0.14%,.00,0,.00,.00,21,"3,112",.005,.00,166.71%,0,,
SPY201002C230,97.66,I,+2.50,50,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,50,30,-.05,.00,--,106.80,106.51,Q,106.99,Q,,,2 OCT 20,230,0,J,.01,P,SPY201002P230,.01,X,-.03,52,0.07%,99.93%,0.14%,.00,0,.00,.00,52,337,.005,.00,158.13%,0,,
SPY201002C235,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.04,.00,--,101.80,101.52,Q,102.00,Q,,,2 OCT 20,235,0,J,.01,P,SPY201002P235,.01,A,0,93,0.07%,99.93%,0.14%,.00,0,.00,.00,93,"1,035",.005,.00,149.72%,0,,
SPY201002C240,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.04,.00,--,96.80,96.52,Q,97.00,Q,,,2 OCT 20,240,0,J,.01,P,SPY201002P240,.01,C,0,2,0.08%,99.92%,0.15%,.00,0,.00,.00,2,463,.005,.00,141.47%,0,,
SPY201002C245,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,10,-.04,.00,--,91.80,91.52,Q,92.00,Q,,,2 OCT 20,245,0,J,.01,Z,SPY201002P245,.02,C,0,22,0.08%,99.92%,0.15%,.00,0,.00,.00,22,344,.005,.00,133.37%,0,,
SPY201002C250,79.79,I,-6.88,20,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,20,20,-.04,.00,--,86.80,86.52,Q,87.00,Q,,,2 OCT 20,250,0,B,.01,P,SPY201002P250,.02,A,-.01,644,0.08%,99.92%,0.16%,.00,0,.00,.00,644,"21,360",.005,.00,125.40%,0,,
SPY201002C255,77.74,I,<empty>,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,2,-.04,.00,--,81.80,81.52,Q,82.00,Q,,,2 OCT 20,255,0,J,.01,P,SPY201002P255,.01,W,-.02,1,0.08%,99.92%,0.17%,.00,0,.00,.00,1,448,.005,.00,117.58%,0,,
SPY201002C260,67.30,I,-6.47,2,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,2,15,-.04,.00,--,76.80,76.52,Q,77.00,Q,,,2 OCT 20,260,0,J,.01,P,SPY201002P260,.01,C,0,0,0.09%,99.91%,0.17%,.00,0,.00,.00,0,"4,492",.005,.00,109.87%,0,,
SPY201002C265,74.30,Z,+3.27,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,5,-.04,.00,--,71.80,71.52,Q,72.00,Q,,,2 OCT 20,265,0,J,.01,P,SPY201002P265,.04,A,-.02,29,0.09%,99.91%,0.18%,.00,0,.00,.00,29,579,.005,.00,102.29%,0,,
SPY201002C270,66.60,I,+12.91,2,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,2,11,-.055,.00,--,66.80,66.54,Q,66.95,I,,,2 OCT 20,270,0,Z,.01,P,SPY201002P270,.01,W,0,0,0.10%,99.90%,0.19%,.00,0,.00,.00,0,"46,709",.005,.00,94.82%,0,,
SPY201002C275,62.12,M,+4.10,5,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,5,26,-.05,.00,--,61.80,61.53,Q,61.97,Q,,,2 OCT 20,275,0,Q,.01,P,SPY201002P275,.01,X,0,0,0.10%,99.90%,0.20%,.00,0,.00,.00,0,"2,826",.005,.00,87.45%,0,,
SPY201002C280,57.10,M,+3.64,5,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,5,8,-.055,.00,--,56.80,56.54,Q,56.95,I,,,2 OCT 20,280,0,Q,.01,P,SPY201002P280,.01,B,0,0,0.11%,99.89%,0.22%,.00,0,.00,.00,0,"4,122",.005,.00,80.18%,0,,
SPY201002C285,38.71,I,-10.10,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,9,-.05,.00,--,51.80,51.54,Q,51.96,I,,,2 OCT 20,285,0,B,.01,P,SPY201002P285,.01,H,0,0,0.12%,99.88%,0.23%,.00,0,.00,.00,0,"3,240",.005,.00,73.00%,0,,
SPY201002C286,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.04,.00,--,50.80,50.54,Q,50.98,Q,,,2 OCT 20,286,0,J,.01,P,SPY201002P286,.03,C,-.08,29,0.12%,99.88%,0.24%,.00,0,.00,.00,29,31,.005,.00,71.58%,0,,
SPY201002C287,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,46,-.045,.00,--,49.80,49.54,Q,49.97,I,,,2 OCT 20,287,0,J,.01,P,SPY201002P287,.03,C,-.05,51,0.12%,99.88%,0.24%,.00,0,.00,.00,51,171,.005,.00,70.15%,0,,
SPY201002C288,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.04,.00,--,48.80,48.54,Q,48.98,Q,,,2 OCT 20,288,0,J,.01,P,SPY201002P288,.01,P,0,0,0.12%,99.88%,0.24%,.00,0,.00,.00,0,377,.005,.00,68.73%,0,,
SPY201002C289,37.12,A,<empty>,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,1,-.04,.00,--,47.80,47.54,Q,47.98,Q,,,2 OCT 20,289,0,J,.01,P,SPY201002P289,.01,W,0,0,0.13%,99.87%,0.25%,.00,0,.00,.00,0,98,.005,.00,67.32%,0,,
SPY201002C290,47.09,I,+2.37,4,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,4,111,-.055,.00,--,46.80,46.54,Q,46.95,I,,,2 OCT 20,290,0,B,.01,P,SPY201002P290,.01,A,0,4,0.13%,99.87%,0.25%,.00,0,.00,.00,4,"22,938",.005,.00,65.90%,0,,
SPY201002C291,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.04,.00,--,45.80,45.54,Q,45.98,Q,,,2 OCT 20,291,0,J,.01,P,SPY201002P291,.01,A,0,0,0.13%,99.87%,0.25%,.00,0,.00,.00,0,504,.005,.00,64.49%,0,,
SPY201002C292,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.045,.00,--,44.80,44.53,Q,44.98,Q,,,2 OCT 20,292,0,J,.01,P,SPY201002P292,.01,Z,0,0,0.13%,99.87%,0.26%,.00,0,.00,.00,0,111,.005,.00,63.08%,0,,
SPY201002C293,40.70,M,<empty>,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,1,-.04,.00,--,43.80,43.54,Q,43.98,Q,,,2 OCT 20,293,0,J,.01,P,SPY201002P293,.01,Z,0,0,0.13%,99.87%,0.26%,.00,0,.00,.00,0,89,.005,.00,61.68%,0,,
SPY201002C294,43.08,I,0,0,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,0,1,-.04,.00,--,42.80,42.54,Q,42.98,Q,,,2 OCT 20,294,0,J,.01,P,SPY201002P294,.01,W,0,1,0.14%,99.86%,0.27%,.00,0,.00,.00,1,467,.005,.00,60.28%,0,,
SPY201002C295,35.80,I,<empty>,10,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,10,16,-.04,.00,--,41.80,41.54,Q,41.98,Q,,,2 OCT 20,295,0,B,.01,P,SPY201002P295,.01,M,0,10,0.14%,99.86%,0.27%,.00,0,.00,.00,10,"3,695",.005,.00,58.88%,0,,
SPY201002C296,40.51,Z,<empty>,4,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,4,0,-.05,.00,--,40.80,40.53,Q,40.97,Q,,,2 OCT 20,296,0,J,.01,P,SPY201002P296,.01,P,0,0,0.14%,99.86%,0.28%,.00,0,.00,.00,0,717,.005,.00,57.48%,0,,
SPY201002C297,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.045,.00,--,39.80,39.53,Q,39.98,Q,,,2 OCT 20,297,0,J,.01,P,SPY201002P297,.02,M,0,0,0.14%,99.86%,0.28%,.00,0,.00,.00,0,"1,980",.005,.00,56.08%,0,,
SPY201002C298,36.21,C,+5.66,3,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,3,1,-.04,.00,--,38.80,38.54,Q,38.98,Q,,,2 OCT 20,298,0,J,.01,P,SPY201002P298,.02,P,0,0,0.15%,99.85%,0.29%,.00,0,.00,.00,0,"3,391",.005,.00,54.69%,0,,
SPY201002C299,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.04,.00,--,37.80,37.53,Q,37.99,Q,,,2 OCT 20,299,0,J,.01,P,SPY201002P299,.01,M,-.01,1,0.15%,99.85%,0.30%,.00,0,.00,.00,1,603,.005,.00,53.30%,0,,
SPY201002C300,36.90,Z,-.38,5,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,5,515,-.04,.00,--,36.80,36.54,Q,36.98,Q,,,2 OCT 20,300,0,Q,.01,P,SPY201002P300,.01,X,-.01,8,0.15%,99.85%,0.30%,.00,0,.00,.00,8,"39,819",.005,.00,51.91%,0,,
SPY201002C301,24.14,C,-10.37,2,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,2,49,-.045,.00,--,35.80,35.53,Q,35.98,Q,,,2 OCT 20,301,0,J,.01,P,SPY201002P301,.02,Z,0,0,0.16%,99.84%,0.31%,.00,0,.00,.00,0,"2,225",.005,.00,50.53%,0,,
SPY201002C302,30.18,J,+7.09,2,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,2,0,-.045,.00,--,34.80,34.54,Q,34.97,Q,,,2 OCT 20,302,0,J,.01,P,SPY201002P302,.02,P,0,0,0.16%,99.84%,0.32%,.00,0,.00,.00,0,"2,459",.005,.00,49.14%,0,,
SPY201002C303,30.90,C,+8.46,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,25,-.045,.00,--,33.80,33.53,Q,33.98,Q,,,2 OCT 20,303,0,J,.01,P,SPY201002P303,.01,N,-.01,501,0.16%,99.84%,0.32%,.00,0,.00,.00,501,"6,106",.005,.00,47.76%,0,,
SPY201002C304,21.74,A,+1.88,8,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,8,8,-.04,.00,--,32.80,32.54,Q,32.98,Q,,,2 OCT 20,304,0,J,.01,P,SPY201002P304,.01,C,-.02,421,0.17%,99.83%,0.33%,.00,0,.00,.00,421,"7,588",.005,.00,46.38%,0,,
SPY201002C305,32.69,J,+1.91,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,28,-.045,.00,--,31.80,31.54,Q,31.97,I,,,2 OCT 20,305,0,J,.01,P,SPY201002P305,.02,I,-.01,264,0.17%,99.83%,0.34%,.00,0,.00,.00,264,"9,457",.005,.00,45.00%,0,,
SPY201002C306,31.20,N,+5.44,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,29,-.045,.00,--,30.80,30.53,Q,30.98,Q,,,2 OCT 20,306,0,J,.01,P,SPY201002P306,.01,Z,-.02,27,0.18%,99.82%,0.35%,.00,0,.00,.00,27,"1,658",.005,.00,43.62%,0,,
SPY201002C307,25.92,N,-.83,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,7,-.045,.00,--,29.80,29.54,Q,29.97,I,,,2 OCT 20,307,0,J,.01,P,SPY201002P307,.01,I,-.02,159,0.18%,99.82%,0.36%,.00,0,.00,.00,159,"2,667",.005,.00,42.24%,0,,
SPY201002C308,16.70,Q,-6.65,6,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,6,17,-.04,.00,--,28.80,28.54,Q,28.98,Q,,,2 OCT 20,308,0,J,.01,P,SPY201002P308,.01,N,-.03,257,0.19%,99.81%,0.37%,.00,0,.00,.00,257,"1,790",.005,.00,40.87%,0,,
SPY201002C309,27.23,Z,-.91,2,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,2,24,-.04,.00,--,27.80,27.54,Q,27.98,Q,,,2 OCT 20,309,0,J,.01,P,SPY201002P309,.02,N,-.02,487,0.19%,99.81%,0.38%,.00,0,.00,.00,487,"2,803",.005,.00,39.49%,0,,
SPY201002C310,26.95,C,+.89,"3,517",100.00%,0.00%,<empty>,.00,<empty>,.00,.00,"3,517","8,139",-.04,.00,--,26.80,26.54,Q,26.98,Q,,,2 OCT 20,310,0,Q,.01,P,SPY201002P310,.01,D,-.04,"4,231",0.20%,99.80%,0.39%,.00,0,.00,.00,"4,231","22,905",.005,.00,38.12%,0,,
SPY201002C311,24.04,A,+8.08,6,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,6,17,-.04,.00,--,25.80,25.54,Q,25.98,Q,,,2 OCT 20,311,0,J,.01,P,SPY201002P311,.01,W,-.05,"4,754",0.20%,99.80%,0.40%,.00,0,.00,.00,"4,754","3,575",.005,.00,36.74%,0,,
SPY201002C312,24.14,C,+1.67,3,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,3,109,-.04,.00,--,24.80,24.54,Q,24.98,Q,,,2 OCT 20,312,0,W,.01,P,SPY201002P312,.04,I,-.02,258,0.21%,99.79%,0.41%,.00,0,.00,.00,258,"9,906",.005,.00,35.37%,0,,
SPY201002C313,22.28,C,+1.28,4,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,4,106,-.035,.00,--,23.80,23.54,Q,23.99,Q,,,2 OCT 20,313,0,J,.01,Z,SPY201002P313,.01,P,-.07,485,0.22%,99.78%,0.43%,.00,0,.00,.00,485,"5,924",.005,.00,33.99%,0,,
SPY201002C314,23.31,C,-.09,2,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,2,455,-.035,.00,--,22.80,22.54,Q,22.99,Q,,,2 OCT 20,314,.01,Z,.02,P,SPY201002P314,.01,A,-.06,"1,185",0.56%,99.44%,1.11%,.00,0,-.01,.00,"1,185","3,922",.015,.00,36.54%,0,,
SPY201002C315,21.95,M,+2.93,51,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,51,348,-.025,.00,--,21.80,21.71,P,21.84,I,,,2 OCT 20,315,.01,P,.02,P,SPY201002P315,.02,X,-.07,"1,178",0.59%,99.41%,1.15%,.00,0,-.02,.00,"1,178","30,408",.015,.00,35.04%,0,,
SPY201002C316,20.41,Q,+.63,20,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,20,388,-.02,.00,--,20.80,20.71,P,20.85,Q,,,2 OCT 20,316,.01,P,.02,P,SPY201002P316,.01,C,-.10,430,0.61%,99.39%,1.20%,.00,0,-.02,.00,430,"4,085",.015,.00,33.54%,0,,
SPY201002C317,19.59,I,+.27,28,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,28,"1,279",-.02,.00,--,19.80,19.71,P,19.85,P,,,2 OCT 20,317,.01,W,.02,P,SPY201002P317,.01,N,-.12,536,0.64%,99.36%,1.25%,.00,0,-.02,.00,536,"6,201",.015,.00,32.04%,0,,
SPY201002C318,18.14,C,-.08,42,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,42,459,-.015,.00,--,18.80,18.72,I,18.85,Q,,,2 OCT 20,318,.01,P,.02,Z,SPY201002P318,.02,C,-.14,"1,877",0.66%,99.34%,1.30%,.00,0,-.02,.00,"1,877","6,729",.015,.00,30.53%,0,,
SPY201002C319,17.20,Z,+2.29,7,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,7,749,-.025,.00,--,17.80,17.55,Q,18.00,Q,,,2 OCT 20,319,.02,Z,.03,P,SPY201002P319,.03,N,-.15,"2,239",1.02%,98.98%,2.00%,.00,0,-.02,.01,"2,239","4,891",.025,.00,30.78%,0,,
SPY201002C320,16.98,D,+2.95,113,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,113,"1,808",-.005,.00,--,16.80,16.73,I,16.86,Q,,,2 OCT 20,320,.02,Z,.03,Z,SPY201002P320,.03,A,-.21,"6,748",1.07%,98.93%,2.09%,.00,0,-.02,.01,"6,748","31,813",.025,.00,29.19%,0,,
SPY201002C321,15.10,C,+2.14,17,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,17,"1,062",-.005,.00,--,15.80,15.73,P,15.86,I,,,2 OCT 20,321,.03,P,.04,P,SPY201002P321,.03,E,-.26,"2,145",1.46%,98.54%,2.84%,.00,0,-.03,.01,"2,145","5,383",.035,.00,28.86%,0,,
SPY201002C322,15.16,I,+3.01,29,94.76%,5.24%,10.23%,.00,0,-.01,.01,29,"1,560",.01,.01,36.12%,14.80,14.75,I,14.87,Q,,,2 OCT 20,322,.03,W,.04,Z,SPY201002P322,.03,E,-.32,"3,659",1.53%,98.47%,2.99%,.00,0,-.03,.01,"3,659","6,362",.035,.01,27.19%,0,,
SPY201002C323,14.12,C,+1.24,95,94.26%,5.74%,11.20%,.00,0,-.02,.01,95,"3,041",.015,.01,34.52%,13.80,13.75,I,13.88,Q,,,2 OCT 20,323,.04,W,.05,Z,SPY201002P323,.04,E,-.39,"3,740",1.96%,98.04%,3.81%,.00,0,-.04,.01,"3,740","14,265",.045,.01,26.47%,0,,
SPY201002C324,13.46,I,+3.12,219,93.72%,6.28%,12.23%,.00,0,-.02,.01,219,"1,930",.02,.02,32.84%,12.80,12.76,P,12.88,I,,,2 OCT 20,324,.05,W,.06,Z,SPY201002P324,.05,D,-.47,"11,185",2.39%,97.61%,4.66%,.00,0,-.05,.01,"11,185","9,398",.055,.01,25.50%,0,,
SPY201002C325,11.99,X,+2.59,424,92.71%,7.29%,14.18%,.00,0,-.03,.02,424,"3,393",.035,.02,31.74%,11.80,11.78,I,11.89,I,,,2 OCT 20,325,.07,P,.08,P,SPY201002P325,.06,E,-.54,"17,763",3.20%,96.80%,6.22%,.00,0,-.07,.02,"17,763","40,861",.075,.01,25.00%,0,,
SPY201002C326,11.50,I,+2.95,236,91.68%,8.32%,16.16%,.01,0,-.05,.02,236,"1,907",.05,.02,30.38%,10.80,10.79,P,10.91,I,,,2 OCT 20,326,.08,W,.09,E,SPY201002P326,.08,E,-.67,"19,581",3.74%,96.26%,7.25%,.00,0,-.08,.02,"19,581","7,231",.085,.01,23.67%,0,,
SPY201002C327,10.45,C,+2.73,233,90.15%,9.85%,19.10%,.01,0,-.08,.03,233,"4,394",.08,.03,29.39%,9.80,9.82,P,9.94,I,,,2 OCT 20,327,.11,Z,.13,P,SPY201002P327,.11,E,-.80,"13,108",5.11%,94.89%,9.91%,.00,0,-.11,.03,"13,108","10,839",.12,.02,23.29%,0,,
SPY201002C328,9.47,C,+2.76,"2,524",88.11%,11.89%,23.02%,.01,0,-.13,.04,"2,524","5,402",.13,.03,28.64%,8.80,8.88,I,8.98,I,,,2 OCT 20,328,.15,W,.16,Z,SPY201002P328,.15,E,-.96,"13,578",6.55%,93.45%,12.65%,.00,0,-.14,.03,"13,578","12,221",.155,.02,22.47%,0,,
SPY201002C329,8.09,E,+2.20,781,86.14%,13.86%,26.77%,.01,0,-.16,.04,781,"4,795",.175,.04,27.36%,7.80,7.92,P,8.03,I,,,2 OCT 20,329,.21,W,.22,W,SPY201002P329,.19,Z,-1.11,"20,683",8.76%,91.24%,16.89%,.00,0,-.18,.04,"20,683","20,693",.215,.03,22.00%,0,,
SPY201002C330,7.21,W,+1.81,"1,685",83.37%,16.63%,32.07%,.01,0,-.21,.05,"1,685","17,529",.255,.04,26.47%,6.80,7.01,P,7.10,I,,,2 OCT 20,330,.29,P,.30,I,SPY201002P330,.30,Q,-1.25,"55,555",11.59%,88.41%,22.28%,.00,0,-.24,.05,"55,555","37,760",.295,.04,21.52%,0,,
SPY201002C331,6.64,Z,+2.11,"1,173",80.05%,19.95%,38.36%,.01,0,-.27,.06,"1,173","3,739",.36,.05,25.58%,5.80,6.11,I,6.21,I,,,2 OCT 20,331,.39,Z,.41,Z,SPY201002P331,.39,A,-1.46,"28,284",15.11%,84.89%,28.96%,.00,0,-.30,.06,"28,284","10,133",.40,.04,20.99%,0,,
SPY201002C332,5.55,M,+1.69,"1,090",76.05%,23.95%,45.91%,.01,0,-.34,.07,"1,090","3,969",.50,.06,24.74%,4.80,5.25,I,5.35,I,,,2 OCT 20,332,.53,P,.55,N,SPY201002P332,.55,M,-1.63,"26,593",19.51%,80.49%,37.26%,.00,0,-.37,.07,"26,593","7,304",.54,.05,20.47%,0,,
SPY201002C333,4.54,I,+1.29,"2,388",71.23%,28.77%,54.95%,.01,0,-.40,.08,"2,388","17,082",.69,.06,24.03%,3.80,4.45,I,4.53,I,,,2 OCT 20,333,.71,Z,.73,P,SPY201002P333,.72,M,-1.76,"38,504",24.84%,75.16%,47.22%,.00,0,-.45,.08,"38,504","16,047",.72,.06,19.91%,0,,
SPY201002C334,4.10,Q,+1.36,"2,586",65.65%,34.35%,65.35%,.01,0,-.46,.09,"2,586","9,416",.935,.07,23.39%,2.80,3.70,I,3.77,I,,,2 OCT 20,334,.95,Z,.98,I,SPY201002P334,.98,C,-2.00,"30,740",31.32%,68.68%,59.26%,-.01,0,-.52,.09,"30,740","8,478",.965,.07,19.48%,0,,
SPY201002C335,3.01,C,+.79,"12,746",59.43%,40.57%,76.79%,.01,0,-.50,.09,"12,746","16,262",1.225,.07,22.60%,1.80,3.00,I,3.05,I,,,2 OCT 20,335,1.25,Z,1.28,P,SPY201002P335,1.27,C,-2.16,"70,251",38.68%,61.32%,72.73%,-.01,0,-.58,.09,"70,251","9,665",1.265,.08,18.95%,0,,
SPY201002C336,2.43,N,+.65,"29,359",52.49%,47.51%,89.45%,.01,0,-.53,.10,"29,359","14,904",1.60,.08,22.02%,.80,2.38,I,2.42,I,,,2 OCT 20,336,1.62,Z,1.66,P,SPY201002P336,1.65,C,-2.37,"62,819",46.90%,53.10%,87.56%,-.01,0,-.62,.10,"62,819","8,250",1.64,.09,18.41%,0,,
SPY201002C337,1.82,C,+.46,"56,504",45.11%,54.89%,96.69%,.01,0,-.53,.10,"56,504","13,690",1.845,.08,21.41%,0,1.83,I,1.86,Z,,,2 OCT 20,337,2.06,N,2.11,N,SPY201002P337,2.09,Z,-2.45,"45,743",55.78%,44.22%,95.94%,-.01,0,-.63,.10,"45,743","7,812",1.885,.09,17.72%,.20,,
SPY201002C338,1.38,M,+.32,"53,756",37.54%,62.46%,80.10%,.01,0,-.50,.09,"53,756","16,423",1.375,.07,20.86%,0,1.37,X,1.38,Z,,,2 OCT 20,338,2.58,I,2.64,I,SPY201002P338,2.61,I,-2.82,"19,445",65.13%,34.87%,75.26%,-.01,0,-.59,.09,"19,445","5,694",1.41,.09,16.90%,1.20,,
SPY201002C339,.99,I,+.20,"40,907",30.13%,69.87%,64.01%,.01,0,-.45,.09,"40,907","13,811",.99,.07,20.38%,0,.98,P,1.00,Z,,,2 OCT 20,339,3.20,I,3.26,I,SPY201002P339,3.10,X,-3.05,"6,524",74.53%,25.47%,54.71%,-.01,0,-.51,.08,"6,524","3,267",1.03,.08,15.99%,2.20,,
