Strike,BID,ASK,LAST,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theta,Vega,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,expire_days,expire_price,target
160,0.0,0.01,0.01,0.0,2825,0.06,99.94,0.12,0.0,0.0,0.0,3825,0.005,0.0,267.91,0.0,1,311.51,0
165,0.0,0.01,0.01,0.0,1,0.06,99.94,0.12,0.0,0.0,0.0,1628,0.005,0.0,256.01,0.0,1,311.51,0
170,0.0,0.01,0.01,0.0,30,0.06,99.94,0.12,0.0,0.0,0.0,6159,0.005,0.0,244.46,0.0,1,311.51,0
175,0.0,0.01,0.01,0.0,2,0.06,99.94,0.13,0.0,0.0,0.0,1187,0.005,0.0,233.22,0.0,1,311.51,0
180,0.0,0.01,0.01,0.0,510,0.07,99.93,0.13,0.0,0.0,0.0,1208,0.005,0.0,222.29,0.0,1,311.51,0
185,0.0,0.01,0.02,0.01,20,0.07,99.93,0.13,0.0,0.0,0.0,2285,0.005,0.0,211.65,0.0,1,311.51,0
190,0.0,0.01,0.02,0.0,1,0.07,99.93,0.13,0.0,0.0,0.0,645,0.005,0.0,201.27,0.0,1,311.51,0
195,0.0,0.01,0.01,-0.01,3,0.07,99.93,0.14,0.0,0.0,0.0,106,0.005,0.0,191.15,0.0,1,311.51,0
200,0.0,0.01,0.02,0.0,104,0.07,99.93,0.14,0.0,0.0,0.0,385,0.005,0.0,181.26,0.0,1,311.51,0
205,0.0,0.01,0.02,0.0,2,0.07,99.93,0.14,0.0,0.0,0.0,267,0.005,0.0,171.6,0.0,1,311.51,0
210,0.0,0.01,0.01,-0.01,231,0.08,99.92,0.15,0.0,0.0,0.0,2135,0.005,0.0,162.15,0.0,1,311.51,0
215,0.0,0.01,0.01,-0.01,161,0.08,99.92,0.15,0.0,0.0,0.0,1337,0.005,0.0,152.91,0.0,1,311.51,0
220,0.0,0.01,0.01,-0.02,244,0.08,99.92,0.16,0.0,0.0,0.0,607,0.005,0.0,143.85,0.0,1,311.51,0
225,0.0,0.01,0.02,-0.01,1,0.08,99.92,0.16,0.0,0.0,0.0,312,0.005,0.0,134.97,0.0,1,311.51,0
230,0.0,0.01,0.02,-0.01,8,0.09,99.91,0.17,0.0,0.0,0.0,589,0.005,0.0,126.26,0.0,1,311.51,0
245,0.0,0.01,0.02,-0.04,58,0.1,99.9,0.2,0.0,0.0,0.0,868,0.005,0.0,101.04,0.0,1,311.51,0
249,0.0,0.01,0.01,0.0,25,0.11,99.89,0.21,0.0,0.0,0.0,515,0.005,0.0,94.53,0.0,1,311.51,0
254,0.0,0.01,0.03,-0.06,11,0.11,99.89,0.22,0.0,0.0,0.0,265,0.005,0.0,86.49,0.0,1,311.51,0
255,0.0,0.01,0.01,-0.01,4,0.11,99.89,0.22,0.0,0.0,0.0,34203,0.005,0.0,84.9,0.0,1,311.51,0
258,0.0,0.01,0.01,-0.01,1,0.12,99.88,0.23,0.0,0.0,0.0,1318,0.005,0.0,80.14,0.0,1,311.51,0
262,0.0,0.01,0.01,-0.01,12,0.13,99.87,0.25,0.0,0.0,0.0,623,0.005,0.0,73.86,0.0,1,311.51,0
267,0.0,0.01,0.01,-0.02,50,0.14,99.86,0.27,0.0,0.0,0.0,946,0.005,0.0,66.1,0.0,1,311.51,0
268,0.0,0.01,0.01,-0.03,1,0.14,99.86,0.28,0.0,0.0,0.0,1550,0.005,0.0,64.56,0.0,1,311.51,0
269,0.0,0.01,0.01,-0.02,2,0.14,99.86,0.28,0.0,0.0,0.0,2908,0.005,0.0,63.02,0.0,1,311.51,0
270,0.0,0.01,0.01,-0.02,20,0.14,99.86,0.29,0.0,0.0,0.0,25626,0.005,0.0,61.49,0.0,1,311.51,0
271,0.0,0.01,0.01,-0.03,120,0.15,99.85,0.29,0.0,0.0,0.0,727,0.005,0.0,59.95,0.0,1,311.51,0
272,0.01,0.02,0.01,-0.02,120,0.39,99.61,0.76,0.0,-0.02,0.0,8448,0.015,0.0,64.93,0.0,1,311.51,0
273,0.01,0.02,0.02,-0.02,179,0.38,99.62,0.75,0.0,-0.01,0.0,4192,0.015,0.0,63.01,0.0,1,311.51,0
275,0.01,0.02,0.01,-0.03,143,0.4,99.6,0.8,0.0,-0.01,0.0,7519,0.015,0.0,59.79,0.0,1,311.51,0
276,0.01,0.02,0.02,-0.02,7,0.41,99.59,0.81,0.0,-0.01,0.0,4393,0.015,0.0,58.14,0.0,1,311.51,0
278,0.01,0.02,0.02,-0.03,19,0.43,99.57,0.86,0.0,-0.01,0.0,2336,0.015,0.0,54.87,0.0,1,311.51,0
279,0.01,0.02,0.01,-0.03,5,0.45,99.55,0.89,0.0,-0.02,0.0,3661,0.015,0.0,53.26,0.0,1,311.51,0
280,0.01,0.02,0.02,-0.03,140,0.46,99.54,0.91,0.0,-0.02,0.0,28461,0.015,0.0,51.64,0.0,1,311.51,0
281,0.01,0.02,0.02,-0.03,2,0.46,99.54,0.91,0.0,-0.01,0.0,4400,0.015,0.0,49.78,0.0,1,311.51,0
283,0.01,0.02,0.01,-0.06,214,0.48,99.52,0.95,0.0,-0.01,0.0,3467,0.015,0.0,46.43,0.0,1,311.51,0
284,0.01,0.02,0.01,-0.06,129,0.51,99.49,1.0,0.0,-0.01,0.0,3326,0.015,0.0,44.92,0.0,1,311.51,0
285,0.01,0.02,0.02,-0.06,627,0.52,99.48,1.03,0.0,-0.01,0.0,20754,0.015,0.0,43.27,0.0,1,311.51,0
286,0.02,0.03,0.02,-0.08,880,0.81,99.19,1.59,0.0,-0.02,0.0,3387,0.025,0.0,44.07,0.0,1,311.51,0
287,0.02,0.03,0.03,-0.06,97,0.83,99.17,1.64,0.0,-0.02,0.0,3361,0.025,0.0,42.33,0.0,1,311.51,0
288,0.02,0.03,0.02,-0.07,37,0.86,99.14,1.69,0.0,-0.02,0.0,3084,0.025,0.0,40.58,0.0,1,311.51,0
289,0.03,0.04,0.03,-0.08,354,1.17,98.83,2.31,0.0,-0.03,0.01,12704,0.035,0.0,40.6,0.0,1,311.51,0
290,0.03,0.04,0.03,-0.1,956,1.21,98.79,2.39,0.0,-0.03,0.01,63334,0.035,0.0,38.8,0.0,1,311.51,0
291,0.03,0.04,0.04,-0.11,260,1.26,98.74,2.48,0.0,-0.03,0.01,5468,0.035,0.0,37.0,0.0,1,311.51,0
292,0.04,0.05,0.05,-0.11,471,1.6,98.4,3.15,0.0,-0.04,0.01,3129,0.045,0.0,36.47,0.0,1,311.51,0
293,0.05,0.06,0.05,-0.14,783,1.95,98.05,3.84,0.0,-0.05,0.01,7657,0.055,0.01,35.66,0.0,1,311.51,0
294,0.06,0.07,0.06,-0.16,550,2.32,97.68,4.56,0.0,-0.06,0.01,9702,0.065,0.01,34.64,0.0,1,311.51,0
295,0.08,0.09,0.07,-0.17,1235,2.98,97.02,5.86,0.0,-0.08,0.01,41783,0.085,0.01,34.21,0.0,1,311.51,0
296,0.1,0.11,0.08,-0.22,459,3.64,96.36,7.16,0.0,-0.1,0.02,11424,0.105,0.01,33.38,0.0,1,311.51,0
297,0.12,0.13,0.11,-0.25,1573,4.34,95.66,8.53,0.0,-0.11,0.02,5900,0.125,0.01,32.33,0.0,1,311.51,0
298,0.15,0.16,0.17,-0.25,1828,5.33,94.67,10.47,0.0,-0.14,0.02,6957,0.155,0.01,31.5,0.0,1,311.51,0
299,0.19,0.2,0.18,-0.33,1029,6.6,93.4,12.95,0.0,-0.17,0.03,5985,0.195,0.02,30.76,0.0,1,311.51,0
300,0.24,0.25,0.26,-0.34,6117,8.16,91.84,15.99,0.0,-0.21,0.03,67774,0.245,0.02,30.0,0.0,1,311.51,0
301,0.31,0.32,0.32,-0.42,1053,10.21,89.79,19.99,0.0,-0.25,0.04,3705,0.315,0.03,29.42,0.0,1,311.51,0
302,0.39,0.4,0.41,-0.43,2037,12.54,87.46,24.52,0.0,-0.3,0.05,6660,0.395,0.03,28.64,0.0,1,311.51,0
303,0.51,0.52,0.49,-0.54,3677,15.69,84.31,30.63,0.0,-0.37,0.05,6328,0.515,0.04,28.22,0.0,1,311.51,0
304,0.63,0.64,0.63,-0.6,3257,18.98,81.02,36.98,0.0,-0.43,0.06,7342,0.635,0.04,27.3,0.0,1,311.51,0
305,0.79,0.8,0.8,-0.67,6935,23.05,76.95,44.82,0.0,-0.49,0.07,11881,0.795,0.05,26.53,0.0,1,311.51,0
306,1.0,1.01,1.03,-0.69,3898,27.94,72.06,54.22,0.0,-0.56,0.08,13789,1.005,0.06,25.92,0.0,1,311.51,0
307,1.24,1.26,1.24,-0.81,6289,33.44,66.56,64.73,-0.01,-0.62,0.08,9294,1.25,0.06,25.15,0.0,1,311.51,0
308,1.54,1.55,1.56,-0.9,5907,39.66,60.34,76.53,-0.01,-0.66,0.09,11903,1.545,0.07,24.33,0.0,1,311.51,0
309,1.91,1.93,1.92,-0.96,7784,46.63,53.37,89.66,-0.01,-0.68,0.09,2687,1.92,0.07,23.71,0.0,1,311.51,0
155,0.0,0.01,0.01,0.0,10,0.06,99.94,0.12,0.0,0.0,0.0,3797,0.005,0.0,161.81,0.0,5,315.56,0
160,0.0,0.01,0.01,0.0,631,0.06,99.94,0.12,0.0,0.0,0.0,3202,0.005,0.0,154.72,0.0,5,315.56,0
165,0.0,0.01,0.01,0.0,1900,0.06,99.94,0.12,0.0,0.0,0.0,3070,0.005,0.0,147.85,0.0,5,315.56,0
170,0.0,0.01,0.01,-0.01,100,0.06,99.94,0.12,0.0,0.0,0.0,8170,0.005,0.0,141.18,0.0,5,315.56,0
175,0.0,0.01,0.01,-0.01,310,0.06,99.94,0.13,0.0,0.0,0.0,1658,0.005,0.0,134.7,0.0,5,315.56,0
180,0.0,0.01,0.01,-0.01,501,0.07,99.93,0.13,0.0,0.0,0.0,1156,0.005,0.0,128.39,0.0,5,315.56,0
185,0.0,0.01,0.01,-0.01,1,0.07,99.93,0.13,0.0,0.0,0.0,1864,0.005,0.0,122.24,0.0,5,315.56,0
200,0.0,0.01,0.01,0.0,1,0.07,99.93,0.14,0.0,0.0,0.0,434,0.005,0.0,104.7,0.0,5,315.56,0
210,0.0,0.01,0.02,-0.03,36,0.08,99.92,0.15,0.0,0.0,0.0,630,0.005,0.0,93.67,0.0,5,315.56,0
220,0.0,0.01,0.01,-0.01,16,0.08,99.92,0.16,0.0,0.0,0.0,372,0.005,0.0,83.1,0.0,5,315.56,0
230,0.01,0.02,0.01,-0.01,1,0.22,99.78,0.44,0.0,-0.01,0.0,281,0.015,0.0,80.08,0.0,5,315.56,0
240,0.01,0.02,0.02,-0.01,30,0.24,99.76,0.48,0.0,-0.01,0.0,988,0.015,0.0,69.45,0.0,5,315.56,0
245,0.01,0.02,0.01,-0.02,2,0.26,99.74,0.5,0.0,-0.01,0.0,490,0.015,0.0,64.24,0.0,5,315.56,0
255,0.02,0.03,0.02,-0.02,95,0.44,99.56,0.87,0.0,-0.02,0.0,1399,0.025,0.0,56.95,0.0,5,315.56,0
260,0.02,0.03,0.02,-0.04,6,0.47,99.53,0.93,0.0,-0.02,0.0,1060,0.025,0.0,51.78,0.0,5,315.56,0
265,0.03,0.04,0.03,-0.03,15,0.67,99.33,1.32,0.0,-0.02,0.01,1430,0.035,0.0,48.42,0.0,5,315.56,0
270,0.04,0.05,0.05,-0.03,28,0.89,99.11,1.76,0.0,-0.02,0.01,3399,0.045,0.0,44.49,0.0,5,315.56,0
271,0.04,0.05,0.06,-0.03,1,0.91,99.09,1.79,0.0,-0.02,0.01,193,0.045,0.0,43.44,0.0,5,315.56,0
272,0.04,0.05,0.04,-0.08,2,0.92,99.08,1.81,0.0,-0.02,0.01,536,0.045,0.0,42.31,0.0,5,315.56,0
274,0.05,0.06,0.05,-0.05,24,1.12,98.88,2.22,0.0,-0.03,0.01,1453,0.055,0.0,41.25,0.0,5,315.56,0
275,0.06,0.07,0.06,-0.04,59,1.31,98.69,2.58,0.0,-0.03,0.01,5668,0.065,0.0,41.06,0.0,5,315.56,0
276,0.06,0.07,0.06,-0.08,2,1.34,98.66,2.64,0.0,-0.03,0.01,1139,0.065,0.0,39.96,0.0,5,315.56,0
277,0.06,0.07,0.06,-0.06,1,1.36,98.64,2.7,0.0,-0.03,0.01,836,0.065,0.0,38.86,0.0,5,315.56,0
278,0.07,0.08,0.07,-0.05,4,1.56,98.44,3.08,0.0,-0.04,0.01,1242,0.075,0.0,38.51,0.0,5,315.56,0
279,0.08,0.09,0.08,-0.05,1,1.76,98.24,3.47,0.0,-0.04,0.02,969,0.085,0.0,38.06,0.0,5,315.56,0
280,0.08,0.09,0.08,-0.07,842,1.8,98.2,3.55,0.0,-0.04,0.02,16803,0.085,0.0,36.93,0.0,5,315.56,0
281,0.09,0.1,0.08,-0.08,45,2.01,97.99,3.96,0.0,-0.05,0.02,365,0.095,0.0,36.39,0.0,5,315.56,0
282,0.09,0.1,0.1,-0.06,56,2.05,97.95,4.05,0.0,-0.05,0.02,732,0.095,0.0,35.22,0.0,5,315.56,0
283,0.1,0.11,0.1,-0.06,47,2.27,97.73,4.48,0.0,-0.05,0.02,1685,0.105,0.0,34.6,0.0,5,315.56,0
284,0.11,0.12,0.1,-0.05,127,2.49,97.51,4.92,0.0,-0.05,0.02,806,0.115,0.0,33.93,0.0,5,315.56,0
285,0.12,0.13,0.12,-0.09,152,2.73,97.27,5.38,0.0,-0.06,0.02,3477,0.125,0.0,33.2,0.0,5,315.56,0
286,0.13,0.14,0.12,-0.09,406,2.97,97.03,5.86,0.0,-0.06,0.02,1279,0.135,0.0,32.42,0.0,5,315.56,0
287,0.15,0.16,0.14,-0.07,16,3.38,96.62,6.68,0.0,-0.07,0.03,880,0.155,0.01,31.97,0.0,5,315.56,0
288,0.16,0.17,0.14,-0.14,124,3.65,96.35,7.2,0.0,-0.07,0.03,1758,0.165,0.01,31.09,0.0,5,315.56,0
289,0.18,0.19,0.17,-0.07,34,4.1,95.9,8.09,0.0,-0.08,0.03,4609,0.185,0.01,30.5,0.0,5,315.56,0
290,0.2,0.21,0.2,-0.14,854,4.56,95.44,8.99,0.0,-0.08,0.04,22035,0.205,0.01,29.82,0.0,5,315.56,0
291,0.22,0.23,0.22,-0.15,31,5.03,94.97,9.92,0.0,-0.09,0.04,1176,0.225,0.01,29.07,0.0,5,315.56,0
292,0.25,0.26,0.23,-0.22,38,5.68,94.32,11.2,0.0,-0.1,0.04,2010,0.255,0.01,28.49,0.0,5,315.56,0
293,0.28,0.29,0.27,-0.23,57,6.36,93.64,12.54,0.0,-0.1,0.05,1050,0.285,0.01,27.82,0.0,5,315.56,0
294,0.33,0.34,0.31,-0.25,163,7.36,92.64,14.5,0.0,-0.12,0.05,962,0.335,0.01,27.44,0.0,5,315.56,0
295,0.37,0.39,0.36,-0.27,498,8.31,91.69,16.38,0.0,-0.13,0.06,6085,0.38,0.01,26.84,0.0,5,315.56,0
296,0.43,0.45,0.46,-0.27,51,9.52,90.48,18.74,0.0,-0.14,0.06,1880,0.44,0.02,26.37,0.0,5,315.56,0
297,0.5,0.51,0.52,-0.32,191,10.83,89.17,21.32,-0.01,-0.15,0.07,1365,0.505,0.02,25.83,0.0,5,315.56,0
298,0.58,0.59,0.56,-0.39,270,12.37,87.63,24.34,-0.01,-0.16,0.08,2980,0.585,0.02,25.34,0.0,5,315.56,0
299,0.68,0.69,0.71,-0.38,744,14.21,85.79,27.95,-0.01,-0.18,0.09,2737,0.685,0.02,24.94,0.0,5,315.56,0
300,0.77,0.79,0.81,-0.41,3436,16.06,83.94,31.56,-0.01,-0.19,0.09,12219,0.78,0.02,24.32,0.0,5,315.56,0
301,0.91,0.93,0.88,-0.47,421,18.47,81.53,36.27,-0.01,-0.21,0.1,1396,0.92,0.03,23.99,0.0,5,315.56,0
302,1.05,1.07,1.03,-0.54,428,20.94,79.06,41.1,-0.01,-0.23,0.11,2678,1.06,0.03,23.46,0.0,5,315.56,0
303,1.2,1.21,1.28,-0.53,3803,23.58,76.42,46.24,-0.01,-0.24,0.12,5516,1.205,0.03,22.79,0.0,5,315.56,0
304,1.39,1.41,1.42,-0.59,640,26.76,73.24,52.43,-0.01,-0.25,0.13,2057,1.4,0.04,22.33,0.0,5,315.56,0
305,1.62,1.64,1.64,-0.72,1432,30.31,69.69,59.33,-0.02,-0.27,0.14,3265,1.63,0.04,21.92,0.0,5,315.56,0
306,1.86,1.88,1.8,-0.8,1659,34.07,65.93,66.62,-0.02,-0.27,0.14,1613,1.87,0.04,21.34,0.0,5,315.56,0
307,2.14,2.16,2.07,-0.86,647,38.22,61.78,74.64,-0.02,-0.28,0.15,1630,2.15,0.05,20.79,0.0,5,315.56,0
308,2.48,2.5,2.42,-0.87,4089,42.78,57.22,83.44,-0.02,-0.29,0.15,2388,2.49,0.05,20.36,0.0,5,315.56,0
309,2.85,2.87,2.95,-0.86,850,47.61,52.39,92.71,-0.02,-0.29,0.16,878,2.86,0.05,19.84,0.0,5,315.56,0
165,0.0,0.01,0.01,-0.01,480,0.06,99.94,0.12,0.0,0.0,0.0,4360,0.005,0.0,128.04,0.0,7,312.7,0
170,0.0,0.01,0.03,0.01,4,0.06,99.94,0.12,0.0,0.0,0.0,222,0.005,0.0,122.27,0.0,7,312.7,0
175,0.0,0.01,0.01,-0.01,500,0.06,99.94,0.13,0.0,0.0,0.0,915,0.005,0.0,116.65,0.0,7,312.7,0
180,0.0,0.01,0.02,-0.08,2,0.07,99.93,0.13,0.0,0.0,0.0,21,0.005,0.0,111.18,0.0,7,312.7,0
185,0.0,0.01,0.01,-0.01,202,0.07,99.93,0.13,0.0,0.0,0.0,89,0.005,0.0,105.86,0.0,7,312.7,0
205,0.01,0.02,0.04,-0.04,23,0.19,99.81,0.37,0.0,-0.01,0.0,136,0.015,0.0,93.89,0.0,7,312.7,0
220,0.01,0.02,0.02,-0.02,1,0.21,99.79,0.41,0.0,-0.01,0.0,325,0.015,0.0,79.02,0.0,7,312.7,0
225,0.02,0.03,0.02,-0.02,48,0.33,99.67,0.64,0.0,-0.01,0.0,74,0.025,0.0,77.67,0.0,7,312.7,0
240,0.03,0.04,0.03,-0.03,4,0.49,99.51,0.97,0.0,-0.02,0.01,1120,0.035,0.0,65.45,0.0,7,312.7,0
245,0.03,0.04,0.04,-0.03,2,0.52,99.48,1.02,0.0,-0.02,0.01,341,0.035,0.0,60.6,0.0,7,312.7,0
255,0.05,0.06,0.05,-0.05,4,0.84,99.16,1.65,0.0,-0.02,0.01,619,0.055,0.0,53.9,0.0,7,312.7,0
260,0.07,0.08,0.07,-0.04,1,1.14,98.86,2.25,0.0,-0.03,0.01,1059,0.075,0.0,50.97,0.0,7,312.7,0
265,0.09,0.1,0.09,-0.04,22,1.48,98.52,2.91,0.0,-0.04,0.01,2308,0.095,0.0,47.51,0.0,7,312.7,0
270,0.11,0.13,0.11,-0.03,4,1.92,98.08,3.78,0.0,-0.05,0.02,1173,0.12,0.0,43.94,0.0,7,312.7,0
273,0.14,0.15,0.13,-0.08,3,2.32,97.68,4.58,0.0,-0.05,0.02,990,0.145,0.0,42.01,0.0,7,312.7,0
275,0.15,0.16,0.15,-0.07,10,2.54,97.46,5.01,0.0,-0.06,0.02,9793,0.155,0.0,40.36,0.0,7,312.7,0
276,0.16,0.17,0.16,-0.08,11,2.72,97.28,5.36,0.0,-0.06,0.03,698,0.165,0.0,39.7,0.0,7,312.7,0
278,0.18,0.19,0.18,-0.06,3,3.08,96.92,6.07,0.0,-0.06,0.03,619,0.185,0.0,38.3,0.0,7,312.7,0
279,0.19,0.2,0.18,-0.12,1,3.27,96.73,6.45,0.0,-0.07,0.03,1060,0.195,0.0,37.57,0.0,7,312.7,0
280,0.2,0.21,0.22,-0.08,262,3.47,96.53,6.83,0.0,-0.07,0.03,2718,0.205,0.0,36.8,0.0,7,312.7,0
282,0.24,0.25,0.21,-0.09,4,4.13,95.87,8.13,0.0,-0.08,0.04,473,0.245,0.0,35.76,0.0,7,312.7,0
284,0.28,0.29,0.3,-0.11,23,4.82,95.18,9.5,0.0,-0.09,0.04,835,0.285,0.01,34.51,0.0,7,312.7,0
285,0.3,0.31,0.28,-0.14,48,5.18,94.82,10.21,0.0,-0.09,0.04,3484,0.305,0.01,33.82,0.0,7,312.7,0
