,Exp,Strike,BID.1,ASK.1,Option Code.1,LAST.1,Net Chng.1,Volume.2,Prob.ITM.1,Prob.OTM.1,Prob.Touch.1,Rho.1,Theta.1,Vega.1,Volume.3,Open.Int.1,Extrinsic.1,Gamma.1,Impl Vol.1,Intrinsic.1
59,2 OCT 20,321.0,0.03,0.04,SPY201002P321,0.03,-.26,"2,145",1.46%,98.54%,2.84%,0.0,-0.03,0.01,"2,145","5,383",0.035,0.0,28.86%,0.0
60,2 OCT 20,322.0,0.03,0.04,SPY201002P322,0.03,-.32,"3,659",1.53%,98.47%,2.99%,0.0,-0.03,0.01,"3,659","6,362",0.035,0.01,27.19%,0.0
61,2 OCT 20,323.0,0.04,0.05,SPY201002P323,0.04,-.39,"3,740",1.96%,98.04%,3.81%,0.0,-0.04,0.01,"3,740","14,265",0.045,0.01,26.47%,0.0
62,2 OCT 20,324.0,0.05,0.06,SPY201002P324,0.05,-.47,"11,185",2.39%,97.61%,4.66%,0.0,-0.05,0.01,"11,185","9,398",0.055,0.01,25.50%,0.0
63,2 OCT 20,325.0,0.07,0.08,SPY201002P325,0.06,-.54,"17,763",3.20%,96.80%,6.22%,0.0,-0.07,0.02,"17,763","40,861",0.075,0.01,25.00%,0.0
64,2 OCT 20,326.0,0.08,0.09,SPY201002P326,0.08,-.67,"19,581",3.74%,96.26%,7.25%,0.0,-0.08,0.02,"19,581","7,231",0.085,0.01,23.67%,0.0
65,2 OCT 20,327.0,0.11,0.13,SPY201002P327,0.11,-.80,"13,108",5.11%,94.89%,9.91%,0.0,-0.11,0.03,"13,108","10,839",0.12,0.02,23.29%,0.0
66,2 OCT 20,328.0,0.15,0.16,SPY201002P328,0.15,-.96,"13,578",6.55%,93.45%,12.65%,0.0,-0.14,0.03,"13,578","12,221",0.155,0.02,22.47%,0.0
67,2 OCT 20,329.0,0.21,0.22,SPY201002P329,0.19,-1.11,"20,683",8.76%,91.24%,16.89%,0.0,-0.18,0.04,"20,683","20,693",0.215,0.03,22.00%,0.0
68,2 OCT 20,330.0,0.29,0.3,SPY201002P330,0.3,-1.25,"55,555",11.59%,88.41%,22.28%,0.0,-0.24,0.05,"55,555","37,760",0.295,0.04,21.52%,0.0
69,2 OCT 20,331.0,0.39,0.41,SPY201002P331,0.39,-1.46,"28,284",15.11%,84.89%,28.96%,0.0,-0.3,0.06,"28,284","10,133",0.4,0.04,20.99%,0.0
70,2 OCT 20,332.0,0.53,0.55,SPY201002P332,0.55,-1.63,"26,593",19.51%,80.49%,37.26%,0.0,-0.37,0.07,"26,593","7,304",0.54,0.05,20.47%,0.0
71,2 OCT 20,333.0,0.71,0.73,SPY201002P333,0.72,-1.76,"38,504",24.84%,75.16%,47.22%,0.0,-0.45,0.08,"38,504","16,047",0.72,0.06,19.91%,0.0
72,2 OCT 20,334.0,0.95,0.98,SPY201002P334,0.98,-2.00,"30,740",31.32%,68.68%,59.26%,-0.01,-0.52,0.09,"30,740","8,478",0.965,0.07,19.48%,0.0
73,2 OCT 20,335.0,1.25,1.28,SPY201002P335,1.27,-2.16,"70,251",38.68%,61.32%,72.73%,-0.01,-0.58,0.09,"70,251","9,665",1.265,0.08,18.95%,0.0
74,2 OCT 20,336.0,1.62,1.66,SPY201002P336,1.65,-2.37,"62,819",46.90%,53.10%,87.56%,-0.01,-0.62,0.1,"62,819","8,250",1.64,0.09,18.41%,0.0
75,2 OCT 20,337.0,2.06,2.11,SPY201002P337,2.09,-2.45,"45,743",55.78%,44.22%,95.94%,-0.01,-0.63,0.1,"45,743","7,812",1.885,0.09,17.72%,0.2
76,2 OCT 20,338.0,2.58,2.64,SPY201002P338,2.61,-2.82,"19,445",65.13%,34.87%,75.26%,-0.01,-0.59,0.09,"19,445","5,694",1.41,0.09,16.90%,1.2
77,2 OCT 20,339.0,3.2,3.26,SPY201002P339,3.1,-3.05,"6,524",74.53%,25.47%,54.71%,-0.01,-0.51,0.08,"6,524","3,267",1.03,0.08,15.99%,2.2
78,2 OCT 20,340.0,3.88,3.96,SPY201002P340,3.9,-2.89,"6,845",84.09%,15.91%,34.06%,-0.02,-0.4,0.06,"6,845","4,503",0.72,0.07,14.54%,3.2
79,2 OCT 20,341.0,4.65,4.75,SPY201002P341,4.32,-1.27,890,93.52%,6.48%,13.86%,-0.02,-0.28,0.03,890,"1,673",0.5,0.04,12.18%,4.2
80,2 OCT 20,342.0,5.49,5.59,SPY201002P342,5.28,-1.12,371,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,371,"1,300",0.34,0.0,0.14%,5.2
81,2 OCT 20,343.0,6.37,6.48,SPY201002P343,6.2,-3.45,247,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,247,"1,192",0.225,0.0,0.14%,6.2
82,2 OCT 20,344.0,7.29,7.42,SPY201002P344,7.3,-2.05,156,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,156,745,0.155,0.0,0.13%,7.2
83,2 OCT 20,345.0,8.24,8.37,SPY201002P345,8.02,-3.26,94,100.00%,0.00%,0.00%,0.0,0.0,-92.0,94,"1,383",0.105,0.0,0.13%,8.2
84,2 OCT 20,346.0,9.21,9.34,SPY201002P346,8.99,-1.21,227,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,227,720,0.075,0.0,0.14%,9.2
85,2 OCT 20,347.0,10.07,10.49,SPY201002P347,10.09,+.99,19,100.00%,0.00%,0.00%,0.0,0.0,-112.0,19,486,0.08,0.0,0.13%,10.2
86,2 OCT 20,348.0,11.18,11.31,SPY201002P348,12.15,-1.67,22,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,22,"1,303",0.045,0.0,0.14%,11.2
87,2 OCT 20,349.0,12.18,12.31,SPY201002P349,12.08,-.91,41,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,41,"1,346",0.045,0.0,0.14%,12.2
88,2 OCT 20,350.0,13.18,13.3,SPY201002P350,12.9,-1.09,373,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,373,"2,084",0.04,0.0,0.14%,13.2
89,2 OCT 20,351.0,14.03,14.48,SPY201002P351,13.9,-3.30,6,100.00%,0.00%,0.00%,0.0,0.0,-152.0,6,"1,242",0.055,0.0,0.14%,14.2
90,2 OCT 20,352.0,15.04,15.47,SPY201002P352,14.95,-3.10,2,100.00%,0.00%,0.00%,0.0,0.0,-162.0,2,"1,170",0.055,0.0,0.14%,15.2
91,2 OCT 20,353.0,16.04,16.47,SPY201002P353,17.72,+1.81,26,100.00%,0.00%,0.00%,0.0,0.0,-172.0,26,338,0.055,0.0,0.14%,16.2
92,2 OCT 20,354.0,17.03,17.47,SPY201002P354,17.06,-.99,17,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,17,701,0.05,0.0,0.13%,17.2
93,2 OCT 20,355.0,18.03,18.47,SPY201002P355,18.57,+.82,1,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,1,264,0.05,0.0,0.13%,18.2
94,2 OCT 20,356.0,19.04,19.47,SPY201002P356,19.16,+.40,3,100.00%,0.00%,0.00%,0.0,0.0,-202.0,3,30,0.055,0.0,0.14%,19.2
95,2 OCT 20,357.0,20.02,20.47,SPY201002P357,23.51,-2.98,1,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,1,271,0.045,0.0,0.14%,20.2
96,2 OCT 20,358.0,21.03,21.46,SPY201002P358,25.29,+2.05,1,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,1,88,0.045,0.0,0.14%,21.2
97,2 OCT 20,359.0,22.03,22.47,SPY201002P359,26.19,+1.19,1,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,1,141,0.05,0.0,0.13%,22.2
98,2 OCT 20,360.0,23.03,23.47,SPY201002P360,24.4,-2.29,12,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,12,"1,839",0.05,0.0,0.13%,23.2
99,2 OCT 20,361.0,24.03,24.46,SPY201002P361,25.23,0,0,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,0,20,0.045,0.0,0.14%,24.2
100,2 OCT 20,362.0,25.03,25.46,SPY201002P362,26.23,0,0,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,0,52,0.045,0.0,0.14%,25.2
101,2 OCT 20,363.0,26.04,26.47,SPY201002P363,30.4,+4.55,1,100.00%,0.00%,0.00%,0.0,0.0,-272.0,1,3,0.055,0.0,0.14%,26.2
102,2 OCT 20,364.0,27.01,27.46,SPY201002P364,29.29,0,0,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,0,13,0.035,0.0,0.14%,27.2
103,2 OCT 20,365.0,28.03,28.46,SPY201002P365,31.58,-7.17,1,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,1,23,0.045,0.0,0.14%,28.2
104,2 OCT 20,366.0,29.03,29.46,SPY201002P366,25.74,-4.96,1,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,1,0,0.045,0.0,0.14%,29.2
105,2 OCT 20,367.0,30.01,30.47,SPY201002P367,18.2,<empty>,2,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,2,2,0.04,0.0,0.14%,30.2
106,2 OCT 20,368.0,31.02,31.46,SPY201002P368,22.87,+6.99,2,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,2,0,0.04,0.0,0.14%,31.2
107,2 OCT 20,369.0,32.03,32.46,SPY201002P369,34.88,-1.38,2,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,2,4,0.045,0.0,0.14%,32.2
108,2 OCT 20,370.0,33.02,33.46,SPY201002P370,37.26,+2.52,2,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,2,3,0.04,0.0,0.14%,33.2
109,2 OCT 20,371.0,34.03,34.46,SPY201002P371,36.88,-1.30,2,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,2,3,0.045,0.0,0.14%,34.2
110,2 OCT 20,372.0,35.02,35.46,SPY201002P372,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,<empty>,0,0.04,0.0,0.14%,35.2
111,2 OCT 20,373.0,36.01,36.47,SPY201002P373,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,<empty>,0,0.04,0.0,0.14%,36.2
112,2 OCT 20,374.0,37.03,37.46,SPY201002P374,24.91,<empty>,10,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,10,0,0.045,0.0,0.13%,37.2
113,2 OCT 20,375.0,38.02,38.46,SPY201002P375,41.61,+8.68,2,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,2,0,0.04,0.0,0.14%,38.2
114,2 OCT 20,376.0,39.03,39.46,SPY201002P376,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,<empty>,1,0.045,0.0,0.13%,39.2
115,2 OCT 20,377.0,40.03,40.46,SPY201002P377,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,<empty>,0,0.045,0.0,0.13%,40.2
116,2 OCT 20,378.0,41.02,41.46,SPY201002P378,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,<empty>,0,0.04,0.0,0.14%,41.2
117,2 OCT 20,379.0,42.01,42.46,SPY201002P379,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,<empty>,0,0.035,0.0,0.14%,42.2
118,2 OCT 20,380.0,43.01,43.47,SPY201002P380,46.62,+12.12,2,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,2,0,0.04,0.0,0.14%,43.2
119,2 OCT 20,381.0,44.01,44.47,SPY201002P381,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,<empty>,0,0.04,0.0,0.14%,44.2
120,2 OCT 20,382.0,45.04,45.46,SPY201002P382,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,<empty>,0,0.05,0.0,0.14%,45.2
121,2 OCT 20,383.0,46.03,46.46,SPY201002P383,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,<empty>,0,0.045,0.0,0.13%,46.2
122,2 OCT 20,384.0,47.05,47.47,SPY201002P384,46.29,+6.29,2,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,2,1,0.06,0.0,0.14%,47.2
123,2 OCT 20,385.0,48.04,48.47,SPY201002P385,40.94,<empty>,1,100.00%,0.00%,0.00%,0.0,0.0,-492.0,1,0,0.055,0.0,0.14%,48.2
124,2 OCT 20,386.0,49.04,49.47,SPY201002P386,0.0,0,<empty>,100.00%,0.00%,0.00%,0.0,0.0,-502.0,<empty>,0,0.055,0.0,0.14%,49.2
125,2 OCT 20,387.0,50.03,50.46,SPY201002P387,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,<empty>,0,0.045,0.0,0.13%,50.2
126,2 OCT 20,388.0,51.03,51.46,SPY201002P388,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,<empty>,0,0.045,0.0,0.13%,51.2
127,2 OCT 20,389.0,52.04,52.46,SPY201002P389,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,<empty>,0,0.05,0.0,0.14%,52.2
128,2 OCT 20,390.0,53.03,53.46,SPY201002P390,38.54,+2.04,2,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,2,0,0.045,0.0,0.13%,53.2
129,2 OCT 20,391.0,54.02,54.46,SPY201002P391,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,<empty>,0,0.04,0.0,0.14%,54.2
130,2 OCT 20,392.0,55.03,55.47,SPY201002P392,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,<empty>,0,0.05,0.0,0.14%,55.2
131,2 OCT 20,395.0,58.01,58.47,SPY201002P395,45.89,<empty>,50,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,50,0,0.04,0.0,0.14%,58.2
132,2 OCT 20,400.0,63.05,63.46,SPY201002P400,64.58,+13.70,1,100.00%,0.00%,0.00%,0.0,0.0,-642.0,1,1,0.055,0.0,0.14%,63.2
133,2 OCT 20,405.0,68.05,68.47,SPY201002P405,58.94,<empty>,1,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,1,0,0.06,0.0,0.14%,68.2
134,2 OCT 20,410.0,73.0,73.48,SPY201002P410,74.96,0,0,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,0,10,0.04,0.0,0.13%,73.2
135,2 OCT 20,415.0,78.0,78.48,SPY201002P415,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,<empty>,10,0.04,0.0,0.13%,78.2
136,2 OCT 20,420.0,83.03,83.48,SPY201002P420,82.96,<empty>,1,100.00%,0.00%,0.00%,0.0,0.0,-842.0,1,0,0.055,0.0,0.14%,83.2
137,2 OCT 20,425.0,88.0,88.48,SPY201002P425,87.94,-2.46,1,100.00%,0.00%,0.00%,-0.02,-0.21,0.0,1,1,0.04,0.0,0.13%,88.2
138,5 OCT 20,170.0,0.0,0.01,SPY201005P170,0.01,0,"5,000",0.06%,99.94%,0.11%,0.0,0.0,0.0,"5,000","12,433",0.005,0.0,174.00%,0.0
139,5 OCT 20,175.0,0.0,0.01,SPY201005P175,0.0,0,<empty>,0.06%,99.94%,0.11%,0.0,0.0,0.0,<empty>,"1,001",0.005,0.0,166.95%,0.0
140,5 OCT 20,180.0,0.0,0.01,SPY201005P180,0.01,-.03,1,0.06%,99.94%,0.11%,0.0,0.0,0.0,1,29,0.005,0.0,160.09%,0.0
141,5 OCT 20,185.0,0.0,0.01,SPY201005P185,0.14,+.07,1,0.06%,99.94%,0.12%,0.0,0.0,0.0,1,3,0.005,0.0,153.42%,0.0
142,5 OCT 20,190.0,0.0,0.01,SPY201005P190,0.01,0,301,0.06%,99.94%,0.12%,0.0,0.0,0.0,301,311,0.005,0.0,146.92%,0.0
143,5 OCT 20,195.0,0.0,0.01,SPY201005P195,0.01,0,5,0.06%,99.94%,0.12%,0.0,0.0,0.0,5,302,0.005,0.0,140.58%,0.0
144,5 OCT 20,200.0,0.0,0.01,SPY201005P200,0.01,0,3,0.06%,99.94%,0.12%,0.0,0.0,0.0,3,446,0.005,0.0,134.40%,0.0
145,5 OCT 20,205.0,0.0,0.01,SPY201005P205,0.02,0,100,0.06%,99.94%,0.12%,0.0,0.0,0.0,100,332,0.005,0.0,128.36%,0.0
146,5 OCT 20,210.0,0.0,0.01,SPY201005P210,0.01,-.02,11,0.06%,99.94%,0.13%,0.0,0.0,0.0,11,27,0.005,0.0,122.46%,0.0
147,5 OCT 20,215.0,0.0,0.01,SPY201005P215,0.02,-.01,50,0.07%,99.93%,0.13%,0.0,0.0,0.0,50,103,0.005,0.0,116.68%,0.0
148,5 OCT 20,220.0,0.0,0.01,SPY201005P220,0.01,-.01,101,0.07%,99.93%,0.13%,0.0,0.0,0.0,101,213,0.005,0.0,111.03%,0.0
