LAST,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theta,Vega,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,BID,ASK,Strike,expire_days,expire_price,target
0.01,-0.02,146,0.16,99.84,0.32,0.0,0.0,0.0,1899,0.005,0.0,61.68,0.0,0.0,0.01,340,0,311.89,0
0.01,-0.02,115,0.15,99.85,0.31,0.0,0.0,0.0,257,0.005,0.0,63.41,0.0,0.0,0.01,341,0,311.89,0
0.01,-0.01,7,0.15,99.85,0.3,0.0,0.0,0.0,1155,0.005,0.0,65.14,0.0,0.0,0.01,342,0,311.89,0
0.01,0.0,72,0.15,99.85,0.3,0.0,0.0,0.0,144,0.005,0.0,66.85,0.0,0.0,0.01,343,0,311.89,0
0.07,-0.03,2,0.14,99.86,0.29,0.0,0.0,0.0,21,0.005,0.0,68.55,0.0,0.0,0.01,344,0,311.89,0
0.01,-0.01,344,0.14,99.86,0.28,0.0,0.0,0.0,781,0.005,0.0,70.25,0.0,0.0,0.01,345,0,311.89,0
0.01,-0.01,13,0.13,99.87,0.27,0.0,0.0,0.0,276,0.005,0.0,71.93,0.0,0.0,0.01,346,0,311.89,0
0.01,0.0,90,0.13,99.87,0.27,0.0,0.0,0.0,206,0.005,0.0,73.61,0.0,0.0,0.01,347,0,311.89,0
0.01,0.0,80,0.13,99.87,0.26,0.0,-0.01,0.0,465,0.005,0.0,75.28,0.0,0.0,0.01,348,0,311.89,0
0.07,-0.05,15,0.13,99.87,0.25,0.0,0.0,0.0,522,0.005,0.0,76.94,0.0,0.0,0.01,349,0,311.89,0
0.02,0.0,4,0.12,99.88,0.25,0.0,0.0,0.0,2119,0.005,0.0,78.59,0.0,0.0,0.01,350,0,311.89,0
0.04,-0.03,2,0.12,99.88,0.24,0.0,0.0,0.0,7,0.005,0.0,80.24,0.0,0.0,0.01,351,0,311.89,0
0.01,-0.01,1,0.12,99.88,0.24,0.0,0.0,0.0,92,0.005,0.0,81.88,0.0,0.0,0.01,352,0,311.89,0
0.05,-0.02,101,0.11,99.89,0.23,0.0,0.0,0.0,129,0.005,0.0,83.51,0.0,0.0,0.01,353,0,311.89,0
0.01,-0.01,10,0.11,99.89,0.22,0.0,0.0,0.0,255,0.005,0.0,86.75,0.0,0.0,0.01,355,0,311.89,0
0.02,0.0,145,0.1,99.9,0.2,0.0,0.0,0.0,396,0.005,0.0,94.72,0.0,0.0,0.01,360,0,311.89,0
0.01,0.0,1,0.09,99.91,0.19,0.0,0.0,0.0,240,0.005,0.0,102.52,0.0,0.0,0.01,365,0,311.89,0
0.01,-0.01,1,0.08,99.92,0.17,0.0,-0.01,0.0,777,0.005,0.0,110.16,0.0,0.0,0.01,370,0,311.89,0
0.01,-0.01,1,0.08,99.92,0.16,0.0,0.0,0.0,179,0.005,0.0,117.66,0.0,0.0,0.01,375,0,311.89,0
0.01,0.0,1,0.07,99.93,0.15,0.0,0.0,0.0,477,0.005,0.0,125.01,0.0,0.0,0.01,380,0,311.89,0
2.0,0.16,13852,46.2,53.8,96.29,0.01,-0.61,0.09,20344,2.045,0.07,24.92,0.0,2.04,2.05,310,1,315.7,1
1.52,0.12,17200,38.98,61.02,81.07,0.01,-0.57,0.09,16447,1.535,0.07,24.01,0.0,1.53,1.54,311,1,315.7,1
1.12,0.06,15174,31.91,68.09,66.18,0.01,-0.51,0.08,19250,1.135,0.07,23.49,0.0,1.13,1.14,312,1,315.7,1
0.8,0.0,14874,25.14,74.86,52.01,0.0,-0.43,0.07,6012,0.805,0.06,22.92,0.0,0.8,0.81,313,1,315.7,1
0.56,0.02,8890,19.27,80.73,39.77,0.0,-0.35,0.06,7556,0.565,0.05,22.65,0.0,0.56,0.57,314,1,315.7,1
0.38,-0.05,9914,14.38,85.62,29.62,0.0,-0.27,0.05,9883,0.39,0.04,22.53,0.0,0.38,0.4,315,1,315.7,1
0.28,-0.04,8540,10.47,89.53,21.52,0.0,-0.2,0.04,6787,0.265,0.04,22.5,0.0,0.26,0.27,316,1,315.7,0
0.17,-0.07,3082,7.39,92.61,15.16,0.0,-0.14,0.03,4502,0.175,0.03,22.46,0.0,0.17,0.18,317,1,315.7,0
0.12,-0.06,2590,5.14,94.86,10.52,0.0,-0.1,0.02,9683,0.115,0.02,22.53,0.0,0.11,0.12,318,1,315.7,0
0.09,-0.05,1017,3.86,96.14,7.89,0.0,-0.08,0.02,4316,0.085,0.02,23.21,0.0,0.08,0.09,319,1,315.7,0
0.06,-0.05,2881,2.61,97.39,5.33,0.0,-0.05,0.01,11229,0.055,0.01,23.31,0.0,0.05,0.06,320,1,315.7,0
0.04,-0.04,300,1.73,98.27,3.54,0.0,-0.03,0.01,3086,0.035,0.01,23.42,0.0,0.03,0.04,321,1,315.7,0
0.02,-0.04,334,1.26,98.74,2.57,0.0,-0.02,0.01,3026,0.025,0.01,23.99,0.0,0.02,0.03,322,1,315.7,0
0.02,-0.03,380,0.78,99.22,1.59,0.0,-0.01,0.01,3850,0.015,0.0,23.93,0.0,0.01,0.02,323,1,315.7,0
0.02,-0.01,1115,0.73,99.27,1.5,0.0,-0.01,0.0,5249,0.015,0.0,25.45,0.0,0.01,0.02,324,1,315.7,0
0.01,-0.02,35,0.7,99.3,1.41,0.0,-0.01,0.0,5111,0.015,0.0,26.95,0.0,0.01,0.02,325,1,315.7,0
0.01,-0.01,75,0.27,99.73,0.55,0.0,0.0,0.0,12083,0.005,0.0,25.32,0.0,0.0,0.01,326,1,315.7,0
0.01,-0.01,37,0.26,99.74,0.52,0.0,0.0,0.0,8671,0.005,0.0,26.66,0.0,0.0,0.01,327,1,315.7,0
0.01,0.0,3,0.25,99.75,0.5,0.0,0.0,0.0,1361,0.005,0.0,27.99,0.0,0.0,0.01,328,1,315.7,0
0.01,-0.02,424,0.24,99.76,0.48,0.0,0.0,0.0,1406,0.005,0.0,29.31,0.0,0.0,0.01,329,1,315.7,0
0.01,0.0,9,0.23,99.77,0.46,0.0,0.0,0.0,5837,0.005,0.0,30.63,0.0,0.0,0.01,330,1,315.7,0
0.01,-0.01,3,0.21,99.79,0.42,0.0,0.0,0.0,959,0.005,0.0,33.22,0.0,0.0,0.01,332,1,315.7,0
0.01,-0.02,1,0.2,99.8,0.41,0.0,0.0,0.0,619,0.005,0.0,34.5,0.0,0.0,0.01,333,1,315.7,0
0.01,-0.02,64,0.19,99.81,0.39,0.0,0.0,0.0,1356,0.005,0.0,35.78,0.0,0.0,0.01,334,1,315.7,0
0.01,0.0,9,0.19,99.81,0.38,0.0,0.0,0.0,3513,0.005,0.0,37.04,0.0,0.0,0.01,335,1,315.7,0
0.01,0.0,1,0.18,99.82,0.36,0.0,0.0,0.0,273,0.005,0.0,38.31,0.0,0.0,0.01,336,1,315.7,0
0.02,-0.02,2,0.17,99.83,0.35,0.0,0.0,0.0,602,0.005,0.0,39.56,0.0,0.0,0.01,337,1,315.7,0
0.01,-0.01,12,0.17,99.83,0.34,0.0,0.0,0.0,1470,0.005,0.0,40.81,0.0,0.0,0.01,338,1,315.7,0
0.01,-0.01,12,0.16,99.84,0.33,0.0,0.0,0.0,435,0.005,0.0,42.04,0.0,0.0,0.01,339,1,315.7,0
0.01,0.0,21,0.16,99.84,0.32,0.0,0.0,0.0,1834,0.005,0.0,43.28,0.0,0.0,0.01,340,1,315.7,0
0.01,-0.01,9,0.15,99.85,0.31,0.0,0.0,0.0,516,0.005,0.0,44.5,0.0,0.0,0.01,341,1,315.7,0
0.01,-0.01,1,0.15,99.85,0.3,0.0,0.0,0.0,1746,0.005,0.0,45.72,0.0,0.0,0.01,342,1,315.7,0
0.01,-0.02,1,0.15,99.85,0.3,0.0,0.0,0.0,194,0.005,0.0,46.93,0.0,0.0,0.01,343,1,315.7,0
0.02,-0.01,101,0.14,99.86,0.28,0.0,0.0,0.0,398,0.005,0.0,49.34,0.0,0.0,0.01,345,1,315.7,0
0.01,-0.01,2,0.14,99.86,0.27,0.0,0.0,0.0,63,0.005,0.0,50.53,0.0,0.0,0.01,346,1,315.7,0
0.01,-0.01,13,0.13,99.87,0.27,0.0,0.0,0.0,336,0.005,0.0,51.72,0.0,0.0,0.01,347,1,315.7,0
0.02,-0.03,1,0.13,99.87,0.26,0.0,0.0,0.0,134,0.005,0.0,52.89,0.0,0.0,0.01,348,1,315.7,0
0.01,-0.02,40,0.13,99.87,0.25,0.0,0.0,0.0,420,0.005,0.0,54.07,0.0,0.0,0.01,349,1,315.7,0
0.01,-0.01,116,0.12,99.88,0.25,0.0,0.0,0.0,743,0.005,0.0,55.24,0.0,0.0,0.01,350,1,315.7,0
0.01,-0.02,3,0.12,99.88,0.24,0.0,0.0,0.0,246,0.005,0.0,56.4,0.0,0.0,0.01,351,1,315.7,0
0.01,0.0,116,0.12,99.88,0.24,0.0,0.0,0.0,399,0.005,0.0,57.56,0.0,0.0,0.01,352,1,315.7,0
0.02,0.0,1,0.12,99.88,0.23,0.0,0.0,0.0,23,0.005,0.0,58.72,0.0,0.0,0.01,353,1,315.7,0
0.01,-0.01,1,0.11,99.89,0.22,0.0,0.0,0.0,208,0.005,0.0,61.01,0.0,0.0,0.01,355,1,315.7,0
0.01,0.0,9,0.1,99.9,0.2,0.0,0.0,0.0,5718,0.005,0.0,66.65,0.0,0.0,0.01,360,1,315.7,0
0.01,0.0,20,0.09,99.91,0.19,0.0,0.0,0.0,258,0.005,0.0,72.17,0.0,0.0,0.01,365,1,315.7,0
0.01,-0.01,10,0.08,99.92,0.17,0.0,0.0,0.0,822,0.005,0.0,77.57,0.0,0.0,0.01,370,1,315.7,0
0.01,0.0,4,0.07,99.93,0.15,0.0,0.0,0.0,586,0.005,0.0,88.07,0.0,0.0,0.01,380,1,315.7,0
0.01,0.0,6,0.06,99.94,0.13,0.0,0.0,0.0,1,0.005,0.0,98.2,0.0,0.0,0.01,390,1,315.7,0
2.93,0.28,4723,47.33,52.67,97.37,0.02,-0.26,0.16,5047,2.95,0.05,19.93,0.0,2.94,2.96,310,5,317.68,1
2.36,0.14,2940,42.15,57.85,86.59,0.02,-0.25,0.16,2869,2.41,0.05,19.35,0.0,2.4,2.42,311,5,317.68,1
1.96,0.18,2924,36.95,63.05,75.81,0.02,-0.24,0.15,3088,1.96,0.05,19.0,0.0,1.95,1.97,312,5,317.68,1
1.51,0.12,2333,31.76,68.24,65.07,0.02,-0.22,0.14,1965,1.555,0.05,18.58,0.0,1.54,1.57,313,5,317.68,1
1.25,0.13,1780,26.83,73.17,54.89,0.01,-0.2,0.13,2867,1.22,0.05,18.28,0.0,1.21,1.23,314,5,317.68,1
0.93,0.03,13103,22.32,77.68,45.61,0.01,-0.18,0.12,21754,0.95,0.04,18.09,0.0,0.94,0.96,315,5,317.68,1
0.74,0.08,2016,18.2,81.8,37.15,0.01,-0.16,0.11,2143,0.725,0.04,17.89,0.0,0.72,0.73,316,5,317.68,1
0.54,0.02,837,14.56,85.44,29.7,0.01,-0.13,0.09,4167,0.545,0.03,17.72,0.0,0.54,0.55,317,5,317.68,1
0.4,-0.01,1490,11.47,88.53,23.37,0.01,-0.11,0.08,1763,0.405,0.03,17.61,0.0,0.4,0.41,318,5,317.68,0
0.33,0.01,754,9.22,90.78,18.76,0.0,-0.09,0.07,1508,0.315,0.02,17.79,0.0,0.31,0.32,319,5,317.68,0
0.23,-0.05,4090,7.18,92.82,14.59,0.0,-0.08,0.06,7070,0.235,0.02,17.81,0.0,0.23,0.24,320,5,317.68,0
0.18,-0.03,471,5.55,94.45,11.28,0.0,-0.06,0.05,1905,0.175,0.02,17.88,0.0,0.17,0.18,321,5,317.68,0
0.15,-0.03,1172,4.38,95.62,8.89,0.0,-0.05,0.04,1355,0.135,0.01,18.1,0.0,0.13,0.14,322,5,317.68,0
0.11,-0.03,571,3.47,96.53,7.03,0.0,-0.04,0.03,1150,0.105,0.01,18.36,0.0,0.1,0.11,323,5,317.68,0
0.08,-0.02,61,2.81,97.19,5.71,0.0,-0.04,0.03,1354,0.085,0.01,18.74,0.0,0.08,0.09,324,5,317.68,0
0.07,-0.02,189,2.19,97.81,4.44,0.0,-0.03,0.02,2110,0.065,0.01,18.94,0.0,0.06,0.07,325,5,317.68,0
0.06,0.0,124,1.84,98.16,3.72,0.0,-0.03,0.02,1357,0.055,0.01,19.43,0.0,0.05,0.06,326,5,317.68,0
0.05,0.0,62,1.5,98.5,3.04,0.0,-0.02,0.02,573,0.045,0.01,19.81,0.0,0.04,0.05,327,5,317.68,0
0.04,0.0,16,1.19,98.81,2.41,0.0,-0.02,0.01,665,0.035,0.0,20.08,0.0,0.03,0.04,328,5,317.68,0
0.04,0.0,6,0.88,99.12,1.77,0.0,-0.01,0.01,408,0.025,0.0,20.1,0.0,0.02,0.03,329,5,317.68,0
0.04,0.0,31,0.84,99.16,1.7,0.0,-0.01,0.01,4937,0.025,0.0,20.97,0.0,0.02,0.03,330,5,317.68,0
0.02,-0.01,4,0.81,99.19,1.63,0.0,-0.01,0.01,828,0.025,0.0,21.83,0.0,0.02,0.03,331,5,317.68,0
0.02,0.0,17,0.52,99.48,1.06,0.0,-0.01,0.01,665,0.015,0.0,21.43,0.0,0.01,0.02,332,5,317.68,0
0.02,0.0,1,0.5,99.5,1.01,0.0,-0.01,0.01,592,0.015,0.0,22.21,0.0,0.01,0.02,333,5,317.68,0
0.01,-0.01,4,0.48,99.52,0.97,0.0,-0.01,0.01,300,0.015,0.0,23.02,0.0,0.01,0.02,334,5,317.68,0
0.02,0.0,3,0.46,99.54,0.94,0.0,-0.01,0.01,591,0.015,0.0,23.81,0.0,0.01,0.02,335,5,317.68,0
0.03,-0.04,228,0.45,99.55,0.91,0.0,-0.01,0.01,472,0.015,0.0,24.61,0.0,0.01,0.02,336,5,317.68,0
0.01,0.0,30,0.17,99.83,0.35,0.0,0.0,0.0,1011,0.005,0.0,22.79,0.0,0.0,0.01,337,5,317.68,0
0.01,-0.04,200,0.16,99.84,0.33,0.0,0.0,0.0,295,0.005,0.0,24.22,0.0,0.0,0.01,339,5,317.68,0
0.01,0.0,2,0.16,99.84,0.32,0.0,0.0,0.0,1675,0.005,0.0,24.94,0.0,0.0,0.01,340,5,317.68,0
0.01,0.0,2,0.15,99.85,0.31,0.0,0.0,0.0,227,0.005,0.0,25.64,0.0,0.0,0.01,341,5,317.68,0
0.01,-0.02,1,0.15,99.85,0.3,0.0,0.0,0.0,459,0.005,0.0,27.05,0.0,0.0,0.01,343,5,317.68,0
0.03,-0.02,204,0.14,99.86,0.29,0.0,0.0,0.0,1889,0.005,0.0,27.74,0.0,0.0,0.01,344,5,317.68,0
0.01,-0.01,1,0.14,99.86,0.28,0.0,0.0,0.0,568,0.005,0.0,28.43,0.0,0.0,0.01,345,5,317.68,0
0.02,-0.03,2,0.14,99.86,0.27,0.0,0.0,0.0,23,0.005,0.0,29.12,0.0,0.0,0.01,346,5,317.68,0
0.03,-0.04,5,0.13,99.87,0.27,0.0,0.0,0.0,66,0.005,0.0,29.8,0.0,0.0,0.01,347,5,317.68,0
0.01,-0.01,1,0.13,99.87,0.26,0.0,0.0,0.0,59,0.005,0.0,30.49,0.0,0.0,0.01,348,5,317.68,0
0.01,0.0,26,0.13,99.87,0.25,0.0,0.0,0.0,102,0.005,0.0,31.17,0.0,0.0,0.01,349,5,317.68,0
0.01,-0.01,164,0.12,99.88,0.24,0.0,0.0,0.0,238,0.005,0.0,32.52,0.0,0.0,0.01,351,5,317.68,0
0.01,-0.02,80,0.12,99.88,0.24,0.0,0.0,0.0,118,0.005,0.0,33.19,0.0,0.0,0.01,352,5,317.68,0
0.01,-0.04,130,0.12,99.88,0.23,0.0,0.0,0.0,147,0.005,0.0,33.85,0.0,0.0,0.01,353,5,317.68,0
0.02,0.0,2,0.11,99.89,0.22,0.0,0.0,0.0,476,0.005,0.0,35.18,0.0,0.0,0.01,355,5,317.68,0
0.01,0.0,11,0.1,99.9,0.2,0.0,0.0,0.0,619,0.005,0.0,38.43,0.0,0.0,0.01,360,5,317.68,0
0.01,0.0,150,0.09,99.91,0.19,0.0,0.0,0.0,459,0.005,0.0,41.61,0.0,0.0,0.01,365,5,317.68,0
0.01,-0.03,15,0.08,99.92,0.17,0.0,0.0,0.0,182,0.005,0.0,44.73,0.0,0.0,0.01,370,5,317.68,0
0.03,0.01,1,0.08,99.92,0.16,0.0,0.0,0.0,263,0.005,0.0,47.8,0.0,0.0,0.01,375,5,317.68,0
0.01,0.0,25,0.07,99.93,0.15,0.0,0.0,0.0,171,0.005,0.0,50.8,0.0,0.0,0.01,380,5,317.68,0
3.69,0.16,1319,47.64,52.36,97.91,0.03,-0.25,0.18,3221,3.76,0.04,21.7,0.0,3.75,3.77,310,7,316.3,1
3.3,0.32,553,43.56,56.44,89.41,0.03,-0.24,0.18,988,3.22,0.04,21.24,0.0,3.21,3.23,311,7,316.3,1
2.8,0.29,1190,39.41,60.59,80.8,0.03,-0.23,0.18,904,2.735,0.04,20.85,0.0,2.72,2.75,312,7,316.3,1
2.46,0.42,469,35.26,64.74,72.22,0.02,-0.22,0.17,1473,2.3,0.04,20.5,0.0,2.29,2.31,313,7,316.3,1
1.92,0.14,498,31.12,68.88,63.67,0.02,-0.2,0.16,1875,1.9,0.04,20.1,0.0,1.89,1.91,314,7,316.3,1
1.5,0.11,1255,27.06,72.94,55.31,0.02,-0.19,0.15,2612,1.545,0.04,19.7,0.0,1.53,1.56,315,7,316.3,0
1.24,0.06,354,23.27,76.73,47.51,0.02,-0.17,0.14,1024,1.25,0.04,19.41,0.0,1.24,1.26,316,7,316.3,0
1.06,0.14,184,19.88,80.12,40.55,0.01,-0.15,0.13,1275,1.015,0.03,19.27,0.0,1.0,1.03,317,7,316.3,0
0.88,0.04,186,16.62,83.38,33.88,0.01,-0.14,0.12,788,0.8,0.03,19.01,0.0,0.79,0.81,318,7,316.3,0
0.74,0.13,116,13.73,86.27,27.95,0.01,-0.12,0.1,1507,0.625,0.03,18.79,0.0,0.62,0.63,319,7,316.3,0
0.48,-0.02,891,11.47,88.53,23.34,0.01,-0.1,0.09,19526,0.505,0.02,18.85,0.0,0.5,0.51,320,7,316.3,0
0.42,0.0,88,9.44,90.56,19.2,0.01,-0.09,0.08,1998,0.4,0.02,18.84,0.0,0.39,0.41,321,7,316.3,0
0.32,-0.03,179,7.71,92.29,15.67,0.01,-0.08,0.07,627,0.315,0.02,18.85,0.0,0.31,0.32,322,7,316.3,0
0.27,-0.01,200,6.38,93.62,12.96,0.0,-0.07,0.06,1779,0.255,0.01,19.01,0.0,0.25,0.26,323,7,316.3,0
0.21,-0.02,376,5.25,94.75,10.65,0.0,-0.06,0.05,725,0.205,0.01,19.15,0.0,0.2,0.21,324,7,316.3,0
0.18,-0.01,108,4.31,95.69,8.74,0.0,-0.05,0.04,2062,0.165,0.01,19.31,0.0,0.16,0.17,325,7,316.3,0
0.17,0.02,14,3.57,96.43,7.24,0.0,-0.04,0.04,357,0.135,0.01,19.54,0.0,0.13,0.14,326,7,316.3,0
0.13,0.01,13,3.05,96.95,6.18,0.0,-0.04,0.03,728,0.115,0.01,19.91,0.0,0.11,0.12,327,7,316.3,0
0.1,0.01,12,2.24,97.76,4.55,0.0,-0.03,0.03,1126,0.085,0.01,20.66,0.0,0.08,0.09,329,7,316.3,0
0.07,-0.01,31,1.76,98.24,3.56,0.0,-0.02,0.02,2358,0.065,0.0,20.65,0.0,0.06,0.07,330,7,316.3,0
0.07,0.01,12,1.49,98.51,3.02,0.0,-0.02,0.02,294,0.055,0.0,20.96,0.0,0.05,0.06,331,7,316.3,0
0.06,0.0,20,1.19,98.81,2.4,0.0,-0.02,0.02,297,0.045,0.0,21.95,0.0,0.04,0.05,333,7,316.3,0
0.05,0.0,1,0.94,99.06,1.9,0.0,-0.01,0.01,218,0.035,0.0,21.99,0.0,0.03,0.04,334,7,316.3,0
0.05,0.03,1,0.91,99.09,1.84,0.0,-0.01,0.01,391,0.035,0.0,22.74,0.0,0.03,0.04,335,7,316.3,0
0.03,-0.07,3,0.67,99.33,1.35,0.0,-0.01,0.01,179,0.025,0.0,22.53,0.0,0.02,0.03,336,7,316.3,0
0.02,0.0,4,0.41,99.59,0.83,0.0,-0.01,0.01,171,0.015,0.0,23.35,0.0,0.01,0.02,339,7,316.3,0
0.02,-0.01,1,0.39,99.61,0.78,0.0,-0.01,0.01,408,0.015,0.0,23.95,0.0,0.01,0.02,340,7,316.3,0
0.02,-0.04,203,0.38,99.62,0.76,0.0,-0.01,0.01,482,0.015,0.0,24.63,0.0,0.01,0.02,341,7,316.3,0
0.03,-0.03,2,0.37,99.63,0.75,0.0,-0.01,0.01,31,0.015,0.0,25.31,0.0,0.01,0.02,342,7,316.3,0
0.05,-0.03,1,0.38,99.62,0.76,0.0,-0.01,0.01,10,0.015,0.0,26.1,0.0,0.01,0.02,343,7,316.3,0
0.03,-0.04,20,0.14,99.86,0.28,0.0,0.0,0.0,1751,0.005,0.0,24.63,0.0,0.0,0.01,345,7,316.3,0
0.09,-0.06,5,0.14,99.86,0.27,0.0,0.0,0.0,13,0.005,0.0,25.22,0.0,0.0,0.01,346,7,316.3,0
0.01,-0.01,1,0.13,99.87,0.27,0.0,0.0,0.0,150,0.005,0.0,25.81,0.0,0.0,0.01,347,7,316.3,0
0.03,-0.01,1,0.13,99.87,0.26,0.0,0.0,0.0,27,0.005,0.0,26.4,0.0,0.0,0.01,348,7,316.3,0
0.12,-0.05,1,0.13,99.87,0.25,0.0,0.0,0.0,26,0.005,0.0,26.99,0.0,0.0,0.01,349,7,316.3,0
0.03,-0.01,6,0.12,99.88,0.25,0.0,0.0,0.0,1084,0.005,0.0,27.58,0.0,0.0,0.01,350,7,316.3,0
0.03,-0.15,2,0.12,99.88,0.24,0.0,0.0,0.0,24,0.005,0.0,28.16,0.0,0.0,0.01,351,7,316.3,0
0.01,-0.01,1,0.12,99.88,0.24,0.0,0.0,0.0,3,0.005,0.0,28.74,0.0,0.0,0.01,352,7,316.3,0
0.01,-0.01,1,0.11,99.89,0.22,0.0,0.0,0.0,187,0.005,0.0,30.46,0.0,0.0,0.01,355,7,316.3,0
0.01,0.0,5,0.1,99.9,0.2,0.0,0.0,0.0,176,0.005,0.0,33.28,0.0,0.0,0.01,360,7,316.3,0
0.01,0.0,50,0.09,99.91,0.19,0.0,0.0,0.0,185,0.005,0.0,36.04,0.0,0.0,0.01,365,7,316.3,0
0.02,0.0,6,0.08,99.92,0.17,0.0,0.0,0.0,144,0.005,0.0,38.74,0.0,0.0,0.01,370,7,316.3,0
0.01,-0.01,10,0.08,99.92,0.16,0.0,0.0,0.0,139,0.005,0.0,41.4,0.0,0.0,0.01,375,7,316.3,0
0.01,-0.01,1,0.07,99.93,0.15,0.0,0.0,0.0,663,0.005,0.0,44.0,0.0,0.0,0.01,380,7,316.3,0
4.46,0.29,3490,47.8,52.2,98.24,0.04,-0.23,0.2,5471,4.5,0.03,23.02,0.0,4.48,4.52,310,9,317.88,1
3.91,0.24,2546,44.34,55.66,91.01,0.04,-0.23,0.2,1968,3.915,0.03,22.41,0.0,3.9,3.93,311,9,317.88,1
3.48,0.34,1171,40.8,59.2,83.67,0.03,-0.22,0.2,4670,3.405,0.03,22.0,0.0,3.39,3.42,312,9,317.88,1
3.0,0.36,483,37.19,62.81,76.18,0.03,-0.21,0.2,3653,2.92,0.03,21.52,0.0,2.91,2.93,313,9,317.88,1
2.54,0.28,323,33.56,66.44,68.68,0.03,-0.2,0.19,2020,2.48,0.03,21.08,0.0,2.47,2.49,314,9,317.88,1
