,Exp,Strike,BID.1,ASK.1,Option Code.1,LAST.1,Net Chng.1,Volume.2,Prob.ITM.1,Prob.OTM.1,Prob.Touch.1,Rho.1,Theta.1,Vega.1,Volume.3,Open.Int.1,Extrinsic.1,Gamma.1,Impl Vol.1,Intrinsic.1
50,1 JUL 20,297,0.0,0.01,SPY200701P297,0.01,-.07,563,0.37%,99.63%,0.71%,0.0,0.0,0.0,563,"5,787",0.005,0.0,28.74%,0.0
51,1 JUL 20,298,0.01,0.02,SPY200701P298,0.01,-.10,"7,831",0.98%,99.02%,1.88%,0.0,-0.02,0.0,"7,831","5,386",0.015,0.01,30.24%,0.0
52,1 JUL 20,299,0.01,0.02,SPY200701P299,0.02,-.11,"1,722",1.05%,98.95%,2.02%,0.0,-0.02,0.0,"1,722","6,965",0.015,0.01,27.83%,0.0
53,1 JUL 20,300,0.01,0.02,SPY200701P300,0.02,-.13,"5,857",1.13%,98.87%,2.17%,0.0,-0.02,0.0,"5,857","16,894",0.015,0.01,25.41%,0.0
54,1 JUL 20,301,0.01,0.02,SPY200701P301,0.02,-.18,"1,822",1.23%,98.77%,2.36%,0.0,-0.02,0.01,"1,822","6,600",0.015,0.01,22.96%,0.0
55,1 JUL 20,302,0.02,0.03,SPY200701P302,0.03,-.24,"2,192",1.97%,98.03%,3.76%,0.0,-0.03,0.01,"2,192","4,979",0.025,0.01,21.98%,0.0
56,1 JUL 20,303,0.03,0.04,SPY200701P303,0.04,-.31,"5,247",2.83%,97.17%,5.35%,0.0,-0.04,0.01,"5,247","5,958",0.035,0.02,20.43%,0.0
57,1 JUL 20,304,0.06,0.07,SPY200701P304,0.05,-.41,"3,940",4.98%,95.02%,9.37%,0.0,-0.07,0.02,"3,940","26,570",0.065,0.03,19.84%,0.0
58,1 JUL 20,305,0.09,0.1,SPY200701P305,0.1,-.52,"9,720",7.35%,92.65%,13.71%,0.0,-0.1,0.02,"9,720","9,219",0.095,0.05,18.21%,0.0
59,1 JUL 20,306,0.15,0.16,SPY200701P306,0.18,-.64,"9,454",11.72%,88.28%,21.62%,0.0,-0.16,0.03,"9,454","7,681",0.155,0.07,16.96%,0.0
60,1 JUL 20,307,0.26,0.27,SPY200701P307,0.28,-.80,"14,374",18.98%,81.02%,34.52%,0.0,-0.27,0.04,"14,374","6,017",0.265,0.1,15.86%,0.0
61,1 JUL 20,308,0.44,0.45,SPY200701P308,0.45,-1.00,"19,484",29.88%,70.12%,53.23%,0.0,-0.45,0.06,"19,484","4,741",0.445,0.15,14.64%,0.0
62,1 JUL 20,309,0.74,0.75,SPY200701P309,0.75,-1.14,"20,891",45.43%,54.57%,78.57%,0.0,-0.75,0.06,"20,891","3,790",0.745,0.18,13.45%,0.0
63,1 JUL 20,310,1.17,1.19,SPY200701P310,1.17,-1.28,"45,364",65.44%,34.56%,86.06%,-0.01,-0.93,0.06,"45,364","15,406",0.93,0.2,11.62%,0.25
64,1 JUL 20,311,1.77,1.81,SPY200701P311,1.85,-1.29,"9,790",91.72%,8.28%,20.85%,-0.01,-0.54,0.02,"9,790","1,785",0.54,0.12,7.75%,1.25
65,1 JUL 20,312,2.5,2.55,SPY200701P312,2.46,-1.54,"2,451",100.00%,0.00%,0.00%,-0.01,-0.49,0.0,"2,451","1,823",0.275,0.0,0.19%,2.25
66,1 JUL 20,313,3.4,3.44,SPY200701P313,3.5,-1.22,"1,250",100.00%,0.00%,0.00%,0.0,0.0,-42.5,"1,250",509,0.17,0.0,0.19%,3.25
67,1 JUL 20,314,4.28,4.4,SPY200701P314,4.01,-.77,464,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,464,437,0.09,0.0,0.19%,4.25
68,1 JUL 20,315,5.3,5.51,SPY200701P315,5.0,-1.76,395,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,395,501,0.155,0.0,0.19%,5.25
69,1 JUL 20,316,6.26,6.44,SPY200701P316,5.81,-2.00,33,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,33,315,0.1,0.0,0.19%,6.25
70,1 JUL 20,317,7.12,7.39,SPY200701P317,6.42,-3.71,66,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,66,239,0.005,0.0,0.19%,7.25
71,1 JUL 20,318,8.22,8.41,SPY200701P318,7.7,-1.97,6,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,6,271,0.065,0.0,0.19%,8.25
72,1 JUL 20,319,9.16,9.38,SPY200701P319,9.08,-.29,15,100.00%,0.00%,0.00%,0.0,0.0,-102.5,15,318,0.02,0.0,0.19%,9.25
73,1 JUL 20,320,10.19,10.34,SPY200701P320,9.96,-.23,130,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,130,350,0.015,0.0,0.19%,10.25
74,1 JUL 20,321,11.23,11.54,SPY200701P321,10.03,-4.01,3,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,3,339,0.135,0.0,0.19%,11.25
75,1 JUL 20,322,12.21,12.55,SPY200701P322,20.92,+3.16,10,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,10,531,0.13,0.0,0.19%,12.25
76,1 JUL 20,323,13.14,13.33,SPY200701P323,18.66,+5.58,10,100.00%,0.00%,0.00%,0.0,0.0,0.0,10,30,-0.015,0.0,--,13.25
77,1 JUL 20,324,14.33,14.55,SPY200701P324,19.6,+8.09,55,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,55,53,0.19,0.0,0.19%,14.25
78,1 JUL 20,325,15.16,15.34,SPY200701P325,14.01,-2.75,1,100.00%,0.00%,0.00%,0.0,0.0,0.0,1,134,0.0,0.0,0.00%,15.25
79,1 JUL 20,326,16.22,16.58,SPY200701P326,15.96,0,0,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,0,23,0.15,0.0,0.19%,16.25
80,1 JUL 20,327,17.33,17.54,SPY200701P327,21.5,0,0,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,0,12,0.185,0.0,0.19%,17.25
81,1 JUL 20,328,18.26,18.44,SPY200701P328,23.14,+12.02,3,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,3,2,0.1,0.0,0.19%,18.25
82,1 JUL 20,329,19.25,19.38,SPY200701P329,27.53,+2.54,71,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,71,91,0.065,0.0,0.19%,19.25
83,1 JUL 20,330,20.23,20.55,SPY200701P330,19.5,-1.95,2,100.00%,0.00%,0.00%,0.0,0.0,-212.5,2,45,0.14,0.0,0.19%,20.25
84,1 JUL 20,331,21.22,21.54,SPY200701P331,30.4,+10.50,1,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,1,9,0.13,0.0,0.19%,21.25
85,1 JUL 20,332,22.19,22.54,SPY200701P332,31.41,+17.90,1,100.00%,0.00%,0.00%,0.0,0.0,-232.5,1,1,0.115,0.0,0.19%,22.25
86,1 JUL 20,333,23.33,23.54,SPY200701P333,29.0,<empty>,1,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,1,1,0.185,0.0,0.19%,23.25
87,1 JUL 20,334,24.2,24.37,SPY200701P334,24.28,+2.20,2,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,2,2,0.035,0.0,0.19%,24.25
88,1 JUL 20,335,25.14,25.35,SPY200701P335,24.91,+.19,2,100.00%,0.00%,0.00%,0.0,0.0,0.0,2,3,-0.005,0.0,--,25.25
89,1 JUL 20,336,26.14,26.35,SPY200701P336,33.67,+15.05,2,100.00%,0.00%,0.00%,0.0,0.0,0.0,2,4,-0.005,0.0,--,26.25
90,1 JUL 20,337,27.21,27.34,SPY200701P337,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,<empty>,0,0.025,0.0,0.19%,27.25
91,1 JUL 20,338,28.19,28.53,SPY200701P338,37.21,+7.17,3,100.00%,0.00%,0.00%,0.0,0.0,-292.5,3,3,0.11,0.0,0.19%,28.25
92,1 JUL 20,339,29.16,29.38,SPY200701P339,36.2,+17.05,1,100.00%,0.00%,0.00%,0.0,0.0,-302.5,1,2,0.02,0.0,0.19%,29.25
93,1 JUL 20,340,30.1,30.43,SPY200701P340,35.07,+7.53,1,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,1,6,0.015,0.0,0.19%,30.25
94,1 JUL 20,341,31.18,31.42,SPY200701P341,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,<empty>,0,0.05,0.0,0.19%,31.25
95,1 JUL 20,342,32.23,32.44,SPY200701P342,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,<empty>,1,0.085,0.0,0.19%,32.25
96,1 JUL 20,343,33.16,33.36,SPY200701P343,36.43,<empty>,2,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,2,1,0.01,0.0,0.19%,33.25
97,1 JUL 20,344,34.34,34.44,SPY200701P344,35.5,+1.24,1,100.00%,0.00%,0.00%,0.0,0.0,-352.5,1,1,0.14,0.0,0.19%,34.25
98,1 JUL 20,345,35.08,35.45,SPY200701P345,36.0,<empty>,1,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,1,1,0.015,0.0,0.19%,35.25
99,1 JUL 20,346,36.2,36.33,SPY200701P346,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,<empty>,29,0.015,0.0,0.19%,36.25
100,1 JUL 20,347,37.18,37.54,SPY200701P347,0.0,0,<empty>,100.00%,0.00%,0.00%,0.0,0.0,-382.5,<empty>,0,0.11,0.0,0.19%,37.25
101,1 JUL 20,348,38.18,38.34,SPY200701P348,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,<empty>,0,0.01,0.0,0.19%,38.25
102,1 JUL 20,349,39.1,39.44,SPY200701P349,36.5,<empty>,2,100.00%,0.00%,0.00%,0.0,0.0,-402.5,2,1,0.02,0.0,0.19%,39.25
103,1 JUL 20,350,40.25,40.56,SPY200701P350,37.08,-2.39,1,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,1,0,0.155,0.0,0.19%,40.25
104,1 JUL 20,351,41.33,41.54,SPY200701P351,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,<empty>,0,0.185,0.0,0.19%,41.25
105,1 JUL 20,352,42.23,42.54,SPY200701P352,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,<empty>,0,0.135,0.0,0.19%,42.25
106,1 JUL 20,353,43.17,43.36,SPY200701P353,53.25,-1.55,1,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,1,2,0.015,0.0,0.19%,43.25
107,1 JUL 20,355,45.19,45.54,SPY200701P355,42.1,-2.32,1,100.00%,0.00%,0.00%,0.0,0.0,-462.5,1,1,0.115,0.0,0.19%,45.25
108,1 JUL 20,360,50.17,50.54,SPY200701P360,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,<empty>,15,0.105,0.0,0.19%,50.25
109,1 JUL 20,365,55.17,55.32,SPY200701P365,0.0,0,<empty>,100.00%,0.00%,0.00%,0.0,0.0,0.0,<empty>,0,-0.005,0.0,--,55.25
110,1 JUL 20,370,60.16,60.47,SPY200701P370,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,<empty>,0,0.065,0.0,0.19%,60.25
111,1 JUL 20,375,65.23,65.49,SPY200701P375,0.0,0,<empty>,100.00%,0.00%,0.00%,0.0,0.0,-662.5,<empty>,0,0.11,0.0,0.19%,65.25
112,1 JUL 20,380,70.2,70.62,SPY200701P380,0.0,0,<empty>,100.00%,0.00%,0.00%,-0.01,-0.49,0.0,<empty>,0,0.16,0.0,0.19%,70.25
113,2 JUL 20,150,0.0,0.01,SPY200702P150,0.01,0,1,0.06%,99.94%,0.12%,0.0,0.0,0.0,1,620,0.005,0.0,292.85%,0.0
114,2 JUL 20,155,0.0,0.01,SPY200702P155,0.01,0,1,0.06%,99.94%,0.12%,0.0,0.0,0.0,1,270,0.005,0.0,280.18%,0.0
115,2 JUL 20,160,0.0,0.01,SPY200702P160,0.01,0,"2,825",0.06%,99.94%,0.12%,0.0,0.0,0.0,"2,825","3,825",0.005,0.0,267.91%,0.0
116,2 JUL 20,165,0.0,0.01,SPY200702P165,0.01,0,1,0.06%,99.94%,0.12%,0.0,0.0,0.0,1,"1,628",0.005,0.0,256.01%,0.0
117,2 JUL 20,170,0.0,0.01,SPY200702P170,0.01,0,30,0.06%,99.94%,0.12%,0.0,0.0,0.0,30,"6,159",0.005,0.0,244.46%,0.0
118,2 JUL 20,175,0.0,0.01,SPY200702P175,0.01,0,2,0.06%,99.94%,0.13%,0.0,0.0,0.0,2,"1,187",0.005,0.0,233.22%,0.0
119,2 JUL 20,180,0.0,0.01,SPY200702P180,0.01,0,510,0.07%,99.93%,0.13%,0.0,0.0,0.0,510,"1,208",0.005,0.0,222.29%,0.0
120,2 JUL 20,185,0.0,0.01,SPY200702P185,0.02,+.01,20,0.07%,99.93%,0.13%,0.0,0.0,0.0,20,"2,285",0.005,0.0,211.65%,0.0
121,2 JUL 20,190,0.0,0.01,SPY200702P190,0.02,0,1,0.07%,99.93%,0.13%,0.0,0.0,0.0,1,645,0.005,0.0,201.27%,0.0
122,2 JUL 20,195,0.0,0.01,SPY200702P195,0.01,-.01,3,0.07%,99.93%,0.14%,0.0,0.0,0.0,3,106,0.005,0.0,191.15%,0.0
123,2 JUL 20,200,0.0,0.01,SPY200702P200,0.02,0,104,0.07%,99.93%,0.14%,0.0,0.0,0.0,104,385,0.005,0.0,181.26%,0.0
124,2 JUL 20,205,0.0,0.01,SPY200702P205,0.02,0,2,0.07%,99.93%,0.14%,0.0,0.0,0.0,2,267,0.005,0.0,171.60%,0.0
125,2 JUL 20,210,0.0,0.01,SPY200702P210,0.01,-.01,231,0.08%,99.92%,0.15%,0.0,0.0,0.0,231,"2,135",0.005,0.0,162.15%,0.0
126,2 JUL 20,215,0.0,0.01,SPY200702P215,0.01,-.01,161,0.08%,99.92%,0.15%,0.0,0.0,0.0,161,"1,337",0.005,0.0,152.91%,0.0
127,2 JUL 20,220,0.0,0.01,SPY200702P220,0.01,-.02,244,0.08%,99.92%,0.16%,0.0,0.0,0.0,244,607,0.005,0.0,143.85%,0.0
128,2 JUL 20,225,0.0,0.01,SPY200702P225,0.02,-.01,1,0.08%,99.92%,0.16%,0.0,0.0,0.0,1,312,0.005,0.0,134.97%,0.0
129,2 JUL 20,230,0.0,0.01,SPY200702P230,0.02,-.01,8,0.09%,99.91%,0.17%,0.0,0.0,0.0,8,589,0.005,0.0,126.26%,0.0
130,2 JUL 20,235,0.0,0.01,SPY200702P235,0.01,0,0,0.09%,99.91%,0.18%,0.0,0.0,0.0,0,"2,501",0.005,0.0,117.71%,0.0
131,2 JUL 20,240,0.0,0.01,SPY200702P240,0.01,0,0,0.10%,99.90%,0.19%,0.0,0.0,0.0,0,"18,819",0.005,0.0,109.31%,0.0
132,2 JUL 20,245,0.0,0.01,SPY200702P245,0.02,-.04,58,0.10%,99.90%,0.20%,0.0,0.0,0.0,58,868,0.005,0.0,101.04%,0.0
133,2 JUL 20,246,0.0,0.01,SPY200702P246,0.01,0,0,0.10%,99.90%,0.20%,0.0,0.0,0.0,0,211,0.005,0.0,99.41%,0.0
134,2 JUL 20,247,0.0,0.01,SPY200702P247,0.01,0,0,0.10%,99.90%,0.20%,0.0,0.0,0.0,0,825,0.005,0.0,97.77%,0.0
135,2 JUL 20,248,0.0,0.01,SPY200702P248,0.01,0,0,0.10%,99.90%,0.21%,0.0,0.0,0.0,0,663,0.005,0.0,96.15%,0.0
136,2 JUL 20,249,0.0,0.01,SPY200702P249,0.01,0,25,0.11%,99.89%,0.21%,0.0,0.0,0.0,25,515,0.005,0.0,94.53%,0.0
137,2 JUL 20,250,0.0,0.01,SPY200702P250,0.01,0,0,0.11%,99.89%,0.21%,0.0,0.0,0.0,0,"2,796",0.005,0.0,92.91%,0.0
138,2 JUL 20,251,0.0,0.01,SPY200702P251,0.02,0,0,0.11%,99.89%,0.21%,0.0,0.0,0.0,0,991,0.005,0.0,91.30%,0.0
139,2 JUL 20,252,0.0,0.01,SPY200702P252,0.01,0,0,0.11%,99.89%,0.22%,0.0,0.0,0.0,0,660,0.005,0.0,89.69%,0.0
140,2 JUL 20,253,0.0,0.01,SPY200702P253,0.01,0,0,0.11%,99.89%,0.22%,0.0,0.0,0.0,0,191,0.005,0.0,88.09%,0.0
141,2 JUL 20,254,0.0,0.01,SPY200702P254,0.03,-.06,11,0.11%,99.89%,0.22%,0.0,0.0,0.0,11,265,0.005,0.0,86.49%,0.0
142,2 JUL 20,255,0.0,0.01,SPY200702P255,0.01,-.01,4,0.11%,99.89%,0.22%,0.0,0.0,0.0,4,"34,203",0.005,0.0,84.90%,0.0
143,2 JUL 20,256,0.0,0.01,SPY200702P256,0.02,0,0,0.12%,99.88%,0.23%,0.0,0.0,0.0,0,"1,100",0.005,0.0,83.31%,0.0
144,2 JUL 20,257,0.0,0.01,SPY200702P257,0.02,0,0,0.12%,99.88%,0.23%,0.0,0.0,0.0,0,592,0.005,0.0,81.72%,0.0
145,2 JUL 20,258,0.0,0.01,SPY200702P258,0.01,-.01,1,0.12%,99.88%,0.23%,0.0,0.0,0.0,1,"1,318",0.005,0.0,80.14%,0.0
146,2 JUL 20,259,0.0,0.01,SPY200702P259,0.02,0,0,0.12%,99.88%,0.24%,0.0,0.0,0.0,0,602,0.005,0.0,78.57%,0.0
147,2 JUL 20,260,0.0,0.01,SPY200702P260,0.02,0,0,0.12%,99.88%,0.24%,0.0,0.0,0.0,0,"3,252",0.005,0.0,77.00%,0.0
148,2 JUL 20,261,0.0,0.01,SPY200702P261,0.01,0,0,0.12%,99.88%,0.24%,0.0,0.0,0.0,0,554,0.005,0.0,75.43%,0.0
149,2 JUL 20,262,0.0,0.01,SPY200702P262,0.01,-.01,12,0.13%,99.87%,0.25%,0.0,0.0,0.0,12,623,0.005,0.0,73.86%,0.0
150,2 JUL 20,263,0.0,0.01,SPY200702P263,0.02,0,0,0.13%,99.87%,0.25%,0.0,0.0,0.0,0,543,0.005,0.0,72.31%,0.0
151,2 JUL 20,264,0.0,0.01,SPY200702P264,0.02,0,0,0.13%,99.87%,0.26%,0.0,0.0,0.0,0,"1,211",0.005,0.0,70.75%,0.0
152,2 JUL 20,265,0.0,0.01,SPY200702P265,0.03,0,0,0.13%,99.87%,0.26%,0.0,0.0,0.0,0,"2,979",0.005,0.0,69.20%,0.0
153,2 JUL 20,267,0.0,0.01,SPY200702P267,0.01,-.02,50,0.14%,99.86%,0.27%,0.0,0.0,0.0,50,946,0.005,0.0,66.10%,0.0
154,2 JUL 20,268,0.0,0.01,SPY200702P268,0.01,-.03,1,0.14%,99.86%,0.28%,0.0,0.0,0.0,1,"1,550",0.005,0.0,64.56%,0.0
